,WAR,Age
4872,,
4873,0.4,23
4874,0.1,24
4875,-0.1,25
4876,,
4877,-0.3,21
4878,3.3,22
4879,5.0,23
4880,7.5,24
4881,8.0,25
4882,4.6,26
4883,5.2,27
4884,3.7,28
4885,3.6,29
4886,4.2,30
4887,3.8,31
4888,5.6,32
4889,3.9,33
4890,3.0,34
4891,6.6,35
4892,1.7,36
4893,1.4,37
4894,2.2,38
4895,-0.8,39
4896,-0.7,40
4897,,
4898,-0.5,24
4899,0.7,25
4900,3.5,26
4901,3.5,27
4902,2.2,28
4903,7.3,29
4904,2.6999999999999997,30
4905,-0.6,31
4906,1.7,32
4907,4.5,33
4908,2.3,34
4909,4.6,35
4910,1.4,36
4911,2.3,37
4912,-0.5,38
4913,2.7755575615628914e-17,39
4914,-0.5,40
4915,,
4916,1.0,23
4917,2.0,24
4918,3.2,25
4919,2.5,26
4920,0.3,27
4921,-0.1,28
4922,,
4923,-0.5,26
4924,,
4925,-0.5,22
4926,0.0,23
4927,-0.5,24
4928,-0.3,25
4929,-0.6,26
4930,2.1,27
4931,1.2,28
4932,-0.1,29
4933,-0.9,30
4934,-0.6,31
4935,-0.5,33
4936,,
4937,0.0,23
4938,2.4,24
4939,3.4,25
4940,3.1,26
4941,3.2,27
4942,0.5,28
4943,0.9,29
4944,,
4945,-0.2,24
4946,-0.1,25
4947,0.4,26
4948,-0.5,27
4949,0.0,28
4950,,
4951,-0.3,23
4952,-0.4,24
4953,0.1,25
4954,4.9,26
4955,-0.3,27
4956,-0.2,28
4957,0.2,29
4958,0.6,30
4959,,
4960,2.1,24
4961,2.5,25
4962,0.6,26
4963,0.3,27
4964,,
4965,0.8,23
4966,0.9,24
4967,2.7,25
4968,1.9,26
4969,4.4,27
4970,3.7,28
4971,3.4,29
4972,2.4,30
4973,3.7,31
4974,0.6,32
4975,1.3,33
4976,1.2,34
4977,1.2,35
4978,4.9,36
4979,2.1,37
4980,2.7,38
4981,2.3,39
4982,3.5,40
4983,0.4,41
4984,1.5999999999999999,42
4985,,
4986,-0.3,22
4987,1.2,23
4988,1.7,24
4989,2.3,25
4990,2.6,26
4991,2.0,27
4992,1.8,28
4993,2.4,29
4994,4.0,30
4995,1.8,31
4996,-1.3,32
4997,1.5,33
4998,,
4999,0.1,22
5000,1.4,23
5001,1.3,24
5002,3.0,25
5003,2.3,26
5004,4.4,27
5005,4.8,28
5006,0.3,29
5007,,
5008,0.1,20
5009,-0.2,21
5010,-0.2,24
5011,,
5012,0.1,20
5013,0.7,21
5014,0.0,22
5015,0.3,23
5016,2.0,24
5017,-0.4,25
5018,0.0,26
5019,-0.1,27
5020,0.3,28
5021,1.9,29
5022,2.5,30
5023,0.8,31
5024,-1.0,32
5025,,
5026,-0.9,25
5027,-0.1,26
5028,-0.2,27
5029,,
5030,0.1,23
5031,0.2,24
5032,-0.6,25
5033,-0.6,26
5034,,
5035,-0.3,22
5036,0.3,23
5037,1.7,24
5038,2.0,25
5039,1.0,26
5040,1.0,27
5041,0.4,28
5042,3.4,29
5043,1.7,30
5044,1.4,31
5045,-0.2,32
5046,0.3,33
5047,-0.5,34
5048,,
5049,-0.2,24
5050,,
5051,0.2,23
5052,,
5053,-0.4,21
5054,0.2,22
5055,-0.2,23
5056,2.6,24
5057,0.9,25
5058,0.5,26
5059,,
5060,0.1,20
5061,,
5062,-0.4,22
5063,-0.2,23
5064,-0.8,24
5065,3.2,25
5066,-1.3,26
5067,0.3,27
5068,,
5069,-0.5,27
5070,0.1,29
5071,2.1,30
5072,0.6,31
5073,-0.8,32
5074,-0.8,33
5075,-0.5,34
5076,0.0,35
5077,-0.2,36
5078,,
5079,0.0,21
5080,-1.1,22
5081,-0.1,24
5082,-0.5,25
5083,0.7,27
5084,-0.3,28
5085,-0.3,29
5086,0.9,30
5087,-0.2,31
5088,,
5089,0.2,23
5090,0.3,24
5091,0.2,25
5092,-0.39999999999999997,26
5093,-0.8,27
5094,-0.1,28
5095,-0.3,29
5096,0.0,32
5097,,
5098,-0.2,24
5099,0.2,27
5100,0.0,28
5101,,
5102,0.7,24
5103,0.1,25
5104,-0.3,26
5105,-0.5,27
5106,0.0,28
5107,1.4,31
5108,,
5109,0.1,25
5110,,
5111,-0.1,26
5112,-0.19999999999999998,27
5113,-0.1,30
5114,,
5115,-0.1,28
5116,0.5,33
5117,0.1,34
5118,0.0,35
5119,,
5120,-0.4,25
5121,0.1,29
5122,,
5123,0.4,25
5124,2.0,26
5125,2.4,27
5126,4.1,28
5127,0.5,29
5128,2.1,30
5129,0.3,31
5130,-0.2,32
5131,-0.7,33
5132,,
5133,-0.2,24
5134,-1.7,25
5135,-0.1,26
5136,2.8,27
5137,1.4,28
5138,4.3,29
5139,-0.4,30
5140,1.1,31
5141,2.2,32
5142,1.4,33
5143,1.2,34
5144,0.0,35
5145,,
5146,-0.2,25
5147,-0.1,26
5148,0.3,27
5149,0.7,28
5150,0.9,29
5151,1.5,30
5152,0.5,31
5153,0.4,32
5154,1.2,33
5155,0.7,34
5156,-0.8,35
5157,-0.3,36
5158,,
5159,0.2,26
5160,-1.6,27
5161,0.1,28
5162,-0.2,29
5163,-0.4,30
5164,-0.3,31
5165,0.4,32
5166,-0.5,33
5167,-0.7999999999999999,34
5168,-0.4,35
5169,,
5170,0.0,25
5171,,
5172,0.1,25
5173,-0.5,26
5174,-0.1,27
5175,,
5176,1.3,24
5177,3.0,25
5178,1.8,26
5179,0.1,27
5180,0.9,28
5181,2.3,29
5182,-0.4,30
5183,-0.5,31
5184,-0.5,32
5185,,
5186,-0.1,26
5187,0.4,27
5188,0.2,28
5189,-0.4,29
5190,,
5191,0.1,25
5192,2.1,26
5193,0.3,27
5194,0.3,28
5195,0.0,29
5196,0.0,30
5197,-0.4,31
5198,,
5199,3.7,23
5200,2.6,24
5201,0.7,25
5202,1.9,26
5203,-0.9000000000000001,27
5204,-0.2,28
5205,,
5206,0.1,27
5207,0.1,28
5208,-0.5,29
5209,,
5210,-0.1,27
5211,0.1,28
5212,0.4,29
5213,0.0,30
5214,0.8999999999999999,31
5215,,
5216,-0.7,22
5217,-0.4,23
5218,2.4,24
5219,3.1999999999999997,25
5220,2.7,26
5221,1.2,27
5222,-0.2,28
5223,-0.6,29
5224,0.29999999999999993,30
5225,1.1,31
5226,2.0,32
5227,0.1,33
5228,,
5229,-0.8,22
5230,3.9,23
5231,6.9,24
5232,5.6,25
5233,3.2,26
5234,8.0,27
5235,5.1,28
5236,6.1,29
5237,3.9,30
5238,2.6,31
5239,5.4,32
5240,2.5,33
5241,-0.1,34
5242,-0.6,35
5243,,
5244,-0.1,23
5245,-0.6,24
5246,,
5247,0.0,27
5248,,
5249,-0.2,28
5250,0.6,30
5251,,
5252,2.3,25
5253,-0.7,26
5254,-0.2,27
5255,0.6,28
5256,1.9,29
5257,0.1,30
5258,-0.2,31
5259,-1.1,32
5260,,
5261,-0.2,24
5262,0.0,25
5263,,
5264,0.0,26
5265,,
5266,-0.1,29
5267,,
5268,-0.2,22
5269,-0.3,23
5270,0.3,25
5271,-1.1,26
5272,-1.0,27
5273,2.0,28
5274,-0.5,29
5275,-0.4,30
5276,,
5277,-0.4,23
5278,-0.5,24
5279,-0.6,25
5280,0.1,26
5281,0.0,27
5282,0.5,28
5283,0.5,29
5284,0.6,30
5285,0.4,32
5286,0.4,33
5287,-0.3,34
5288,0.4,35
5289,-0.30000000000000004,36
5290,,
5291,2.2,23
5292,1.2,24
5293,1.5,25
5294,4.1,26
5295,1.7,27
5296,,
5297,-0.5,22
5298,0.9,23
5299,0.5,24
5300,0.9000000000000001,25
5301,1.2,26
5302,1.1,27
5303,-0.1,28
5304,1.5,29
5305,1.5,30
5306,-1.2,31
5307,-0.3,32
5308,,
5309,0.0,28
5310,,
5311,0.3,24
5312,-0.1,25
5313,0.5,26
5314,5.6,27
5315,6.1,28
5316,6.5,29
5317,0.2,30
5318,3.1,31
5319,7.0,32
5320,6.5,33
5321,6.2,34
5322,5.6,35
5323,4.9,36
5324,5.7,37
5325,4.8,38
5326,2.6,39
5327,3.3,40
5328,-0.3,41
5329,,
5330,3.2,19
5331,0.9,20
5332,0.9,21
5333,1.1,22
5334,2.2,23
5335,1.5,24
5336,4.3,25
5337,5.6,26
5338,2.1,27
5339,1.4,28
5340,4.2,29
5341,4.1,30
5342,1.1,31
5343,-1.4,32
5344,0.6,33
5345,0.8,34
5346,,
5347,-0.1,23
5348,,
5349,0.7,21
5350,1.0,22
5351,6.2,23
5352,2.7,24
5353,6.0,25
5354,6.4,26
5355,1.6,27
5356,5.0,28
5357,0.3,29
5358,0.6,30
5359,-1.0,31
5360,-0.7,32
5361,,
5362,0.0,22
5363,0.0,23
5364,,
5365,0.1,22
5366,0.30000000000000004,23
5367,0.0,24
5368,0.9,25
5369,1.4,26
5370,-0.7,27
5371,1.3,28
5372,3.4000000000000004,29
5373,3.6,30
5374,,
5375,0.3,19
5376,0.3,20
5377,1.5,21
5378,1.8,22
5379,-0.1,23
5380,1.2,24
5381,-1.3,25
5382,-0.5,26
5383,2.2,27
5384,-0.8,28
5385,-0.3,29
5386,0.9,30
5387,-1.0,31
5388,,
5389,-0.4,23
5390,-0.5,24
5391,-0.6,25
5392,0.1,26
5393,0.0,27
5394,0.5,28
5395,0.5,29
5396,0.6,30
5397,0.4,32
5398,0.4,33
5399,-0.3,34
5400,0.4,35
5401,-0.30000000000000004,36
5402,,
5403,0.9,22
5404,0.9,23
5405,1.5,24
5406,0.6,25
5407,0.0,26
5408,1.6,27
5409,1.0,28
5410,5.0,29
5411,4.1,30
5412,3.8,31
5413,4.9,32
5414,4.1,33
5415,2.8,34
5416,1.9,35
5417,3.0,36
5418,,
5419,0.4,19
5420,-0.5,20
5421,-0.5,21
5422,-0.2,22
5423,0.2,23
5424,2.4,24
5425,4.1000000000000005,25
5426,2.1,26
5427,3.1999999999999997,27
5428,2.5,28
5429,-1.4000000000000001,29
5430,-2.0999999999999996,30
5431,0.4,31
5432,-0.39999999999999997,32
5433,-0.4,33
5434,1.5,34
5435,-2.4000000000000004,35
5436,,
5437,0.5,25
5438,,
5439,-0.1,25
5440,0.1,27
5441,0.0,28
5442,0.2,29
5443,0.3,31
5444,-0.1,32
5445,,
5446,0.1,23
5447,-0.5,24
5448,0.2,25
5449,-0.1,26
5450,0.4,27
5451,0.2,28
5452,0.7000000000000001,29
5453,,
5454,0.0,23
5455,-0.1,24
5456,0.2,25
5457,1.2,26
5458,1.2,27
5459,2.8,28
5460,-0.8,29
5461,0.2,30
5462,-0.8,31
5463,-0.7,32
5464,0.1,33
5465,,
5466,0.3,23
5467,0.8,24
5468,-1.1,25
5469,0.5,26
5470,0.8,27
5471,1.7,28
5472,0.0,29
5473,2.3,30
5474,-0.9000000000000001,31
5475,0.6,32
5476,,
5477,-0.2,21
5478,,
5479,0.6,27
5480,-0.1,28
5481,-0.5,29
5482,0.2,30
5483,,
5484,-0.1,24
5485,-0.1,25
5486,-0.1,26
5487,1.7,27
5488,-1.0,28
5489,,
5490,0.7,27
5491,0.0,28
5492,-0.4,29
5493,-0.2,30
5494,-0.2,31
5495,0.1,32
5496,,
5497,2.9,22
5498,5.3,23
5499,3.5,24
5500,3.3,25
5501,2.5,26
5502,1.1,27
5503,2.9,28
5504,1.4,29
5505,-0.4,30
5506,7.9,31
5507,2.0,32
5508,2.0,33
5509,2.9,34
5510,5.0,35
5511,3.0,36
5512,3.9,37
5513,0.6,38
5514,-0.1,39
5515,,
5516,-0.6,25
5517,0.2,26
5518,-0.6,27
5519,1.8,29
5520,4.5,30
5521,4.2,31
5522,1.4,32
5523,0.5,33
5524,0.39999999999999997,34
5525,0.0,35
5526,-0.8,36
5527,-0.6,37
5528,0.5,38
5529,1.0,39
5530,,
5531,0.0,24
5532,,
5533,3.6,20
5534,1.2,21
5535,4.2,22
5536,4.0,23
5537,3.4,24
5538,0.8,25
5539,1.8,26
5540,2.9,27
5541,5.2,28
5542,2.1,29
5543,2.0,30
5544,,
5545,0.0,23
5546,0.1,24
5547,,
5548,-0.5,22
5549,-0.1,23
5550,-0.1,24
5551,-0.5,25
5552,0.0,26
5553,0.2,30
5554,2.0,31
5555,0.0,32
5556,0.0,33
5557,-0.2,34
5558,,
5559,0.0,22
5560,0.0,23
5561,-0.7,24
5562,1.1,25
5563,2.7,26
5564,0.4,27
5565,0.5000000000000001,28
5566,1.2,29
5567,-0.9,30
5568,-0.4,31
5569,-0.6,32
5570,,
5571,0.2,23
5572,-1.2,24
5573,0.1,25
5574,-0.2,26
5575,-1.1,27
5576,0.2,30
5577,-0.6,31
5578,,
5579,3.3,23
5580,5.0,24
5581,3.8,25
5582,2.8,26
5583,3.3,27
5584,0.6,28
5585,,
5586,-0.8,23
5587,1.3,24
5588,-0.3,25
5589,1.8,26
5590,-0.4,27
5591,1.8,28
5592,0.6,29
5593,0.8,30
5594,0.2,31
5595,1.0,33
5596,-0.8,34
5597,-0.5,35
5598,0.4,36
5599,,
5600,0.3,22
5601,-0.2,23
5602,-0.7,24
5603,-1.0,25
5604,0.0,26
5605,2.1,27
5606,-0.1,28
5607,-0.1,29
5608,,
5609,0.0,23
5610,0.3,24
5611,-0.7,25
5612,-0.10000000000000003,26
5613,-1.0999999999999999,27
5614,-0.9,28
5615,-0.4,29
5616,-2.1,30
5617,-0.3,31
5618,,
5619,0.0,25
5620,0.8,26
5621,0.5,27
5622,0.4,28
5623,0.2,29
5624,0.1,30
5625,-1.2,31
5626,,
5627,-0.1,24
5628,0.3,25
5629,0.2,26
5630,2.1,27
5631,3.4,28
5632,0.6,29
5633,1.8,30
5634,3.7,31
5635,-1.4,32
5636,0.0,33
5637,-0.3,34
5638,,
5639,0.5,27
5640,-0.6,28
5641,-0.3,29
5642,,
5643,0.2,20
5644,2.1,21
5645,2.4,22
5646,6.1,23
5647,4.3,24
5648,5.3,25
5649,5.5,26
5650,4.8,27
5651,2.8,28
5652,2.1,29
5653,0.2,30
5654,-0.5,31
5655,-0.2,32
5656,0.4,33
5657,1.6,34
5658,1.0,35
5659,0.4,36
5660,,
5661,1.5,22
5662,1.1,23
5663,5.3,24
5664,7.9,25
5665,4.4,26
5666,2.9,27
5667,3.3,28
5668,1.1,29
5669,-0.3,30
5670,0.7,31
5671,-0.3,32
5672,3.1,34
5673,1.1,35
5674,3.2,36
5675,0.1,37
5676,1.4,38
5677,-0.3,39
5678,,
5679,0.2,25
5680,0.0,26
5681,0.5,27
5682,0.0,28
5683,0.2,29
5684,0.3,30
5685,-0.3,31
5686,,
5687,1.2000000000000002,23
5688,0.3,24
5689,0.4,25
5690,2.9,26
5691,3.7,27
5692,2.3,28
5693,0.3,29
5694,0.1,30
5695,1.3,31
5696,-0.5,32
5697,,
5698,-0.3,25
5699,-0.2,26
5700,,
5701,4.0,24
5702,1.9,25
5703,-0.6,26
5704,1.1,27
5705,1.0,28
5706,-0.3,29
5707,1.4,30
5708,0.4,31
5709,0.3,32
5710,0.0,33
5711,-1.1,34
5712,-0.2,35
5713,,
5714,1.4,21
5715,-0.5,22
5716,3.4,23
5717,0.8,24
5718,4.3,25
5719,1.6,26
5720,4.4,27
5721,1.4,28
5722,-0.2,29
5723,,
5724,-0.3,23
5725,0.4,24
5726,-0.8,25
5727,0.1,26
5728,3.9,27
5729,1.4,28
5730,1.0,29
5731,1.9,30
5732,3.9,31
5733,0.8,32
5734,-1.1,33
5735,1.0,34
5736,-0.7,35
5737,-0.8,36
5738,,
5739,2.2,22
5740,4.2,23
5741,3.5,24
5742,3.6,25
5743,1.1,26
5744,0.4,27
5745,1.4,28
5746,-1.7,29
5747,1.6,30
5748,0.1,31
5749,0.1,33
5750,,
5751,-0.2,22
5752,-0.8,23
5753,-0.4,24
5754,1.4,25
5755,0.1,26
5756,-0.3,27
5757,-0.6,28
5758,-0.7,29
5759,0.0,31
5760,,
5761,0.1,24
5762,-1.8,25
5763,-0.3,26
5764,-0.6,27
5765,0.7,28
5766,1.6,29
5767,-0.9,30
5768,1.5,31
5769,-0.7,32
5770,,
5771,0.1,24
5772,-0.6,25
5773,0.1,26
5774,0.6,27
5775,-0.3,28
5776,,
5777,0.2,24
5778,0.3,25
5779,-0.1,26
5780,1.4,27
5781,0.7,28
5782,1.1,29
5783,1.7,31
5784,-0.9,32
5785,2.6,33
5786,,
5787,-0.7,27
5788,,
5789,0.5,24
5790,-0.7,25
5791,1.0,30
5792,0.3,31
5793,1.6,32
5794,,
5795,-0.1,24
5796,-0.2,25
5797,-0.3,26
5798,0.2,27
5799,-0.5,28
5800,,
5801,-0.3,25
5802,1.7,26
5803,0.7,27
5804,2.2,28
5805,3.3,29
5806,2.3,30
5807,2.5,31
5808,1.4,32
5809,3.3,33
5810,1.2,34
5811,1.5,35
5812,-0.20000000000000007,36
5813,0.1,37
5814,-0.2,38
5815,-0.7000000000000001,39
5816,,
5817,-0.3,25
5818,1.7,26
5819,0.7,27
5820,2.2,28
5821,3.3,29
5822,2.3,30
5823,2.5,31
5824,1.4,32
5825,3.3,33
5826,1.2,34
5827,1.5,35
5828,-0.20000000000000007,36
5829,0.1,37
5830,-0.2,38
5831,-0.7000000000000001,39
5832,,
5833,-0.2,22
5834,-0.7,23
5835,2.7,24
5836,3.4,25
5837,2.2,26
5838,4.4,27
5839,4.1,28
5840,1.0,29
5841,3.9,30
5842,2.2,31
5843,0.1,32
5844,-0.30000000000000004,33
5845,,
5846,0.0,24
5847,,
5848,0.0,24
5849,0.1,25
5850,0.7,26
5851,0.5,27
5852,,
5853,-0.3,30
5854,0.0,31
5855,1.4,32
5856,-0.3,33
5857,0.30000000000000004,34
5858,-0.1,35
5859,-1.2,36
5860,0.1,37
5861,0.0,38
5862,-0.5,39
5863,,
5864,1.4,25
5865,0.3,26
5866,1.2,27
5867,1.4,28
5868,1.8,29
5869,3.4,30
5870,-0.3,31
5871,,
5872,-0.4,24
5873,-0.1,25
5874,-0.3,26
5875,0.2,27
5876,1.2,28
5877,1.5,29
5878,-0.9,30
5879,0.2,31
5880,-0.1,32
5881,0.4,33
5882,,
5883,0.2,23
5884,0.19999999999999998,24
5885,4.0,25
5886,0.5,26
5887,1.9,27
5888,3.8,28
5889,1.4,29
5890,0.1,30
5891,7.2,31
5892,-0.19999999999999998,32
5893,3.5,33
5894,0.6,34
5895,-0.1,35
5896,0.0,36
5897,,
5898,0.8,22
5899,0.9,23
5900,1.6,24
5901,3.5,25
5902,4.2,26
5903,3.9,27
5904,,
5905,0.1,25
5906,-0.9,26
5907,-0.1,27
5908,0.0,28
5909,-0.6,29
5910,,
5911,0.1,22
5912,0.0,23
5913,-0.1,24
5914,-0.2,25
5915,,
5916,1.1,26
5917,2.2,27
5918,0.9,28
5919,3.0,29
5920,1.0,30
5921,0.2,31
5922,,
5923,4.8,22
5924,7.0,23
5925,8.2,24
5926,7.2,25
5927,2.5,26
5928,5.8,27
5929,3.7,28
5930,4.5,29
5931,4.4,30
5932,3.8,31
5933,1.7,32
5934,2.5,33
5935,,
5936,-0.3,25
5937,-0.1,27
5938,-0.30000000000000004,28
5939,-0.1,30
5940,,
5941,1.4,22
5942,0.1,23
5943,-0.1,24
5944,1.8,25
5945,2.9,26
5946,0.1,27
5947,-0.8,28
5948,,
5949,-1.1,25
5950,-0.3,26
5951,,
5952,0.1,24
5953,0.5,25
5954,-0.19999999999999998,26
5955,0.3,27
5956,-1.0,28
5957,0.9,29
5958,-0.1,30
5959,,
5960,,
5961,0.2,23
5962,0.2,24
5963,0.1,25
5964,0.4,27
5965,-0.5,28
5966,,
5967,3.2,23
5968,2.9,24
5969,-0.30000000000000004,25
5970,0.0,26
5971,-0.2,27
5972,-0.2,28
5973,-0.2,29
5974,,
5975,0.6,21
5976,-0.1,22
5977,-0.5,23
5978,0.1,24
5979,4.3,25
5980,0.7,26
5981,-0.5,27
5982,-0.30000000000000004,28
5983,3.3,29
5984,0.7,30
5985,-0.6000000000000001,31
5986,,
5987,-0.3,23
5988,-0.1,24
5989,0.0,25
5990,0.4,26
5991,,
5992,0.1,23
5993,-0.3,24
5994,2.0,25
5995,2.5,26
5996,2.2,27
5997,-0.6,28
5998,0.8,29
5999,-0.4,30
6000,-0.3,35
6001,-0.1,37
6002,0.2,38
6003,,
6004,0.3,23
6005,-0.8,24
6006,-0.1,25
6007,1.8,26
6008,-0.3,27
6009,,
6010,-0.2,22
6011,0.1,23
6012,-0.4,24
6013,0.9,25
6014,-1.7,26
6015,-0.4,28
6016,,
6017,-0.4,23
6018,0.1,25
6019,,
6020,-0.5,23
6021,0.3,24
6022,0.0,25
6023,,
6024,0.3,23
6025,-0.8,24
6026,-0.1,25
6027,1.8,26
6028,-0.3,27
6029,,
6030,0.5,23
6031,0.2,24
6032,-0.4,25
6033,-0.9,26
6034,0.0,28
6035,,
6036,0.6,22
6037,1.0,23
6038,3.0,24
6039,1.6,25
6040,-0.8,26
6041,-0.3,27
6042,-1.6,28
6043,0.1,31
6044,1.3,33
6045,1.5,34
6046,0.0,35
6047,,
6048,0.1,24
6049,0.0,25
6050,0.2,26
6051,1.7,27
6052,1.1,28
6053,3.1,29
6054,-0.1,30
6055,3.2,31
6056,2.5,32
6057,0.5,33
6058,-0.5,34
6059,0.6,35
6060,,
6061,0.5,24
6062,0.3,25
6063,0.1,26
6064,1.9,27
6065,2.1,28
6066,3.6,29
6067,1.7,30
6068,1.6,31
6069,1.7,32
6070,1.6,33
6071,1.7,34
6072,0.3,35
6073,1.7,36
6074,-1.6,37
6075,,
6076,-0.1,22
6077,0.6,23
6078,0.9,24
6079,0.8,25
6080,0.0,26
6081,1.0,27
6082,1.2,28
6083,3.4,29
6084,1.5,30
6085,0.8,31
6086,3.1,32
6087,0.30000000000000004,33
6088,,
6089,1.2999999999999998,24
6090,4.300000000000001,25
6091,5.2,26
6092,2.1999999999999997,27
6093,0.5,28
6094,,
6095,4.0,21
6096,5.1,22
6097,5.7,23
6098,7.8,24
6099,5.0,25
6100,,
6101,-0.2,21
6102,-0.1,22
6103,0.6,23
6104,,
6105,0.1,24
6106,0.0,25
6107,-0.2,26
6108,0.3,27
6109,-1.1,28
6110,,
6111,-0.2,23
6112,0.4,24
6113,0.7,25
6114,1.2,26
6115,4.3,27
6116,0.6,28
6117,2.1,29
6118,0.5,30
6119,2.5,31
6120,1.8,32
6121,0.9,33
6122,-0.1,34
6123,0.3,35
6124,-0.4,36
6125,,
6126,0.1,28
6127,0.4,29
6128,3.3,30
6129,0.0,31
6130,-0.1,32
6131,0.7,33
6132,0.9,34
6133,,
6134,-0.3,27
6135,,
6136,-0.4,24
6137,,
6138,0.0,25
6139,-0.2,30
6140,1.5,31
6141,-0.2,32
6142,-0.1,36
6143,,
6144,0.0,22
6145,0.5,23
6146,2.1,24
6147,2.9,25
6148,6.6,26
6149,2.2,27
6150,0.5,28
6151,0.2,29
6152,0.4,30
6153,2.6,32
6154,0.3,33
6155,-0.1,34
6156,,
6157,1.5,22
6158,0.4,23
6159,,
6160,0.0,22
6161,0.7,24
6162,2.1,25
6163,1.1,26
6164,1.5,27
6165,,
6166,-0.1,22
6167,1.4,23
6168,6.2,24
6169,6.6,25
6170,5.2,26
6171,3.4,27
6172,5.2,28
6173,4.2,29
6174,4.6,30
6175,1.4,31
6176,1.7,32
6177,0.2,33
6178,2.9,34
6179,4.0,35
6180,0.2,36
6181,3.7,37
6182,2.1,38
6183,0.4,39
6184,-0.6,40
6185,,
6186,-0.2,20
6187,1.5,21
6188,2.4,22
6189,5.3,23
6190,3.0,24
6191,3.0,25
6192,6.3,26
6193,4.7,27
6194,5.6,28
6195,4.0,29
6196,,
6197,0.7,22
6198,-0.3,23
6199,-0.6,24
6200,0.1,25
6201,1.1,26
6202,2.0,27
6203,2.0,28
6204,2.6,29
6205,,
6206,0.0,24
6207,0.1,25
6208,-0.3,26
6209,3.3,27
6210,4.4,28
6211,2.7,29
6212,1.2,30
6213,1.9,31
6214,1.9,32
6215,0.8,33
6216,,
6217,-1.0,24
6218,-0.2,25
6219,-0.3,26
6220,,
6221,-0.1,24
6222,-0.1,25
6223,2.2,26
6224,0.5,27
6225,1.5,28
6226,0.8,29
6227,-0.3,30
6228,,
6229,-0.2,22
6230,1.8,23
6231,1.6,24
6232,1.3,25
6233,0.5,26
6234,0.4,27
6235,0.1,28
6236,0.5,29
6237,0.5,30
6238,1.9,32
6239,0.5,33
6240,-0.4,34
6241,,
6242,-0.2,22
6243,-0.5,23
6244,0.7000000000000001,25
6245,1.1,26
6246,0.2,27
6247,4.5,28
6248,-0.4,29
6249,1.2,30
6250,0.4,31
6251,-1.1,32
6252,0.2,33
6253,,
6254,0.1,24
6255,0.1,25
6256,0.4,26
6257,2.7,27
6258,-0.5,28
6259,0.5,29
6260,-0.1,30
6261,,
6262,0.4,23
6263,-0.1,24
6264,,
6265,0.1,22
6266,3.0,23
6267,0.8,24
6268,3.3,25
6269,0.3,26
6270,2.7,27
6271,1.9,28
6272,2.7,29
6273,5.1,30
6274,4.0,31
6275,2.0,32
6276,0.0,33
6277,-0.4,34
6278,1.8,35
6279,0.9,36
6280,-1.4,37
6281,-1.1,38
6282,,
6283,-1.1,23
6284,0.3,24
6285,2.3,25
6286,5.0,26
6287,0.4,27
6288,-0.3,28
6289,-1.2,29
6290,-1.3,30
6291,,
6292,0.1,23
6293,,
6294,0.2,23
6295,0.3,24
6296,,
6297,0.2,25
6298,-0.4,26
6299,,
6300,-0.3,24
6301,2.4,25
6302,-0.8,26
6303,0.9,27
6304,1.7999999999999998,28
6305,-0.4,30
6306,1.3,31
6307,,
6308,0.1,26
6309,,
6310,0.0,23
6311,0.1,24
6312,0.1,26
6313,-0.5,27
6314,0.3,28
6315,5.551115123125783e-17,29
6316,-0.8,30
6317,0.6,31
6318,-0.7,32
6319,-1.1,33
6320,-0.2,34
6321,-0.8,35
6322,0.0,36
6323,,
6324,0.0,21
6325,-0.4,22
6326,-0.1,23
6327,1.5,24
6328,0.1,25
6329,1.4,26
6330,3.1,27
6331,1.4,28
6332,0.5,29
6333,3.3,30
6334,-0.1,31
6335,0.5,32
6336,,
6337,0.1,22
6338,1.6,23
6339,2.9,24
6340,3.2,25
6341,2.6,26
6342,5.8,27
6343,2.4,28
6344,4.3,29
6345,1.7,30
6346,2.6,31
6347,1.8,32
6348,-1.0,33
6349,2.3000000000000003,34
6350,2.4,35
6351,3.4,36
6352,2.5,37
6353,1.9,38
6354,3.0,39
6355,-1.1,40
6356,-0.3,41
6357,,
6358,0.0,22
6359,0.5,24
6360,0.1,25
6361,0.30000000000000004,26
6362,0.1,27
6363,-0.2,28
6364,0.6,30
6365,-0.09999999999999998,31
6366,,
6367,0.8,21
6368,3.4,22
6369,3.0,23
6370,3.2,24
6371,2.2,25
6372,2.0,26
6373,2.7,27
6374,4.4,28
6375,1.1,29
6376,2.5,30
6377,2.3,31
6378,0.1,32
6379,3.2,33
6380,0.5,34
6381,0.1,35
6382,-0.8,36
6383,,
6384,0.1,24
6385,0.1,25
6386,0.4,26
6387,2.7,27
6388,-0.5,28
6389,0.5,29
6390,-0.1,30
6391,,
6392,-0.1,19
6393,-0.2,20
6394,3.1,21
6395,-1.3,22
6396,6.2,23
6397,-0.2,24
6398,2.1,25
6399,2.2,26
6400,5.9,27
6401,2.6,28
6402,3.4,29
6403,3.2,30
6404,6.1,31
6405,4.4,32
6406,4.4,33
6407,6.8,34
6408,4.2,35
6409,4.1,36
6410,0.4,37
6411,3.0,38
6412,-0.2,39
6413,0.3,40
6414,,
6415,0.6,21
6416,,
6417,0.0,19
6418,-0.1,21
6419,-0.3,22
6420,-0.7,23
6421,0.30000000000000004,24
6422,0.6,25
6423,-0.6,26
6424,,
6425,0.0,26
6426,0.8,27
6427,-1.1,28
6428,1.9,29
6429,0.6,30
6430,-0.7,31
