,WAR,Age
0,-0.2,23
1,-0.9,24
2,1.0,25
3,4.4,26
4,2.0,27
5,0.4,28
6,0.9,29
7,0.2,30
8,-0.2,31
9,,
0,-0.3,24
1,1.5,25
2,0.9,26
3,-0.4,26
4,-0.9,27
5,-0.6,28
6,,
7,-0.2,30
8,,
0,0.6,21
1,-1.2,22
2,-0.9,23
3,0.6,24
4,3.5,25
5,4.1,26
6,3.3,27
7,2.8,28
8,2.2,29
9,0.0,30
10,0.9,31
11,0.2,32
12,0.2,33
13,,
0,-0.5,22
1,,
0,-0.8,25
1,,
0,0.1,26
1,0.5,27
2,-0.5,28
3,0.4,29
4,1.7,30
5,0.8,31
6,0.6,32
7,0.5,32
8,-0.3,33
9,0.1,33
10,0.1,33
11,,
0,0.1,27
1,-0.2,28
2,0.6,29
3,1.9,30
4,0.1,31
5,1.7,32
6,1.4,32
7,-0.9,33
8,0.6,34
9,-0.2,35
10,,
0,-0.5,26
1,,
0,0.2,21
1,3.5,22
2,4.4,23
3,3.3,24
4,,
0,1.4,22
1,1.2,23
2,4.4,24
3,1.5,25
4,2.6,26
5,5.7,27
6,6.6,28
7,,
0,-0.3,23
1,-0.3,24
2,,
0,1.5,20
1,1.9,21
2,,
3,1.7,24
4,0.9,25
5,-0.2,26
6,0.9,27
7,4.2,28
8,4.9,29
9,1.2,30
10,0.0,31
11,,
0,-1.2,22
1,-0.4,23
2,3.9,24
3,4.4,25
4,5.0,26
5,2.7,27
6,2.1,28
7,2.5,29
8,0.8,30
9,6.5,31
10,1.3,32
11,0.6,32
12,2.0,33
13,,
0,0.2,24
1,,
0,0.0,25
1,0.1,26
2,0.0,26
3,2.2,27
4,,
0,0.2,23
1,0.6,24
2,1.3,25
3,-0.1,26
4,-0.3,27
5,2.0,28
6,1.4,29
7,2.4,30
8,0.5,31
9,1.2,32
10,-0.1,33
11,-0.1,34
12,,
0,-0.4,25
1,0.3,26
2,-0.1,27
3,,
0,-0.1,23
1,,
2,0.3,25
3,0.5,26
4,,
5,-0.5,29
6,0.0,29
7,2.9,30
8,-0.2,31
9,1.2,32
10,2.0,33
11,2.3,34
12,1.6,35
13,-0.6,36
14,-0.1,37
15,,
0,0.7,28
1,-0.1,29
2,,
3,0.2,31
4,,
0,-0.2,24
1,2.6,25
2,1.9,26
3,3.2,27
4,2.6,28
5,0.3,29
6,,
7,1.5,31
8,-1.4,32
9,1.3,32
10,0.0,33
11,,
0,0.2,22
1,,
2,1.1,29
3,-0.2,30
4,,
0,0.3,24
1,,
0,1.1,23
1,,
0,-0.3,25
1,,
0,0.1,25
1,-0.1,26
2,1.9,27
3,0.2,28
4,-0.2,29
5,,
0,0.8,25
1,-0.2,26
2,-0.1,27
3,0.1,28
4,3.0,29
5,2.0,30
6,-0.2,30
7,-0.1,31
8,-0.4,32
9,0.7,32
10,-0.7,33
11,0.2,34
12,0.7,35
13,-0.3,36
14,0.2,37
15,-0.3,38
16,,
0,0.6,23
1,3.2,24
2,0.4,25
3,-0.1,26
4,,
5,-0.1,29
6,,
0,-0.1,24
1,0.8,25
2,0.1,26
3,0.0,27
4,0.4,27
5,2.6,28
6,,
0,0.5,26
1,0.3,27
2,,
0,-0.5,20
1,-1.4,21
2,,
3,-1.2,24
4,-0.4,25
5,,
0,0.5,26
1,-0.4,27
2,-0.3,28
3,3.3,29
4,0.8,30
5,1.6,31
6,1.9,32
7,1.0,33
8,-0.4,34
9,-0.2,35
10,-0.6,36
11,,
0,0.9,24
1,-0.5,25
2,,
0,0.3,24
1,0.0,25
2,0.4,26
3,0.4,27
4,0.4,28
5,0.5,29
6,0.5,30
7,,
0,-0.3,26
1,,
2,0.2,28
3,-0.9,29
4,-0.1,30
5,,
0,0.1,25
1,0.3,26
2,2.1,27
3,2.0,28
4,0.2,29
5,1.8,30
6,,
0,0.2,24
1,-0.8,25
2,-0.4,26
3,-0.3,27
4,-0.3,27
5,0.9,27
6,-0.5,28
7,,
8,-0.8,32
9,,
0,-0.1,25
1,1.6,26
2,2.1,27
3,0.5,28
4,0.0,29
5,1.0,30
6,0.7,31
7,,
0,0.2,23
1,1.5,24
2,2.7,25
3,0.5,26
4,2.1,27
5,0.9,28
6,0.3,28
7,0.0,29
8,0.8,30
9,-0.1,31
10,-0.2,31
11,,
0,0.6,28
1,1.5,29
2,-0.1,30
3,,
0,1.5,21
1,0.2,22
2,1.8,23
3,4.7,24
4,-0.6,25
5,,
6,0.3,27
7,,
0,-0.1,27
1,0.7,28
2,,
0,2.9,31
1,2.1,32
2,1.6,33
3,0.1,34
4,0.0,35
5,,
6,0.1,37
7,,
0,2.7,33
1,0.6,34
2,3.6,35
3,3.4,36
4,5.3,37
5,4.0,38
6,2.1,39
7,,
0,1.3,35
1,0.1,36
2,-0.3,37
3,-0.2,37
4,-0.1,38
5,,
0,2.3,31
1,7.0,32
2,2.4,33
3,2.6,34
4,2.4,35
5,0.3,36
6,,
0,1.1,26
1,-0.1,27
2,-0.3,27
3,-0.1,28
4,,
0,-1.2,23
1,0.6,24
2,-0.9,25
3,,
0,-0.1,23
1,0.6,24
2,-0.6,25
3,2.6,26
4,0.6,27
5,3.2,28
6,-1.6,29
7,,
0,-0.2,21
1,,
0,0.3,24
1,,
0,-0.4,25
1,0.1,26
2,,
0,0.3,25
1,1.4,26
2,1.1,27
3,1.8,28
4,-0.5,29
5,-0.2,30
6,0.0,30
7,,
0,0.0,23
1,0.2,24
2,0.4,25
3,0.0,25
4,,
0,2.9,21
1,1.4,22
2,0.8,23
3,0.6,24
4,1.8,25
5,0.8,26
6,0.5,27
7,1.3,28
8,1.0,29
9,1.6,30
10,1.2,30
11,1.0,31
12,-0.6,32
13,0.1,33
14,,
0,3.5,26
1,1.9,27
2,,
3,-0.3,29
4,1.4,30
5,2.2,31
6,4.8,32
7,,
0,0.0,25
1,0.2,25
2,,
0,0.6,22
1,-0.9,23
2,0.1,24
3,3.0,25
4,4.8,26
5,1.9,27
6,-1.4,28
7,0.0,28
8,1.5,29
9,-0.3,30
10,4.3,31
11,0.7,32
12,0.8,33
13,1.4,34
14,,
0,0.1,22
1,-0.7,23
2,-0.4,24
3,1.0,25
4,-0.5,26
5,0.1,27
6,,
0,-0.2,22
1,-0.2,23
2,2.1,24
3,3.7,25
4,-0.4,26
5,-0.4,27
6,0.5,27
7,-0.8,28
8,,
0,0.0,27
1,0.0,28
2,0.2,28
3,,
0,0.4,23
1,2.6,24
2,0.5,25
3,3.4,26
4,-0.7,27
5,0.6,28
6,0.6,29
7,1.2,29
8,2.0,30
9,1.1,31
10,2.3,32
11,,
0,-0.2,24
1,0.5,25
2,4.2,26
3,0.5,27
4,1.0,27
5,-1.7,28
6,0.5,29
7,0.3,29
8,0.1,30
9,1.1,31
10,0.7,32
11,2.5,32
12,4.5,33
13,3.3,34
14,1.3,35
15,1.9,35
16,1.4,36
17,,
0,-0.3,23
1,,
2,0.6,25
3,0.4,26
4,,
0,0.9,26
1,-0.3,27
2,,
0,0.8,24
1,1.3,25
2,-0.8,26
3,1.0,27
4,-1.6,28
5,0.5,29
6,-0.3,30
7,,
0,0.0,26
1,0.2,27
2,0.7,28
3,2.8,29
4,4.0,30
5,0.6,31
6,-0.4,32
7,1.7,33
8,1.7,34
9,1.1,35
10,0.9,36
11,-0.3,37
12,,
0,-0.3,22
1,0.5,23
2,-0.7,24
3,2.4,25
4,1.8,26
5,,
6,-1.0,28
7,0.8,29
8,1.7,30
9,1.1,31
10,1.5,32
11,0.3,33
12,-0.2,34
13,,
0,-0.4,25
1,-0.1,26
2,,
0,-0.7,24
1,,
2,0.0,26
3,-0.3,26
4,-0.6,27
5,0.7,27
6,1.6,28
7,-0.3,29
8,0.1,30
9,,
0,0.3,24
1,,
0,0.2,25
1,,
2,0.3,27
3,-0.3,28
4,,
0,-0.3,23
1,0.2,24
2,0.2,25
3,,
0,-0.3,21
1,2.9,22
2,5.7,23
3,,
0,0.3,24
1,,
2,-0.1,26
3,0.3,26
4,,
0,0.8,27
1,-1.1,28
2,-0.3,29
3,0.2,30
4,-0.2,31
5,-0.1,32
6,-0.1,32
7,,
0,0.5,26
1,0.5,27
2,-0.2,28
3,-0.4,29
4,-0.4,29
5,,
0,0.0,22
1,,
0,-0.3,24
1,-0.2,25
2,0.0,26
3,,
0,0.9,25
1,,
0,0.9,25
1,,
0,3.1,26
1,5.2,27
2,3.4,28
3,4.2,29
4,9.9,30
5,7.6,31
6,,
0,2.8,21
1,-0.5,22
2,,
0,-0.2,23
1,0.0,24
2,-0.1,25
3,0.3,26
4,0.4,27
5,-0.6,28
6,1.6,29
7,1.3,30
8,0.5,31
9,1.2,32
10,1.9,33
11,1.2,34
12,0.7,35
13,0.5,36
14,0.4,37
15,,
0,0.4,21
1,2.2,22
2,6.5,23
3,0.2,24
4,3.2,25
5,-1.4,26
6,0.0,27
7,-0.4,28
8,,
0,0.1,23
1,0.7,24
2,,
3,-0.1,26
4,,
5,0.5,28
6,,
0,0.8,24
1,0.6,25
2,-0.9,26
3,-0.4,27
4,0.7,27
5,5.3,28
6,8.3,29
7,3.8,30
8,1.9,31
9,2.8,32
10,0.8,33
11,,
0,1.2,24
1,-0.2,25
2,-0.1,26
3,-0.2,27
4,,
0,-0.5,27
1,,
0,-0.1,24
1,0.2,25
2,0.2,26
3,-0.3,27
4,,
0,-0.4,25
1,0.6,26
2,-0.2,27
3,-0.3,28
4,0.9,28
5,1.1,29
6,0.4,30
7,0.7,31
8,-0.9,31
9,0.2,32
10,0.0,32
11,,
0,1.4,23
1,-0.3,24
2,0.2,25
3,-0.6,25
4,,
0,-0.1,25
1,-0.3,26
2,,
0,0.1,23
1,-0.1,24
2,1.9,25
3,0.2,26
4,2.7,27
5,0.9,28
6,0.3,29
7,1.4,30
8,-0.9,31
9,0.3,32
10,,
0,-0.1,23
1,0.5,24
2,,
0,0.1,22
1,0.3,23
2,1.3,24
3,3.3,25
4,3.2,26
5,-0.1,27
6,1.2,28
7,3.6,29
8,,
0,0.8,21
1,1.8,22
2,4.9,23
3,4.6,24
4,2.0,25
5,6.2,26
6,4.0,27
7,0.5,28
8,1.2,28
9,1.5,29
10,1.1,30
11,5.0,31
12,0.7,32
13,0.6,32
14,-0.2,33
15,1.9,33
16,1.6,34
17,-1.1,35
18,,
0,0.5,25
1,2.0,26
2,0.7,27
3,-0.1,28
4,-0.7,29
5,0.1,30
6,0.1,31
7,,
0,-0.3,22
1,0.0,23
2,-0.2,24
3,1.0,25
4,4.3,26
5,-0.2,27
6,3.5,28
7,2.0,29
8,0.9,30
9,,
10,0.9,32
11,0.9,32
12,-0.2,33
13,0.8,34
14,-0.5,35
15,,
0,1.5,24
1,1.7,25
2,1.0,26
3,,
0,-0.1,25
1,,
0,-0.2,25
1,,
0,-0.1,29
1,0.2,30
2,0.0,31
3,0.2,32
4,,
0,0.1,23
1,,
0,-0.4,25
1,,
0,-0.1,24
1,0.1,25
2,,
0,1.1,24
1,1.3,25
2,0.7,26
3,1.0,27
4,3.6,28
5,3.2,29
6,2.4,30
7,,
0,0.3,24
1,-0.2,25
2,-0.1,26
3,0.9,27
4,0.5,28
5,,
0,2.3,20
1,2.6,21
2,2.7,22
3,1.8,23
4,-0.1,24
5,0.8,25
6,-0.6,26
7,1.6,26
8,3.5,27
9,1.7,28
10,-0.3,29
11,-1.2,30
12,0.3,30
13,-0.9,31
14,1.6,32
15,0.9,33
16,1.3,34
17,,
0,-0.1,25
1,0.2,26
2,,
3,-0.4,29
4,,
0,2.4,24
1,1.2,25
2,4.9,26
3,0.3,27
4,,
0,0.8,21
1,0.1,22
2,0.2,23
3,2.9,24
4,2.4,25
5,0.4,26
6,-0.5,27
7,0.0,27
8,0.2,28
9,1.8,29
10,-0.3,30
11,0.2,31
12,1.5,32
13,-0.9,33
14,-0.1,34
15,-0.7,35
16,0.4,35
17,1.0,36
18,0.1,37
19,0.9,38
20,-0.2,39
21,,
0,0.8,23
1,0.9,24
2,3.4,25
3,-0.6,26
4,0.0,27
5,-0.5,28
6,,
7,3.0,30
8,1.8,31
9,0.5,32
10,1.5,33
11,1.1,33
12,3.7,34
13,5.6,35
14,6.5,36
15,-0.1,37
16,3.4,38
17,5.6,39
18,4.7,40
19,0.4,41
20,2.4,42
21,1.1,43
22,1.0,43
23,0.5,44
24,2.8,45
25,0.4,46
26,0.2,47
27,,
28,0.1,49
29,,
0,0.2,23
1,-0.1,24
2,,
3,0.3,26
4,,
0,1.2,26
1,1.1,27
2,0.0,28
3,0.1,29
4,0.0,30
5,1.4,31
6,0.8,32
7,0.1,33
8,,
0,3.1,24
1,7.4,25
2,,
3,2.4,27
4,0.6,28
5,,
0,-0.2,23
1,0.0,24
2,-0.1,25
3,0.3,26
4,0.4,27
5,-0.6,28
6,1.6,29
7,1.3,30
8,0.5,31
9,1.2,32
10,1.9,33
11,1.2,34
12,0.7,35
13,0.5,36
14,0.4,37
15,,
0,2.6,23
1,0.4,24
2,2.0,24
3,0.2,25
4,-0.3,26
5,-0.5,26
6,0.0,27
7,,
0,-0.3,26
1,0.6,27
2,,
0,0.4,23
1,-0.6,24
2,1.5,25
3,-0.5,26
4,-0.1,27
5,-0.2,28
6,,
0,-0.8,25
1,1.3,26
2,-0.1,27
3,-0.2,28
4,-0.3,28
5,,
0,0.0,26
1,-0.1,27
2,0.1,28
3,-0.2,29
4,0.9,30
5,-0.1,31
6,0.1,32
7,,
0,1.0,26
1,1.0,27
2,0.4,28
3,0.1,29
4,0.2,30
5,1.7,31
6,0.7,32
7,1.1,33
8,0.0,33
9,0.4,34
10,1.1,35
11,0.2,36
12,0.6,36
13,0.7,37
14,0.3,37
15,,
0,-0.2,23
1,0.0,24
2,-0.1,25
3,0.3,26
4,0.4,27
5,-0.6,28
6,1.6,29
7,1.3,30
8,0.5,31
9,1.2,32
10,1.9,33
11,1.2,34
12,0.7,35
13,0.5,36
14,0.4,37
15,,
0,0.0,23
1,-0.2,24
2,,
3,-0.6,27
4,0.3,28
5,0.4,29
6,-0.1,30
7,0.3,31
8,1.5,31
9,-0.1,32
10,0.2,32
11,,
12,0.9,34
13,1.0,35
14,0.9,36
15,-0.4,37
16,0.1,37
17,0.6,38
18,-0.2,39
19,0.6,39
20,-0.6,40
21,0.0,40
22,,
0,-0.2,27
1,-0.3,28
2,0.1,29
3,,
0,-0.6,23
1,0.4,24
2,0.1,25
3,2.0,26
4,1.6,27
5,0.9,28
6,2.9,29
7,-0.3,30
8,3.2,31
9,0.0,31
10,1.5,32
11,1.4,33
12,1.7,34
13,-1.3,35
14,,
0,-0.2,21
1,0.9,22
2,-0.2,23
3,-0.3,24
4,2.4,25
5,0.7,26
6,-1.7,27
7,0.8,28
8,2.4,29
9,3.5,30
10,-1.2,31
11,0.5,32
12,-0.8,32
13,-1.1,33
14,-0.3,33
15,-0.2,34
16,,
17,-1.0,36
18,,
0,0.5,26
1,-0.4,27
2,1.4,28
3,1.4,29
4,1.4,30
5,,
6,-0.2,32
7,0.2,33
8,-0.1,34
9,0.7,35
10,,
0,1.1,22
1,-0.9,23
2,-0.5,24
3,,
4,0.0,26
5,2.6,27
6,0.7,28
7,3.5,29
8,2.0,30
9,2.7,31
10,0.5,32
11,0.5,33
12,4.2,34
13,-0.3,35
14,1.6,36
15,-0.3,36
16,,
0,-1.8,21
1,0.6,22
2,4.7,23
3,5.8,24
4,3.0,25
5,6.0,26
6,2.6,27
7,2.0,28
8,2.8,29
9,6.2,30
10,3.1,31
11,6.2,32
12,-0.6,33
13,2.8,34
14,,
0,1.3,25
1,1.2,26
2,-0.3,27
3,1.1,28
4,0.1,29
5,-0.1,30
6,0.3,31
7,-1.0,32
8,0.2,33
9,0.2,33
10,,
0,-0.1,26
1,-0.2,27
2,-0.1,27
3,,
0,0.0,27
1,,
2,0.2,31
3,,
0,-0.3,25
1,,
0,-0.1,30
1,1.1,31
2,1.4,32
3,-0.3,33
4,-0.2,33
5,,
6,0.2,35
7,,
0,-0.3,22
1,0.4,23
2,-0.9,24
3,0.3,25
4,0.4,26
5,1.3,27
6,-0.2,28
7,-0.6,29
8,-0.1,30
9,-0.3,31
10,,
0,0.0,25
1,0.0,26
2,0.6,27
3,-0.2,28
4,,
5,-0.3,30
6,-0.3,31
7,,
0,-0.2,26
1,0.1,27
2,,
0,-0.1,24
1,,
2,0.0,26
3,,
0,0.3,23
1,0.3,24
2,3.2,25
3,3.9,26
4,1.5,27
5,,
6,0.4,29
7,0.6,30
8,1.6,31
9,-0.7,32
10,-0.1,33
11,-0.4,33
12,0.0,33
13,-0.3,34
14,,
0,0.0,26
1,,
2,-0.4,28
3,1.1,29
4,-0.3,30
5,-0.3,31
6,-0.1,31
7,,
0,0.0,25
1,,
2,0.2,27
3,2.0,28
4,,
0,0.8,23
1,-1.0,24
2,0.1,25
3,-0.6,26
4,0.8,27
5,2.6,28
6,1.0,29
7,,
0,-0.2,23
1,-0.3,24
2,1.4,25
3,0.4,26
4,-0.7,27
5,-0.3,28
6,-1.0,29
7,,
0,-0.1,24
1,-0.3,25
2,-0.1,26
3,-0.6,27
4,-0.7,28
5,-0.4,29
6,1.7,30
7,0.4,31
8,,
0,-0.1,25
1,0.1,26
2,,
0,-0.2,25
1,2.4,26
2,0.6,27
3,1.0,28
4,0.6,29
5,,
0,0.5,23
1,-0.6,24
2,-0.8,25
3,1.1,26
4,2.3,27
5,1.0,28
6,2.0,29
7,1.8,29
8,0.3,30
9,2.6,31
10,2.7,32
11,-0.7,33
12,3.1,34
13,,
0,-0.2,25
1,-0.5,26
2,0.0,27
3,,
0,-0.1,20
1,-0.1,21
2,-0.1,22
3,-1.4,23
4,0.7,23
5,3.0,24
6,2.9,25
7,2.4,26
8,1.5,27
9,3.4,28
10,0.3,28
11,1.1,29
12,1.5,30
13,1.2,31
14,1.9,32
15,-0.5,33
16,-1.3,34
17,-0.8,35
18,0.3,35
19,,
20,-0.2,37
21,,
0,0.9,22
1,3.2,23
2,3.4,24
3,2.7,25
4,1.4,25
5,-0.2,26
6,2.2,27
7,1.8,28
8,-0.8,29
9,0.0,29
10,-0.5,30
11,,
12,0.7,32
13,-0.6,33
14,,
0,0.5,25
1,0.0,26
2,,
0,-0.3,24
1,0.1,25
2,,
0,-0.1,20
1,,
2,-0.1,22
3,0.6,23
4,0.2,24
5,0.5,25
6,,
0,0.8,23
1,0.6,24
2,0.0,25
3,0.8,26
4,,
0,1.7,24
1,3.5,25
2,0.8,26
3,0.0,27
4,0.0,28
5,,
0,0.9,22
1,3.2,23
2,3.4,24
3,2.7,25
4,1.4,25
5,-0.2,26
6,2.2,27
7,1.8,28
8,-0.8,29
9,0.0,29
10,-0.5,30
11,,
12,0.7,32
13,-0.6,33
14,,
0,0.4,23
1,-0.1,24
2,-0.2,24
3,2.2,25
4,-0.5,26
5,0.6,27
6,-0.2,28
7,-0.3,29
8,0.2,30
9,-0.1,30
10,,
0,1.3,23
1,3.2,24
2,0.4,25
3,-0.3,26
4,-0.5,27
5,-0.7,27
6,1.0,28
7,1.0,29
8,2.6,30
9,-0.1,31
10,0.6,32
11,0.8,33
12,0.1,34
13,1.3,35
14,-0.8,36
15,,
0,-1.1,20
1,2.0,21
2,1.4,22
3,3.2,23
4,0.6,24
5,1.0,25
6,-0.3,26
7,-1.2,27
8,,
9,-0.1,30
10,-0.3,30
11,,
0,0.1,25
1,-0.1,26
2,-0.2,27
3,4.0,28
4,4.1,29
5,1.9,30
6,4.5,31
7,1.7,32
8,-0.4,33
9,2.3,33
10,1.6,34
11,1.3,35
12,-1.6,36
13,,
14,-0.4,38
15,,
0,0.6,23
1,4.3,24
2,3.1,25
3,-0.9,26
4,0.1,27
5,0.0,28
6,2.9,29
7,1.1,30
8,-0.9,30
9,1.6,31
10,-0.3,32
11,,
0,0.1,22
1,0.0,23
2,-0.5,24
3,0.5,25
4,-0.1,26
5,0.9,26
6,1.6,27
7,1.4,28
8,0.4,28
9,0.1,29
10,0.4,29
11,3.3,30
12,-0.4,31
13,,
0,0.4,18
1,-0.1,19
2,3.8,20
3,1.0,21
4,1.0,22
5,-1.2,23
6,-0.7,24
7,0.1,25
8,,
0,2.3,21
1,1.6,22
2,-0.2,23
3,1.8,23
4,-0.4,24
5,-0.6,25
6,,
7,0.2,29
8,0.0,30
9,0.6,31
10,-0.8,32
11,-0.4,32
12,1.4,32
13,-1.0,33
14,-0.2,34
15,,
0,-0.2,23
1,0.5,24
2,0.1,25
3,0.5,26
4,0.2,27
5,1.5,28
6,0.9,29
7,-0.4,30
8,0.4,31
9,1.0,32
10,1.4,33
11,0.1,34
12,0.3,35
13,,
0,-0.1,23
1,-0.3,23
2,-0.1,24
3,,
0,0.5,26
1,-0.3,27
2,-0.5,27
3,-0.2,27
4,,
0,1.8,27
1,-0.1,28
2,0.1,29
3,,
0,-0.3,24
1,0.1,25
2,-0.4,26
3,-0.5,26
4,-0.3,27
5,-0.8,28
6,-0.3,28
7,0.3,29
8,1.3,30
9,1.3,31
10,-0.1,32
11,-0.1,32
12,-0.2,33
13,1.1,34
14,1.9,34
15,0.7,35
16,,
0,1.2,22
1,1.8,23
2,1.3,24
3,-0.7,25
4,0.6,26
5,0.3,27
6,1.0,28
7,2.3,29
8,1.5,30
9,2.2,31
10,,
0,0.1,25
1,,
0,1.1,24
1,0.8,25
2,-0.2,26
3,0.0,27
4,,
5,-0.4,29
6,,
0,1.0,22
1,2.5,23
2,-0.3,24
3,0.0,25
4,0.8,26
5,,
0,0.8,23
1,-1.8,24
2,0.5,25
3,0.8,26
4,-0.2,27
5,-0.1,28
6,0.7,29
7,0.3,30
8,-0.6,31
9,0.0,31
10,-0.1,32
11,,
0,0.6,21
1,,
0,0.2,24
1,,
0,-0.1,22
1,0.0,23
2,1.0,24
3,2.9,25
4,1.8,26
5,0.0,27
6,1.2,28
7,0.3,28
8,-0.4,29
9,,
0,-0.2,21
1,,
2,0.2,23
3,,
4,0.1,27
5,0.7,27
6,-0.2,28
7,0.6,28
8,0.2,28
9,0.0,29
10,,
0,0.1,21
1,2.6,22
2,4.2,23
3,1.9,24
4,5.8,25
5,0.2,26
6,0.4,27
7,0.0,28
8,0.3,28
9,2.6,29
10,1.9,30
11,-0.6,31
12,-0.2,31
13,,
0,-0.1,26
1,0.0,27
2,1.1,27
3,,
0,0.1,25
1,,
0,0.5,22
1,0.9,23
2,,
0,0.2,25
1,0.3,26
2,-0.3,27
3,,
0,-0.2,35
1,,
0,2.4,23
1,3.6,24
2,2.7,25
3,3.7,26
4,0.3,27
5,,
6,0.2,29
7,0.7,30
8,-0.1,30
9,1.0,31
10,0.7,31
11,0.5,32
12,1.2,33
13,1.1,34
14,-0.2,34
15,0.4,35
16,,
0,-0.2,23
1,0.8,24
2,0.4,25
3,0.9,26
4,2.1,27
5,-0.2,28
6,2.4,29
7,-0.2,30
8,,
9,2.2,32
10,1.1,33
11,1.2,34
12,2.8,35
13,1.8,36
14,1.9,37
15,-0.4,38
16,1.4,38
17,0.6,39
18,-0.6,39
19,,
0,0.1,24
1,-0.1,25
2,0.1,26
3,-0.3,27
4,0.2,28
5,1.5,29
6,0.9,30
7,1.8,31
8,0.7,32
9,0.3,32
10,0.9,33
11,-0.4,34
12,,
13,1.0,37
14,0.1,38
15,,
0,0.9,26
1,-0.3,27
2,-0.3,28
3,0.7,29
4,-0.4,29
5,,
0,0.1,24
1,,
2,-0.2,27
3,,
0,0.0,23
1,3.8,24
2,1.3,25
3,3.6,26
4,-0.2,27
5,0.5,27
6,2.6,28
7,0.0,29
8,0.1,30
9,-0.2,31
10,0.1,31
11,-1.9,32
12,,
13,0.4,34
14,0.9,34
15,1.9,35
16,-0.2,36
17,,
0,0.0,27
1,0.0,27
2,,
0,0.4,24
1,-0.5,25
2,2.5,26
3,1.0,27
4,1.1,28
5,0.3,29
6,-2.0,30
7,,
0,-0.2,25
1,,
2,-0.1,28
3,,
0,0.5,23
1,0.1,24
2,1.3,25
3,1.8,26
4,,
0,1.3,24
1,-0.2,25
2,,
3,0.1,27
4,1.7,28
5,3.9,29
6,2.1,30
7,3.3,31
8,2.9,32
9,3.3,33
10,3.0,34
11,,
12,-0.1,36
13,1.8,37
14,3.2,38
15,-0.3,39
16,0.0,40
17,0.1,41
18,0.4,41
19,,
0,-0.3,26
1,,
2,-0.2,29
3,,
4,0.5,31
5,,
6,1.7,33
7,0.0,34
8,-0.3,35
9,,
0,-0.2,24
1,,
0,1.3,22
1,2.0,23
2,0.5,24
3,0.1,25
4,0.1,26
5,,
0,-0.2,24
1,0.6,25
2,1.4,26
3,4.7,27
4,0.5,28
5,0.0,29
6,-0.1,29
7,1.6,30
8,0.5,31
9,0.8,31
10,-0.4,32
11,-0.8,33
12,-0.2,33
13,,
0,0.6,25
1,-1.4,26
2,0.9,27
3,1.3,28
4,0.0,29
5,0.3,30
6,0.9,31
7,-0.3,31
8,0.2,32
9,-0.3,32
10,0.4,33
11,,
0,-0.3,25
1,0.8,26
2,-1.1,27
3,0.4,27
4,1.3,28
5,2.4,29
6,1.4,30
7,-0.5,31
8,,
0,0.1,24
1,,
0,0.0,25
1,,
0,0.3,29
1,0.6,30
2,1.1,31
3,-0.2,32
4,-0.3,33
5,1.4,34
6,1.1,35
7,0.6,36
8,0.3,37
9,-0.1,38
10,0.0,39
11,-0.2,40
12,-0.4,40
13,,
0,0.0,21
1,1.5,22
2,4.7,23
3,3.0,24
4,1.5,25
5,0.1,26
6,-1.9,27
7,0.1,28
8,0.9,28
9,-0.5,29
10,2.5,30
11,2.6,31
12,-1.2,32
13,,
0,3.2,21
1,0.2,22
2,0.1,23
3,-0.1,24
4,0.8,25
5,,
0,0.9,25
1,2.3,26
2,,
0,0.1,26
1,1.6,27
2,2.3,28
3,-1.2,29
4,-0.5,30
5,0.3,30
6,0.2,31
7,0.0,31
8,0.8,32
9,0.9,33
10,-0.3,34
11,0.4,35
12,-0.4,35
13,,
0,1.1,27
1,0.6,28
2,0.7,29
3,,
0,-0.1,26
1,,
0,-0.1,22
1,0.6,23
2,1.4,24
3,1.8,25
4,1.0,26
5,1.5,27
6,0.3,28
7,-0.4,29
8,0.0,30
9,0.8,31
10,1.2,32
11,-0.8,33
12,-0.7,34
13,-0.2,34
14,0.8,35
15,0.0,36
16,,
0,1.1,22
1,6.4,23
2,5.1,24
3,5.2,25
4,2.0,26
5,-0.3,27
6,0.8,28
7,0.7,29
8,0.0,30
9,-0.6,31
10,,
0,-0.3,24
1,0.0,25
2,-0.7,26
3,,
0,-0.2,23
1,0.1,24
2,0.9,25
3,0.6,26
4,,
0,1.0,23
1,1.3,24
2,2.1,25
3,4.3,26
4,4.6,27
5,6.3,28
6,3.5,29
7,1.9,30
8,1.7,31
9,-1.9,32
10,,
11,2.7,34
12,1.3,35
13,-0.4,35
14,5.8,36
15,2.9,37
16,1.0,38
17,,
0,0.8,23
1,0.3,24
2,,
3,-0.9,26
4,,
0,0.5,22
1,2.7,23
2,3.4,24
3,0.1,25
4,0.7,26
5,0.3,27
6,-0.4,28
7,-0.5,29
8,,
0,-0.1,23
1,-0.3,24
2,1.3,25
3,2.4,26
4,1.4,27
5,0.6,28
6,-0.6,29
7,,
8,-0.3,32
9,,
0,-0.2,25
1,4.8,26
2,,
0,-0.4,22
1,-0.2,23
2,,
3,0.8,25
4,0.8,26
5,0.3,27
6,,
7,-0.2,29
8,-0.1,29
9,0.5,30
10,,
11,0.3,32
12,,
0,0.0,25
1,,
0,1.4,22
1,0.8,23
2,2.4,24
3,3.6,25
4,5.2,26
5,1.3,27
6,6.6,28
7,3.7,29
8,0.3,29
9,5.5,30
10,2.0,31
11,1.3,32
12,0.0,33
13,,
0,0.2,24
1,,
0,-0.5,20
1,1.6,21
2,1.4,22
3,2.0,23
4,1.6,24
5,4.6,25
6,3.7,26
7,3.9,27
