,WAR Delta,Age,Previous War
6914,-2.4000000000000004,30.0,4.4
6915,1.7,31.0,-1.0
6916,-0.6,32.0,0.7
6917,-1.2000000000000002,33.0,0.1
6918,-1.4,34.0,0.6
6919,0.6000000000000001,35.0,-0.8
6920,-0.6000000000000001,26.0,0.2
6921,-2.5,24.0,1.2
6922,1.1,25.0,-1.3
6923,0.30000000000000004,26.0,-0.4
6924,3.5,27.0,0.4
6925,-3.2,28.0,3.9
6926,0.7,29.0,0.7
6927,-0.19999999999999996,30.0,1.4
6928,0.30000000000000004,20.0,-0.2
6929,-0.5,24.0,0.4
6930,2.3000000000000003,25.0,-0.1
6931,-1.9000000000000001,26.0,2.2
6932,0.4,27.0,0.1
6933,0.8,28.0,0.5
6934,1.0999999999999999,29.0,1.3
6935,-1.9,30.0,2.4
6936,-0.10000000000000003,31.0,-0.3
6937,0.9,23.0,-1.0
6938,-0.19999999999999998,24.0,-0.1
6939,0.6,25.0,-0.3
6940,-0.4,26.0,0.3
6941,-0.1,24.0,0.0
6942,0.0,25.0,-0.1
6943,-0.49999999999999994,26.0,0.7
6944,-2.2,29.0,2.2
6945,-1.5,30.0,0.5
6946,1.0,31.0,-1.0
6947,1.5,23.0,-0.4
6948,0.09999999999999987,24.0,1.1
6949,3.0999999999999996,25.0,1.2
6950,-1.4,26.0,4.3
6951,1.3000000000000003,27.0,2.9
6952,-0.7000000000000002,28.0,4.2
6953,1.2000000000000002,29.0,3.5
6954,-5.800000000000001,30.0,4.7
6955,2.3,31.0,-1.1
6956,0.10000000000000009,32.0,1.2
6957,3.4,33.0,0.0
6958,-3.0,34.0,3.4
6959,-0.2,35.0,0.4
6960,0.30000000000000004,26.0,-0.1
6961,1.7999999999999998,30.0,0.5
6962,-1.9,31.0,2.3
6963,-0.8,32.0,0.4
6964,-0.09999999999999998,33.0,-0.4
6965,-0.5,34.0,0.6
6966,-0.9,35.0,0.1
6967,1.1,24.0,-0.1
6968,-1.3,25.0,1.0
6969,1.4000000000000001,26.0,-0.3
6970,-1.4000000000000001,27.0,1.1
6971,1.2,28.0,-0.3
6972,-1.4,29.0,0.9
6973,3.5,30.0,-0.5
6974,-1.0,31.0,3.0
6975,-1.7,32.0,2.0
6976,-0.6000000000000001,25.0,0.2
6977,0.4,26.0,-0.2
6978,0.0,27.0,0.2
6979,0.3,28.0,0.2
6980,3.5999999999999996,29.0,0.5
6981,-0.2999999999999998,30.0,4.1
6982,1.2000000000000002,31.0,3.8
6983,0.5999999999999996,32.0,5.0
6984,-0.6999999999999993,33.0,5.6
6985,-0.8000000000000007,34.0,4.9
6986,1.4,20.0,-0.6
6987,3.2,21.0,0.8
6988,-2.4,22.0,4.0
6989,3.9,23.0,1.6
6990,-3.1,24.0,5.5
6991,0.3999999999999999,25.0,2.4
6992,0.30000000000000027,26.0,2.8
6993,1.1,27.0,3.1
6994,-2.5,28.0,4.2
6995,3.8,29.0,1.7
6996,3.3,30.0,0.5
6997,-4.7,31.0,3.8
6998,-0.30000000000000004,24.0,-0.1
6999,0.8,25.0,-0.4
7000,-1.5,26.0,0.4
7001,1.0,27.0,-1.1
7002,0.3,20.0,-0.3
7003,-0.6,21.0,0.0
7004,-0.9,22.0,-0.6
7005,2.0,23.0,-1.5
7006,-0.9,24.0,0.5
7007,0.5,25.0,-0.4
7008,-0.2,26.0,0.1
7009,-1.7999999999999998,27.0,1.2
7010,-1.2000000000000002,28.0,0.4
7011,-1.1,29.0,1.0
7012,-0.30000000000000004,30.0,-0.1
7013,2.9,31.0,0.5
7014,-2.0999999999999996,32.0,3.4
7015,-0.9,33.0,1.3
7016,-1.2000000000000002,34.0,0.4
7017,-0.2,29.0,-0.3
7018,0.6,30.0,-0.5
7019,0.0,31.0,0.1
7020,-1.1,29.0,1.0
7021,-0.30000000000000004,30.0,-0.1
7022,2.9,31.0,0.5
7023,-2.0999999999999996,32.0,3.4
7024,-0.9,33.0,1.3
7025,-1.2000000000000002,34.0,0.4
7026,0.0,25.0,0.0
7027,0.2,26.0,0.0
7028,0.10000000000000003,27.0,0.3
7029,1.2000000000000002,28.0,0.4
7030,-2.5,29.0,1.6
7031,2.4,30.0,-0.6
7032,0.09999999999999987,31.0,1.8
7033,-0.7999999999999998,32.0,1.9
7034,0.09999999999999987,33.0,1.1
7035,-0.7999999999999999,34.0,1.2
7036,-0.30000000000000004,35.0,0.4
7037,-0.5,36.0,0.1
7038,0.9,37.0,-0.4
7039,-0.6,38.0,0.5
7040,-0.39999999999999997,28.0,0.6
7041,-0.6000000000000001,29.0,0.2
7042,-0.9,30.0,-0.4
7043,1.8,31.0,-1.3
7044,-0.8,32.0,0.5
7045,-0.3,33.0,-0.3
7046,1.6,34.0,-0.6
7047,-1.4,35.0,1.0
7048,0.30000000000000004,36.0,-0.4
7049,0.0,26.0,0.7
7050,-0.39999999999999997,27.0,0.7
7051,-0.4,28.0,0.3
7052,0.4,25.0,-0.4
7053,-0.1,26.0,0.0
7054,0.1,25.0,0.1
7055,-0.2,26.0,0.2
7056,0.0,27.0,0.0
7057,-0.3,28.0,0.0
7058,0.3,29.0,-0.3
7059,0.9,26.0,-0.4
7060,0.8,27.0,0.5
7061,2.0999999999999996,28.0,1.3
7062,-2.3,29.0,3.4
7063,-0.9000000000000001,30.0,1.1
7064,0.49999999999999994,31.0,0.2
7065,0.7,32.0,0.7
7066,-0.1,33.0,0.1
7067,-0.2,25.0,0.2
7068,-0.6,26.0,0.0
7069,0.7,27.0,-0.6
7070,1.5,28.0,0.1
7071,-0.40000000000000013,29.0,1.6
7072,-1.4,30.0,1.2
7073,0.5,31.0,-0.2
7074,-0.19999999999999998,32.0,0.3
7075,-0.6,33.0,0.1
7076,0.5,34.0,0.1
7077,-0.6,35.0,0.6
7078,-0.2,36.0,0.0
7079,-0.7000000000000001,37.0,-0.1
7080,-0.19999999999999996,25.0,-0.4
7081,5.5,26.0,-0.6
7082,-5.1000000000000005,27.0,4.9
7083,2.5,28.0,-0.2
7084,1.3000000000000003,29.0,2.3
7085,-3.1,30.0,3.6
7086,3.3,31.0,0.5
7087,-0.5999999999999996,32.0,3.8
7088,4.3999999999999995,33.0,3.2
7089,-3.5,34.0,7.6
7090,-1.3999999999999995,35.0,4.1
7091,-1.5000000000000002,36.0,2.7
7092,0.30000000000000004,37.0,1.2
7093,-1.4,38.0,1.5
7094,-0.30000000000000004,24.0,0.9
7095,2.5,25.0,0.6
7096,1.4999999999999996,26.0,3.1
7097,-0.39999999999999947,27.0,4.6
7098,-1.6,28.0,4.2
7099,-0.10000000000000009,29.0,2.6
7100,1.4,30.0,2.5
7101,-1.1,31.0,3.9
7102,-2.1999999999999997,32.0,2.8
7103,1.9,33.0,0.6
7104,-2.0,34.0,2.5
7105,1.6,35.0,0.5
7106,-1.3,36.0,2.1
7107,0.0,37.0,1.4
7108,-2.8,38.0,1.4
7109,0.5,39.0,0.1
7110,-0.8999999999999999,40.0,0.6
7111,-0.6000000000000001,41.0,0.9
7112,-0.6000000000000001,26.0,0.4
7113,-0.09999999999999998,27.0,-0.2
7114,-0.5,31.0,0.0
7115,0.4,32.0,-0.5
7116,-0.30000000000000004,33.0,-0.1
7117,-0.3,34.0,0.0
7118,0.19999999999999998,35.0,-0.3
7119,0.0,24.0,0.1
7120,-0.6,25.0,0.1
7121,4.8,26.0,-0.5
7122,-2.5999999999999996,27.0,4.3
7123,0.7999999999999998,30.0,2.1
7124,-3.5999999999999996,31.0,2.9
7125,2.9000000000000004,32.0,-0.2
7126,-1.8000000000000003,33.0,2.7
7127,-0.9,34.0,0.9
7128,0.8,35.0,0.0
7129,-1.4,36.0,0.8
7130,6.6,25.0,0.0
7131,1.0,26.0,6.6
7132,-0.39999999999999947,27.0,7.6
7133,-3.1000000000000005,28.0,7.2
7134,1.4000000000000004,29.0,4.1
7135,-0.5,30.0,5.5
7136,1.0,31.0,5.0
7137,-0.40000000000000036,32.0,6.0
7138,-2.1999999999999997,33.0,5.6
7139,-1.5,34.0,3.4
7140,0.20000000000000018,35.0,1.9
7141,-0.10000000000000009,36.0,1.8
7142,-0.40000000000000013,37.0,1.8
7143,2.2,38.0,1.4
7144,-2.8,39.0,3.6
7145,1.0999999999999999,40.0,0.8
7146,-1.2,24.0,0.6
7147,1.6,25.0,-0.6
7148,-0.19999999999999996,26.0,1.0
7149,-0.2,24.0,0.2
7150,-0.2,25.0,0.2
7151,-0.2,28.0,0.1
7152,-0.1,29.0,-0.1
7153,0.0,30.0,-0.2
7154,0.30000000000000004,31.0,-0.2
7155,0.2,32.0,-0.2
7156,2.2,26.0,-0.1
7157,-1.7000000000000002,27.0,2.1
7158,1.5,28.0,0.4
7159,-1.9,29.0,1.9
7160,0.4,24.0,-0.5
7161,-2.0,25.0,-0.1
7162,1.5,26.0,-2.1
7163,0.09999999999999998,27.0,-0.6
7164,-1.3,28.0,0.9
7165,-1.8000000000000003,22.0,2.2
7166,0.9999999999999999,23.0,0.4
7167,2.6,24.0,1.4
7168,3.2,25.0,4.0
7169,-0.5,27.0,0.1
7170,0.4,24.0,-0.3
7171,0.1,32.0,-0.2
7172,0.6,33.0,-0.1
7173,-1.1,34.0,0.5
7174,0.19999999999999996,35.0,-0.6
7175,0.5,36.0,-0.4
7176,0.19999999999999998,37.0,0.1
7177,-0.3,38.0,0.3
7178,-0.8,25.0,-0.3
7179,0.9000000000000001,26.0,-1.1
7180,0.2,27.0,-0.2
7181,0.1,30.0,-0.2
7182,-0.1,31.0,-0.1
7183,0.0,32.0,-0.2
7184,0.1,23.0,0.0
7185,-0.1,24.0,0.1
7186,-0.1,25.0,0.0
7187,0.0,26.0,-0.1
7188,0.0,27.0,-0.1
7189,0.1,28.0,-0.1
7190,0.0,29.0,0.0
7191,-0.2,30.0,0.0
7192,0.0,31.0,-0.2
7193,0.0,32.0,-0.2
7194,0.30000000000000004,33.0,-0.2
7195,-0.1,34.0,0.1
7196,0.0,22.0,0.1
7197,1.2,23.0,0.1
7198,0.9999999999999998,24.0,1.3
7199,-2.5,25.0,2.3
7200,1.4,26.0,-0.2
7201,-1.3,27.0,1.2
7202,0.2,30.0,-0.5
7203,1.2999999999999998,31.0,0.1
7204,-1.4,32.0,1.4
7205,0.3,33.0,0.0
7206,-0.8,25.0,-0.3
7207,1.1,26.0,-1.1
7208,-0.4,27.0,0.0
7209,0.4,28.0,-0.4
7210,-1.5,31.0,1.6
7211,-0.7,32.0,0.1
7212,0.6,33.0,-0.6
7213,0.0,25.0,0.0
7214,0.1,26.0,0.0
7215,-0.1,27.0,0.1
7216,0.7,31.0,-0.3
7217,-0.2,32.0,0.4
7218,-0.1,33.0,0.2
7219,-0.1,34.0,0.1
7220,0.0,35.0,0.0
7221,0.0,36.0,0.0
7222,0.6,26.0,-0.1
7223,-1.3,27.0,0.5
7224,0.4,28.0,-0.8
7225,0.9,29.0,-0.4
7226,-1.7,30.0,0.5
7227,0.7999999999999999,31.0,-1.2
7228,3.5,24.0,0.0
7229,3.5999999999999996,25.0,3.5
7230,-1.5999999999999996,26.0,7.1
7231,-0.5999999999999996,27.0,5.5
7232,-2.6000000000000005,28.0,4.9
7233,0.10000000000000009,29.0,2.3
7234,2.0,25.0,-0.2
7235,0.40000000000000013,26.0,1.8
7236,-0.8000000000000003,27.0,2.2
7237,0.8999999999999999,28.0,1.4
7238,-2.6999999999999997,29.0,2.3
7239,0.09999999999999998,25.0,-0.6
7240,0.0,25.0,0.3
7241,2.5,26.0,0.3
7242,-0.9999999999999998,27.0,2.8
7243,-1.3,28.0,1.8
7244,1.7000000000000002,29.0,-0.8
7245,-0.8,30.0,0.9
7246,0.30000000000000004,27.0,0.1
7247,1.2999999999999998,28.0,0.4
7248,1.0999999999999999,29.0,1.7
7249,-0.19999999999999973,30.0,2.8
7250,-1.5,31.0,2.6
7251,1.6999999999999997,32.0,1.1
7252,-1.6999999999999997,33.0,2.8
7253,-0.7000000000000001,34.0,1.1
7254,0.9,35.0,0.4
7255,-0.8,36.0,1.3
7256,-1.2,37.0,0.5
7257,-0.1,23.0,-0.1
7258,0.1,24.0,-0.2
7259,-0.1,25.0,-0.1
7260,-0.2,26.0,-0.2
7261,0.7,27.0,-0.4
7262,-0.7,28.0,0.3
7263,0.4,29.0,-0.4
7264,0.0,30.0,0.0
7265,-0.1,31.0,0.0
7266,0.0,32.0,-0.1
7267,0.2,33.0,-0.1
7268,-0.1,34.0,0.1
7269,-0.1,35.0,0.0
7270,0.4,36.0,-0.1
7271,-0.4,37.0,0.3
7272,4.0,25.0,-0.9
7273,0.5,25.0,0.1
7274,4.6000000000000005,26.0,0.6
7275,-1.6,27.0,5.2
7276,-0.7000000000000002,28.0,3.6
7277,-0.7999999999999998,29.0,2.9
7278,-2.5,30.0,2.1
7279,-1.0,25.0,1.0
7280,0.6,26.0,0.0
7281,0.6,27.0,0.6
7282,-1.3,28.0,1.2
7283,0.30000000000000004,25.0,-0.1
7284,-0.5,26.0,0.2
7285,2.4,27.0,-0.3
7286,-2.1,28.0,2.1
7287,-0.5,29.0,0.0
7288,0.5,30.0,-0.5
7289,-1.0999999999999999,24.0,1.4
7290,-1.6,25.0,0.3
7291,2.8,26.0,-1.3
7292,0.19999999999999996,27.0,1.5
7293,-0.7999999999999999,28.0,1.7
7294,0.29999999999999993,29.0,0.9
7295,-0.6,30.0,1.2
7296,0.0,34.0,0.0
7297,-0.4,35.0,0.0
7298,0.5,36.0,-0.4
7299,0.19999999999999998,37.0,0.1
7300,-0.4,24.0,0.1
7301,-0.3,25.0,-0.3
7302,0.09999999999999998,26.0,-0.6
7303,0.0,27.0,-0.5
7304,3.3,28.0,-0.5
7305,-1.4,29.0,2.8
7306,4.199999999999999,30.0,1.4
7307,-7.1,31.0,5.6
7308,0.9,32.0,-1.5
7309,1.1,33.0,-0.6
7310,-0.9,34.0,0.5
7311,3.2,24.0,0.0
7312,-2.7,25.0,3.2
7313,2.1,26.0,0.5
7314,0.8999999999999999,27.0,2.6
7315,-4.0,28.0,3.5
7316,-0.4,29.0,-0.5
7317,0.3999999999999999,26.0,1.3
7318,-1.1,27.0,1.7
7319,1.9,28.0,0.6
7320,0.20000000000000018,29.0,2.5
7321,0.19999999999999973,30.0,2.7
7322,-3.1999999999999997,31.0,2.9
7323,-0.30000000000000004,27.0,0.1
7324,0.0,28.0,-0.2
7325,0.0,24.0,0.0
7326,0.1,25.0,0.0
7327,0.0,26.0,0.1
7328,0.19999999999999998,27.0,0.1
7329,-0.3,28.0,0.3
7330,-0.1,29.0,0.0
7331,0.7,30.0,-0.1
7332,-0.7,31.0,0.6
7333,0.1,32.0,-0.1
7334,0.0,25.0,0.2
7335,1.1,26.0,0.2
7336,-0.6000000000000001,27.0,1.3
7337,0.7,28.0,0.0
7338,-0.8999999999999999,29.0,0.7
7339,0.0,23.0,0.0
7340,-0.3,24.0,0.0
7341,0.3,25.0,-0.3
7342,0.0,26.0,0.0
7343,0.1,27.0,0.0
7344,-0.2,28.0,0.1
7345,0.4,29.0,-0.1
7346,0.0,30.0,0.3
7347,-0.19999999999999998,31.0,0.3
7348,0.0,32.0,0.1
7349,-0.30000000000000004,33.0,0.1
7350,0.2,34.0,-0.2
7351,0.6,25.0,-0.1
7352,3.5,26.0,0.5
7353,-0.8999999999999999,27.0,4.0
7354,0.10000000000000009,28.0,3.1
7355,-1.2000000000000002,29.0,3.2
7356,-1.3,30.0,2.0
7357,1.7,31.0,0.7
7358,3.0999999999999996,23.0,-0.7
7359,0.20000000000000018,24.0,2.4
7360,-1.3,25.0,2.6
7361,0.30000000000000004,26.0,1.3
7362,1.6,27.0,1.6
7363,2.0,28.0,3.2
7364,1.5,32.0,0.6
7365,-0.9000000000000001,33.0,2.1
7366,0.0,34.0,1.2
7367,0.3,35.0,-0.5
7368,-0.3,25.0,0.0
7369,0.09999999999999998,26.0,-0.3
7370,0.09999999999999998,29.0,-0.6
7371,1.2,30.0,-0.5
7372,-1.2,31.0,0.7
7373,0.0,32.0,-0.5
7374,0.3,33.0,-0.5
7375,-0.39999999999999997,34.0,-0.2
7376,0.5,35.0,-0.6
7377,-0.30000000000000004,25.0,0.1
7378,-0.30000000000000004,28.0,-0.1
7379,0.5,29.0,-0.4
7380,0.4,30.0,-0.1
7381,-0.3,31.0,0.3
7382,2.0,24.0,5.3
7383,-1.7000000000000002,25.0,7.3
7384,-3.6999999999999997,26.0,5.6
7385,1.8000000000000003,27.0,1.9
7386,-2.6,29.0,2.1
7387,0.4,32.0,-0.3
7388,0.0,33.0,0.1
7389,-0.1,25.0,0.2
7390,1.9,26.0,0.1
7391,-2.4,27.0,2.0
7392,0.7,28.0,-0.4
7393,-0.8999999999999999,29.0,0.3
7394,-0.6,30.0,-0.1
7395,0.29999999999999993,31.0,-0.7
7396,0.6000000000000001,32.0,-0.4
7397,3.4,24.0,0.4
7398,-0.3999999999999999,25.0,3.8
7399,-1.1999999999999997,26.0,3.4
7400,-0.7000000000000002,27.0,2.2
7401,-1.6,28.0,1.5
7402,-0.8,29.0,0.4
7403,2.3000000000000003,30.0,0.3
7404,-2.2,31.0,2.6
7405,-0.10000000000000003,32.0,0.4
7406,2.3000000000000003,33.0,0.3
7407,-0.5,34.0,2.6
7408,-1.8,35.0,2.1
7409,-0.7,23.0,0.9
7410,1.2,24.0,0.2
7411,-1.4,25.0,1.4
7412,0.7,26.0,0.0
7413,-0.7999999999999999,27.0,0.7
7414,0.0,28.0,0.6
7415,-0.2,22.0,0.1
7416,0.30000000000000004,23.0,-0.1
7417,-0.2,24.0,0.2
7418,0.0,25.0,0.0
7419,0.0,26.0,0.0
7420,0.0,27.0,0.0
7421,0.30000000000000004,27.0,-0.1
7422,0.2,28.0,0.2
7423,0.0,24.0,0.0
7424,0.0,25.0,0.0
7425,0.0,26.0,0.0
7426,0.0,27.0,0.0
7427,0.0,28.0,0.0
7428,0.0,29.0,0.0
7429,0.0,30.0,0.0
7430,0.0,31.0,0.0
7431,0.0,32.0,0.0
7432,0.0,33.0,0.0
7433,0.0,34.0,0.0
7434,0.0,35.0,0.0
7435,0.0,38.0,0.0
7436,0.0,28.0,-0.2
7437,0.2,29.0,-0.2
7438,-0.7999999999999999,25.0,-0.4
7439,-1.4000000000000001,23.0,1.3
7440,0.30000000000000004,24.0,-0.1
7441,1.6,25.0,0.2
7442,0.30000000000000004,26.0,1.8
7443,1.9,24.0,0.9
7444,1.1,25.0,2.8
7445,2.4,26.0,3.9
7446,-0.8999999999999995,27.0,6.3
7447,1.2999999999999998,28.0,5.4
7448,-3.2,29.0,6.7
7449,-3.2,30.0,3.5
7450,2.5,31.0,0.3
7451,1.6,22.0,-0.8
7452,0.0,23.0,-0.1
7453,-0.2,24.0,0.0
7454,0.4,25.0,-0.2
7455,1.8,24.0,0.2
7456,4.5,25.0,2.0
7457,-1.7000000000000002,26.0,6.5
7458,0.5,27.0,4.8
7459,0.7000000000000002,28.0,5.3
7460,-2.8,29.0,6.0
7461,2.8,30.0,3.2
7462,-3.8,31.0,6.0
7463,4.7,32.0,2.2
7464,-3.4000000000000004,33.0,6.9
7465,-1.8,34.0,3.5
7466,4.1,35.0,-0.3
7467,-3.3,36.0,3.8
7468,-0.6,37.0,0.5
7469,0.1,24.0,0.0
7470,-0.30000000000000004,25.0,0.1
7471,-0.6,27.0,0.6
7472,-0.3,28.0,0.0
7473,-0.8,28.0,0.6
7474,0.0,29.0,-0.2
7475,0.0,27.0,0.0
7476,-0.2,24.0,0.0
7477,1.4,25.0,-0.2
7478,0.9000000000000001,26.0,1.2
7479,-1.9000000000000001,27.0,2.1
7480,0.5,28.0,-0.6
7481,-1.0,28.0,0.3
7482,0.29999999999999993,29.0,-0.7
7483,0.5,30.0,-0.4
7484,-0.5,31.0,0.1
7485,0.10000000000000003,32.0,-0.4
7486,3.6,23.0,-0.2
7487,0.0,24.0,3.4
7488,2.0000000000000004,25.0,3.4
7489,-1.0,26.0,5.4
7490,0.2999999999999998,27.0,4.4
7491,0.0,28.0,4.7
7492,-3.5,29.0,4.7
7493,8.600000000000001,30.0,1.2
7494,-4.1000000000000005,31.0,9.8
7495,-0.6000000000000005,32.0,5.7
7496,-3.4999999999999996,33.0,5.1
7497,6.199999999999999,34.0,1.6
7498,-1.7000000000000002,35.0,7.8
7499,-1.6999999999999993,36.0,6.1
7500,-2.6000000000000005,37.0,4.4
7501,1.5,38.0,0.9
7502,-0.1,28.0,0.1
7503,0.1,29.0,0.0
7504,-0.2,23.0,0.2
7505,0.7,24.0,0.0
7506,-0.7999999999999999,25.0,0.7
7507,0.1,26.0,-0.2
7508,-0.1,27.0,-0.1
7509,1.2,28.0,-0.2
7510,0.30000000000000004,29.0,1.0
7511,0.19999999999999996,30.0,1.3
7512,-1.4,31.0,1.5
7513,-0.4,32.0,0.1
7514,0.5,23.0,-0.5
7515,-0.5,24.0,0.0
7516,0.8,29.0,0.2
7517,-0.19999999999999996,30.0,1.0
7518,0.5,31.0,0.8
7519,-0.6000000000000001,32.0,1.3
7520,-1.2999999999999998,33.0,0.7
7521,-0.09999999999999998,34.0,-0.6
7522,-1.2999999999999998,24.0,0.7
7523,3.2,25.0,-0.1
7524,-1.8,26.0,3.1
7525,-2.2,27.0,1.3
7526,0.8,28.0,-0.9
7527,0.6,29.0,-0.1
7528,-0.7,30.0,0.5
7529,0.2,31.0,-0.2
7530,0.4,32.0,0.0
7531,-0.5,33.0,0.4
7532,-0.29999999999999993,34.0,-0.4
7533,-1.2,35.0,0.2
7534,-1.8,36.0,0.9
7535,1.8,37.0,-0.9
7536,-1.8,38.0,0.9
7537,-0.7,39.0,0.1
7538,0.8999999999999999,40.0,-0.6
7539,0.1,25.0,0.0
7540,0.4,26.0,0.1
7541,0.09999999999999998,27.0,0.5
7542,-0.5,28.0,0.6
7543,0.7000000000000001,29.0,0.1
7544,-0.7000000000000001,30.0,0.8
7545,0.19999999999999998,31.0,0.1
7546,0.39999999999999997,32.0,0.3
7547,0.5,33.0,0.7
7548,-1.0999999999999999,34.0,1.2
7549,-0.5,35.0,-0.3
7550,-0.2,24.0,0.1
7551,3.6,25.0,-0.1
7552,0.9000000000000004,26.0,3.5
7553,-3.5000000000000004,27.0,4.4
7554,0.20000000000000007,28.0,0.9
7555,-1.4000000000000001,29.0,1.1
7556,1.0999999999999999,30.0,0.3
7557,-0.5,31.0,0.3
7558,-0.1,25.0,0.0
7559,3.3,27.0,1.2
7560,-2.1,28.0,4.5
7561,-2.3,29.0,2.4
7562,0.1,30.0,0.1
7563,-0.7,24.0,-0.3
7564,-1.0,25.0,-1.0
7565,0.0,22.0,0.1
7566,0.1,23.0,0.1
7567,0.6000000000000001,24.0,0.2
7568,0.30000000000000004,25.0,0.1
7569,0.6,26.0,0.4
7570,-0.7,27.0,1.0
7571,-0.3,28.0,0.3
7572,0.8,29.0,0.0
7573,-0.10000000000000009,30.0,0.8
7574,-0.09999999999999998,31.0,0.7
7575,0.4,32.0,-0.2
7576,-0.1,33.0,0.2
7577,-0.2,34.0,0.0
7578,-0.2,35.0,0.1
7579,0.30000000000000004,36.0,-0.1
7580,-0.1,37.0,0.2
7581,0.20000000000000007,25.0,0.7
7582,-0.9,26.0,0.9
7583,1.3,27.0,0.0
7584,3.3,28.0,1.3
7585,-1.0999999999999996,29.0,4.6
7586,-1.7,30.0,3.5
7587,-2.3,31.0,1.8
7588,-0.8,32.0,0.6
7589,-1.7000000000000002,23.0,1.1
7590,0.3,24.0,-0.6
7591,0.0,25.0,-0.3
7592,1.7,26.0,-0.3
7593,-1.5,27.0,1.4
7594,0.5,28.0,-0.1
7595,2.9,29.0,0.4
7596,-3.5,30.0,3.3
7597,0.1,31.0,-0.2
7598,0.1,25.0,0.1
7599,0.2,26.0,0.2
7600,-0.7,27.0,0.4
7601,-0.2,28.0,-0.3
7602,0.6,29.0,-0.5
7603,-1.1,23.0,1.3
7604,0.9000000000000001,24.0,0.2
7605,0.3999999999999999,25.0,1.1
7606,0.3999999999999999,26.0,1.5
7607,-0.3999999999999999,27.0,1.9
7608,-0.19999999999999996,28.0,1.5
7609,-1.2,29.0,1.3
7610,-2.0,25.0,2.0
7611,1.7,26.0,0.0
7612,1.4000000000000001,27.0,1.7
7613,1.3000000000000003,28.0,3.1
7614,2.5999999999999996,29.0,4.4
7615,-4.0,30.0,7.0
7616,2.3,31.0,3.0
7617,1.4000000000000004,32.0,5.3
7618,-3.7,33.0,6.7
7619,0.0,24.0,-0.2
7620,0.30000000000000004,25.0,-0.2
7621,-0.30000000000000004,26.0,0.1
7622,0.6000000000000001,27.0,-0.2
7623,-0.6000000000000001,28.0,0.4
7624,0.2,29.0,-0.2
7625,-0.1,30.0,0.0
7626,0.0,23.0,0.1
7627,0.2,24.0,0.2
7628,0.29999999999999993,25.0,0.4
7629,-0.39999999999999997,26.0,0.7
7630,-0.4,27.0,0.3
7631,-0.19999999999999998,28.0,0.3
7632,0.0,29.0,0.1
7633,0.4,30.0,0.1
7634,0.8,31.0,0.5
7635,-1.1,32.0,1.3
7636,0.6,33.0,0.1
7637,-0.7,34.0,0.7
7638,-0.3,35.0,0.0
7639,1.9,25.0,-0.2
7640,1.3,25.0,-0.2
7641,-2.2,26.0,1.1
7642,1.0,27.0,-1.1
7643,3.9,28.0,-0.1
7644,-1.0,29.0,3.8
7645,-2.8,30.0,2.8
7646,1.4,31.0,0.0
7647,0.49999999999999994,32.0,0.2
7648,-1.1,33.0,0.1
7649,1.8,26.0,-0.3
7650,0.0,27.0,1.5
7651,-0.3999999999999999,28.0,1.5
7652,1.1999999999999997,29.0,1.1
7653,-1.1999999999999997,30.0,2.3
7654,1.7999999999999998,31.0,1.1
7655,-1.0999999999999999,32.0,2.9
7656,-1.7,33.0,1.8
7657,1.0,34.0,0.1
7658,-0.8,35.0,1.1
7659,-0.4,36.0,0.3
7660,-2.0,21.0,1.2
7661,0.7000000000000001,22.0,-0.8
7662,2.4,23.0,-0.1
7663,2.2,24.0,2.3
7664,-3.0,25.0,4.5
7665,0.5,26.0,1.5
7666,2.4000000000000004,27.0,2.0
7667,-0.5000000000000004,28.0,4.4
7668,-0.2999999999999998,29.0,3.9
7669,-1.3000000000000003,30.0,3.6
7670,-0.8999999999999999,31.0,2.3
7671,-2.0,32.0,1.6
7672,1.7999999999999998,33.0,-0.4
7673,-1.0999999999999999,34.0,1.4
7674,-0.2,25.0,0.0
7675,0.1,26.0,-0.2
7676,-2.9,29.0,2.3
7677,-0.3,24.0,0.3
7678,0.0,25.0,0.0
7679,3.6,23.0,0.0
7680,-1.0,24.0,3.6
7681,2.6999999999999997,25.0,2.6
7682,-3.6999999999999997,26.0,5.3
7683,-1.4000000000000001,27.0,1.6
7684,0.5,28.0,2.1
7685,-0.6000000000000001,29.0,2.6
7686,0.3999999999999999,30.0,2.0
7687,4.0,31.0,2.4
7688,-2.2,32.0,6.4
7689,3.7,33.0,4.2
7690,-4.6000000000000005,34.0,7.9
7691,-0.09999999999999964,35.0,3.3
7692,-1.7000000000000002,36.0,3.2
7693,1.1,37.0,1.5
7694,-1.6,38.0,2.6
7695,-0.8,39.0,1.0
7696,-0.8,40.0,0.2
7697,0.7,24.0,-0.3
7698,-0.9,24.0,0.4
7699,0.0,25.0,-0.5
7700,1.0,26.0,-0.5
7701,0.09999999999999998,26.0,-0.3
7702,0.09999999999999998,22.0,0.4
7703,-1.0,23.0,0.5
7704,4.5,24.0,-0.5
7705,-5.2,25.0,4.0
7706,2.9,26.0,-1.2
7707,-2.1,27.0,1.7
7708,-0.8999999999999999,27.0,0.3
7709,0.0,28.0,-0.6
7710,0.19999999999999996,29.0,-0.6
7711,-1.1,22.0,0.1
7712,1.0,23.0,-1.0
7713,-1.3,24.0,0.0
7714,1.6,25.0,-1.3
7715,-0.8999999999999999,26.0,0.3
