,WAR,Age,Previous War,2yr_war,ratio
2346,1.3,38.0,4.8,2.9,0.740909090909091
2347,3.6,39.0,1.3,4.8,0.740909090909091
2348,4.3,40.0,3.6,1.3,0.740909090909091
2349,2.7,41.0,4.3,3.6,0.740909090909091
2350,3.3000000000000003,42.0,2.7,4.3,0.740909090909091
2351,0.9,43.0,3.3000000000000003,2.7,0.740909090909091
2352,-0.5,44.0,0.9,3.3000000000000003,0.740909090909091
2353,3.7,26.0,-0.2,0.0,0.002793296089385475
2354,3.9,27.0,3.7,-0.2,0.002793296089385475
2355,1.2,28.0,3.9,3.7,0.002793296089385475
2356,1.5,29.0,1.2,3.9,0.002793296089385475
2357,1.5,30.0,1.5,1.2,0.002793296089385475
2358,0.0,31.0,1.5,1.5,0.002793296089385475
2359,1.2000000000000002,27.0,1.3000000000000005,0.4,0.10676691729323308
2360,0.9,28.0,1.2000000000000002,1.3000000000000005,0.10676691729323308
2361,1.2,29.0,0.9,1.2000000000000002,0.10676691729323308
2362,-0.2,30.0,1.2,0.9,0.10676691729323308
2363,0.4,31.0,-0.2,1.2,0.10676691729323308
2364,0.5,32.0,0.4,-0.2,0.10676691729323308
2365,1.3,33.0,0.5,0.4,0.10676691729323308
2366,0.8,34.0,1.3,0.5,0.10676691729323308
2367,2.0,35.0,0.8,1.3,0.10676691729323308
2368,1.0,36.0,2.0,0.8,0.10676691729323308
2369,-0.3,37.0,1.0,2.0,0.10676691729323308
2370,0.1,38.0,-0.3,1.0,0.10676691729323308
2371,0.4,39.0,0.1,-0.3,0.10676691729323308
2372,1.0,32.0,0.3,-0.2,0.7538461538461538
2373,-0.3,33.0,1.0,0.3,0.7538461538461538
2374,-0.4,34.0,-0.3,1.0,0.7538461538461538
2375,-0.4,35.0,-0.4,-0.3,0.7538461538461538
2376,0.5,36.0,-0.4,-0.4,0.7538461538461538
2377,0.0,37.0,0.5,-0.4,0.7538461538461538
2378,-0.3,25.0,0.3,-0.4,0.16030534351145034
2379,-0.7,26.0,-0.3,0.3,0.16030534351145034
2380,-0.09999999999999998,27.0,-0.7,-0.3,0.16030534351145034
2381,-0.1,28.0,-0.09999999999999998,-0.7,0.16030534351145034
2382,0.4,29.0,-0.1,-0.09999999999999998,0.16030534351145034
2383,-0.8,24.0,-1.0,0.3,0.7295918367346939
2384,0.4,25.0,-0.8,-1.0,0.7295918367346939
2385,4.5,26.0,0.4,-0.8,0.7295918367346939
2386,5.8,27.0,4.5,0.4,0.7295918367346939
2387,4.7,28.0,5.8,4.5,0.7295918367346939
2388,2.5,29.0,4.7,5.8,0.7295918367346939
2389,1.2,30.0,2.5,4.7,0.7295918367346939
2390,3.3,31.0,1.2,2.5,0.7295918367346939
2391,1.7000000000000002,32.0,3.3,1.2,0.7295918367346939
2392,0.8999999999999999,33.0,1.7000000000000002,3.3,0.7295918367346939
2393,-1.0,34.0,0.8999999999999999,1.7000000000000002,0.7295918367346939
2394,0.30000000000000004,22.0,0.30000000000000004,0.7000000000000001,0.05943536404160475
2395,-0.4,23.0,0.30000000000000004,0.30000000000000004,0.05943536404160475
2396,0.1,24.0,-0.4,0.30000000000000004,0.05943536404160475
2397,0.09999999999999998,25.0,0.1,-0.4,0.05943536404160475
2398,-0.7,26.0,0.09999999999999998,0.1,0.05943536404160475
2399,0.6,27.0,-0.7,0.09999999999999998,0.05943536404160475
2400,-0.5,28.0,0.6,-0.7,0.05943536404160475
2401,2.2,29.0,-0.5,0.6,0.05943536404160475
2402,0.3,30.0,2.2,-0.5,0.05943536404160475
2403,1.8,31.0,0.3,2.2,0.05943536404160475
2404,0.5,32.0,1.8,0.3,0.05943536404160475
2405,0.4,33.0,0.5,1.8,0.05943536404160475
2406,-0.1,34.0,0.4,0.5,0.05943536404160475
2407,0.0,28.0,0.4,-0.4,0.0
2408,-0.2,30.0,0.0,0.4,0.0
2409,2.6,24.0,0.6,-0.6,0.7525423728813561
2410,1.3,25.0,2.6,0.6,0.7525423728813561
2411,3.2,26.0,1.3,2.6,0.7525423728813561
2412,1.6,27.0,3.2,1.3,0.7525423728813561
2413,0.4,28.0,1.6,3.2,0.7525423728813561
2414,0.9,29.0,0.4,1.6,0.7525423728813561
2415,-1.5,30.0,0.9,0.4,0.7525423728813561
2416,1.7,31.0,-1.5,0.9,0.7525423728813561
2417,-1.2000000000000002,32.0,1.7,-1.5,0.7525423728813561
2418,-0.4,27.0,0.1,1.4,0.02395209580838324
2419,0.1,28.0,-0.4,0.1,0.02395209580838324
2420,3.5,26.0,0.7,-0.5,0.5535976505139499
2421,3.5,27.0,3.5,0.7,0.5535976505139499
2422,2.2,28.0,3.5,3.5,0.5535976505139499
2423,7.3,29.0,2.2,3.5,0.5535976505139499
2424,2.7,30.0,7.3,2.2,0.5535976505139499
2425,-0.6,31.0,2.7,7.3,0.5535976505139499
2426,1.7,32.0,-0.6,2.7,0.5535976505139499
2427,4.5,33.0,1.7,-0.6,0.5535976505139499
2428,2.3,34.0,4.5,1.7,0.5535976505139499
2429,4.6,35.0,2.3,4.5,0.5535976505139499
2430,1.4,36.0,4.6,2.3,0.5535976505139499
2431,2.3,37.0,1.4,4.6,0.5535976505139499
2432,-0.5,38.0,2.3,1.4,0.5535976505139499
2433,2.7755575615628914e-17,39.0,-0.5,2.3,0.5535976505139499
2434,-0.5,40.0,2.7755575615628914e-17,-0.5,0.5535976505139499
2435,0.2,26.0,0.6,0.3,0.0038910505836575885
2436,2.9,27.0,0.2,0.6,0.0038910505836575885
2437,-2.4,28.0,2.9,0.2,0.0038910505836575885
2438,0.2,29.0,-2.4,2.9,0.0038910505836575885
2439,-0.7,30.0,0.2,-2.4,0.0038910505836575885
2440,0.6,24.0,-1.4,0.2,0.6825396825396826
2441,-1.6,25.0,0.6,-1.4,0.6825396825396826
2442,-0.8,26.0,-1.6,0.6,0.6825396825396826
2443,0.9,26.0,0.5,0.9,0.7757575757575758
2444,2.4,27.0,0.9,0.5,0.7757575757575758
2445,0.5,28.0,2.4,0.9,0.7757575757575758
2446,-0.8,29.0,0.5,2.4,0.7757575757575758
2447,0.7,30.0,-0.8,0.5,0.7757575757575758
2448,0.7,31.0,0.7,-0.8,0.7757575757575758
2449,0.0,27.0,-0.3,-0.2,0.0
2450,-0.1,26.0,-0.5,0.0,0.7666666666666667
2451,2.0,26.0,-0.3,0.2,0.6909090909090909
2452,-0.3,24.0,-0.7,1.4,0.0
2453,2.0,25.0,-0.3,-0.7,0.0
2454,0.0,26.0,2.0,-0.3,0.0
2455,-0.5,27.0,0.0,2.0,0.0
2456,-0.3,27.0,1.9,0.4,0.3
2457,0.0,28.0,-0.3,1.9,0.3
2458,-1.2,29.0,0.0,-0.3,0.3
2459,-0.2,30.0,-1.2,0.0,0.3
2460,-0.9,31.0,-0.2,-1.2,0.3
2461,0.2,28.0,0.6,-0.3,0.0
2462,-0.3,29.0,0.2,0.6,0.0
2463,-0.4,30.0,-0.3,0.2,0.0
2464,-0.3,26.0,-0.1,-0.1,0.09523809523809523
2465,-0.6,29.0,0.9,-0.5,0.1581196581196581
2466,2.3000000000000003,30.0,-0.6,0.9,0.1581196581196581
2467,0.6,31.0,2.3000000000000003,-0.6,0.1581196581196581
2468,1.2,32.0,0.6,2.3000000000000003,0.1581196581196581
2469,0.0,33.0,1.2,0.6,0.1581196581196581
2470,-0.4,34.0,0.0,1.2,0.1581196581196581
2471,0.0,27.0,0.7,0.8,0.0
2472,0.3,28.0,0.0,0.7,0.0
2473,-0.1,30.0,-0.2,-0.1,0.0
2474,-0.1,27.0,1.6,-0.3,0.0670926517571885
2475,0.5,28.0,-0.1,1.6,0.0670926517571885
2476,-0.4,29.0,0.5,-0.1,0.0670926517571885
2477,2.2,30.0,-0.4,0.5,0.0670926517571885
2478,1.5,31.0,2.2,-0.4,0.0670926517571885
2479,3.1,32.0,1.5,2.2,0.0670926517571885
2480,0.6,33.0,3.1,1.5,0.0670926517571885
2481,0.6,37.0,0.6,3.1,0.0670926517571885
2482,-0.2,38.0,0.6,0.6,0.0670926517571885
2483,-0.1,39.0,-0.2,0.6,0.0670926517571885
2484,0.7999999999999999,40.0,-0.1,-0.2,0.0670926517571885
2485,0.9,41.0,0.7999999999999999,-0.1,0.0670926517571885
2486,0.0,42.0,0.9,0.7999999999999999,0.0670926517571885
2487,-0.30000000000000004,28.0,-1.3,0.2,0.010752688172043013
2488,-0.2,30.0,-0.30000000000000004,-1.3,0.010752688172043013
2489,0.6,31.0,-0.2,-0.30000000000000004,0.010752688172043013
2490,0.3,32.0,0.6,-0.2,0.010752688172043013
2491,-0.4,33.0,0.3,0.6,0.010752688172043013
2492,0.4,34.0,-0.4,0.3,0.010752688172043013
2493,-0.4,36.0,0.4,-0.4,0.010752688172043013
2494,5.199999999999998,27.0,1.2,0.6,0.9338842975206612
2495,3.4,28.0,5.199999999999998,1.2,0.9338842975206612
2496,4.1,29.0,3.4,5.199999999999998,0.9338842975206612
2497,4.1000000000000005,30.0,4.1,3.4,0.9338842975206612
2498,0.30000000000000004,31.0,4.1000000000000005,4.1,0.9338842975206612
2499,-0.2,32.0,0.30000000000000004,4.1000000000000005,0.9338842975206612
2500,0.1,33.0,-0.2,0.30000000000000004,0.9338842975206612
2501,0.7,34.0,0.1,-0.2,0.9338842975206612
2502,-0.9,29.0,-0.2,2.2,0.0
2503,0.3,30.0,-0.9,-0.2,0.0
2504,1.6,31.0,0.3,-0.9,0.0
2505,-1.3,32.0,1.6,0.3,0.0
2506,-1.2000000000000002,33.0,-1.3,1.6,0.0
2507,1.5,34.0,-1.2000000000000002,-1.3,0.0
2508,-0.2,35.0,1.5,-1.2000000000000002,0.0
2509,1.2,36.0,-0.2,1.5,0.0
2510,-0.5,37.0,1.2,-0.2,0.0
2511,1.3,30.0,0.6,-0.2,0.0047281323877068565
2512,3.2,31.0,1.3,0.6,0.0047281323877068565
2513,2.8,32.0,3.2,1.3,0.0047281323877068565
2514,2.4,33.0,2.8,3.2,0.0047281323877068565
2515,-0.4,34.0,2.4,2.8,0.0047281323877068565
2516,2.7,35.0,-0.4,2.4,0.0047281323877068565
2517,-0.9,36.0,2.7,-0.4,0.0047281323877068565
2518,2.4,37.0,-0.9,2.7,0.0047281323877068565
2519,-0.3,38.0,2.4,-0.9,0.0047281323877068565
2520,0.6000000000000001,39.0,-0.3,2.4,0.0047281323877068565
2521,3.1,40.0,0.6000000000000001,-0.3,0.0047281323877068565
2522,0.29999999999999993,41.0,3.1,0.6000000000000001,0.0047281323877068565
2523,2.4,42.0,0.29999999999999993,3.1,0.0047281323877068565
2524,1.3,43.0,2.4,0.29999999999999993,0.0047281323877068565
2525,-0.1,27.0,0.8,-0.5,0.13333333333333333
2526,0.1,28.0,0.7,0.4,0.0
2527,-0.1,29.0,0.1,0.7,0.0
2528,0.3,30.0,-0.1,0.1,0.0
2529,-0.2,31.0,0.3,-0.1,0.0
2530,0.3,32.0,-0.2,0.3,0.0
2531,-0.6,24.0,-0.5,1.2,0.4778761061946903
2532,-0.2,25.0,-0.6,-0.5,0.4778761061946903
2533,0.5,27.0,-0.2,-0.6,0.4778761061946903
2534,-0.1,28.0,0.5,-0.2,0.4778761061946903
2535,-0.4,26.0,-0.8,0.3,0.0
2536,-1.5,24.0,1.4,0.4,0.8061224489795918
2537,0.0,25.0,-1.5,1.4,0.8061224489795918
2538,-0.29999999999999993,27.0,0.0,-1.5,0.8061224489795918
2539,-0.2,24.0,1.8,0.0,0.5785123966942148
2540,1.5,25.0,-0.2,1.8,0.5785123966942148
2541,0.3,26.0,1.5,-0.2,0.5785123966942148
2542,3.8,27.0,0.3,1.5,0.5785123966942148
2543,3.9,28.0,3.8,0.3,0.5785123966942148
2544,-0.5,29.0,3.9,3.8,0.5785123966942148
2545,0.3000000000000001,30.0,-0.5,3.9,0.5785123966942148
2546,-0.1,28.0,-0.2,0.0,0.024390243902439025
2547,-0.4,29.0,-0.1,-0.2,0.024390243902439025
2548,3.7,25.0,2.6,1.7,0.0
2549,1.6,26.0,3.7,2.6,0.0
2550,0.1,27.0,1.6,3.7,0.0
2551,-0.4,30.0,0.1,1.6,0.0
2552,-0.2,28.0,0.3,0.6,0.0
2553,0.9,24.0,1.5,0.5,0.0
2554,-0.7,25.0,0.9,1.5,0.0
2555,2.5,26.0,-0.7,0.9,0.0
2556,0.6,27.0,2.5,-0.7,0.0
2557,-0.2,28.0,0.6,2.5,0.0
2558,-0.2,29.0,-0.2,0.6,0.0
2559,-0.3,25.0,0.9,0.0,0.06299212598425198
2560,0.0,26.0,-0.3,0.9,0.06299212598425198
2561,0.5,27.0,0.0,-0.3,0.06299212598425198
2562,0.0,28.0,0.5,0.0,0.06299212598425198
2563,0.6,24.0,-0.4,-0.1,0.0
2564,0.5,25.0,0.6,-0.4,0.0
2565,1.2,26.0,0.5,0.6,0.0
2566,0.3,28.0,1.2,0.5,0.0
2567,-0.6,29.0,0.3,1.2,0.0
2568,2.4,24.0,-0.4,-0.7,0.5042016806722689
2569,3.2,25.0,2.4,-0.4,0.5042016806722689
2570,2.7,26.0,3.2,2.4,0.5042016806722689
2571,1.2,27.0,2.7,3.2,0.5042016806722689
2572,-0.2,28.0,1.2,2.7,0.5042016806722689
2573,-0.6,29.0,-0.2,1.2,0.5042016806722689
2574,0.29999999999999993,30.0,-0.6,-0.2,0.5042016806722689
2575,1.1,31.0,0.29999999999999993,-0.6,0.5042016806722689
2576,2.0,32.0,1.1,0.29999999999999993,0.5042016806722689
2577,0.1,33.0,2.0,1.1,0.5042016806722689
2578,-0.5,29.0,0.8,0.1,0.0125
2579,2.3,25.0,-0.9,-0.6,0.23793103448275865
2580,0.4,26.0,2.3,-0.9,0.23793103448275865
2581,-0.1,29.0,0.4,2.3,0.23793103448275865
2582,0.3,31.0,-0.1,0.4,0.23793103448275865
2583,0.30000000000000004,32.0,0.3,-0.1,0.23793103448275865
2584,-0.7,33.0,0.30000000000000004,0.3,0.23793103448275865
2585,0.7000000000000001,34.0,-0.7,0.30000000000000004,0.23793103448275865
2586,-0.4,35.0,0.7000000000000001,-0.7,0.23793103448275865
2587,-0.5,26.0,1.3,-0.3,0.5247524752475248
2588,0.1,27.0,-0.5,1.3,0.5247524752475248
2589,0.3,28.0,0.1,-0.5,0.5247524752475248
2590,0.1,29.0,0.3,0.1,0.5247524752475248
2591,-0.2,30.0,0.1,0.3,0.5247524752475248
2592,-0.2,26.0,-0.4,0.1,0.19327731092436976
2593,-0.5,27.0,-0.2,-0.4,0.19327731092436976
2594,1.4,28.0,-0.5,-0.2,0.19327731092436976
2595,0.5,29.0,1.4,-0.5,0.19327731092436976
2596,4.1000000000000005,22.0,4.3,13.3,0.9534883720930232
2597,3.8,23.0,4.1000000000000005,4.3,0.9534883720930232
2598,1.6,24.0,3.8,4.1000000000000005,0.9534883720930232
2599,3.2,25.0,1.6,3.8,0.9534883720930232
2600,3.8,26.0,3.2,1.6,0.9534883720930232
2601,3.2,27.0,3.8,3.2,0.9534883720930232
2602,4.2,28.0,3.2,3.8,0.9534883720930232
2603,-0.6,29.0,4.2,3.2,0.9534883720930232
2604,2.6,31.0,-0.6,4.2,0.9534883720930232
2605,1.1,32.0,2.6,-0.6,0.9534883720930232
2606,2.7,33.0,1.1,2.6,0.9534883720930232
2607,-0.5,34.0,2.7,1.1,0.9534883720930232
2608,0.7000000000000001,35.0,-0.5,2.7,0.9534883720930232
2609,-0.5,27.0,0.1,0.6,0.576271186440678
2610,0.4,28.0,-0.5,0.1,0.576271186440678
2611,-0.6,29.0,0.4,-0.5,0.576271186440678
2612,2.7,24.0,1.6,0.1,0.8110236220472441
2613,0.3,25.0,2.7,1.6,0.8110236220472441
2614,2.5,26.0,0.3,2.7,0.8110236220472441
2615,-1.2,27.0,0.0,-1.3,0.7142857142857143
2616,1.8,27.0,-0.2,0.0,0.0
2617,-0.5,28.0,1.8,-0.2,0.0
2618,0.3,25.0,-0.3,-0.2,0.11616161616161615
2619,-1.1,26.0,0.3,-0.3,0.11616161616161615
2620,-1.0,27.0,-1.1,0.3,0.11616161616161615
2621,2.0,28.0,-1.0,-1.1,0.11616161616161615
2622,-0.5,29.0,2.0,-1.0,0.11616161616161615
2623,-0.4,30.0,-0.5,2.0,0.11616161616161615
2624,0.1,32.0,-0.2,-0.3,0.011278195488721804
2625,0.9,33.0,0.1,-0.2,0.011278195488721804
2626,1.4,34.0,0.9,0.1,0.011278195488721804
2627,0.2,35.0,1.4,0.9,0.011278195488721804
2628,-0.6,37.0,0.2,1.4,0.011278195488721804
2629,0.4,38.0,-0.6,0.2,0.011278195488721804
2630,0.3,39.0,0.4,-0.6,0.011278195488721804
2631,-0.2,40.0,0.3,0.4,0.011278195488721804
2632,0.0,29.0,0.1,-0.2,0.16129032258064516
2633,-1.6,25.0,-1.0,-0.2,0.4936708860759494
2634,0.7,26.0,-1.6,-1.0,0.4936708860759494
2635,-0.5,27.0,0.7,-1.6,0.4936708860759494
2636,0.5,24.0,-0.3,-0.4,0.02753303964757709
2637,0.2,25.0,0.5,-0.3,0.02753303964757709
2638,0.6,26.0,0.2,0.5,0.02753303964757709
2639,1.2,27.0,0.6,0.2,0.02753303964757709
2640,1.1,28.0,1.2,0.6,0.02753303964757709
2641,1.8,29.0,1.1,1.2,0.02753303964757709
2642,1.3,30.0,1.8,1.1,0.02753303964757709
2643,2.0,31.0,1.3,1.8,0.02753303964757709
2644,1.9,32.0,2.0,1.3,0.02753303964757709
2645,1.6,33.0,1.9,2.0,0.02753303964757709
2646,1.0,34.0,1.6,1.9,0.02753303964757709
2647,0.3,35.0,1.0,1.6,0.02753303964757709
2648,-0.3,36.0,0.3,1.0,0.02753303964757709
2649,0.8,37.0,-0.3,0.3,0.02753303964757709
2650,0.3,38.0,0.8,-0.3,0.02753303964757709
2651,-0.1,25.0,0.9,0.2,0.0
2652,-0.6,26.0,-0.1,0.9,0.0
2653,0.4,23.0,-0.5,-1.1,0.951219512195122
2654,4.5,24.0,0.4,-0.5,0.951219512195122
2655,0.09999999999999998,25.0,4.5,0.4,0.951219512195122
2656,0.5,26.0,0.09999999999999998,4.5,0.951219512195122
2657,-1.5,27.0,0.5,0.09999999999999998,0.951219512195122
2658,0.6000000000000001,28.0,-1.5,0.5,0.951219512195122
2659,-2.1,29.0,0.6000000000000001,-1.5,0.951219512195122
2660,2.1,30.0,-2.1,0.6000000000000001,0.951219512195122
2661,2.7,31.0,2.1,-2.1,0.951219512195122
2662,-0.7,32.0,2.7,2.1,0.951219512195122
2663,0.8,33.0,-0.7,2.7,0.951219512195122
2664,0.1,35.0,0.8,-0.7,0.951219512195122
2665,1.5,21.0,0.3,0.3,0.032786885245901634
2666,1.8,22.0,1.5,0.3,0.032786885245901634
2667,-0.1,23.0,1.8,1.5,0.032786885245901634
2668,1.2,24.0,-0.1,1.8,0.032786885245901634
2669,-1.3,25.0,1.2,-0.1,0.032786885245901634
2670,-0.5,26.0,-1.3,1.2,0.032786885245901634
2671,2.2,27.0,-0.5,-1.3,0.032786885245901634
2672,-0.8,28.0,2.2,-0.5,0.032786885245901634
2673,-0.3,29.0,-0.8,2.2,0.032786885245901634
2674,0.9,30.0,-0.3,-0.8,0.032786885245901634
2675,-1.0,31.0,0.9,-0.3,0.032786885245901634
2676,1.2,23.0,0.8,0.9,0.14772727272727273
2677,0.1,24.0,1.2,0.8,0.14772727272727273
2678,1.5,25.0,0.1,1.2,0.14772727272727273
2679,0.8,26.0,1.5,0.1,0.14772727272727273
2680,0.1,27.0,0.8,1.5,0.14772727272727273
2681,-0.1,28.0,0.8,-0.6,0.0
2682,-0.1,29.0,-0.1,0.8,0.0
2683,-0.6,24.0,-0.2,0.5,0.008016032064128256
2684,0.1,25.0,-0.6,-0.2,0.008016032064128256
2685,0.2,26.0,0.1,-0.6,0.008016032064128256
2686,1.7,27.0,0.2,0.1,0.008016032064128256
2687,1.3,28.0,1.7,0.2,0.008016032064128256
2688,1.6,29.0,1.3,1.7,0.008016032064128256
2689,0.0,30.0,1.6,1.3,0.008016032064128256
2690,-0.4,31.0,0.0,1.6,0.008016032064128256
2691,-0.3,33.0,-0.4,0.0,0.008016032064128256
2692,-0.5,21.0,-0.5,0.4,0.7718446601941747
2693,-0.2,22.0,-0.5,-0.5,0.7718446601941747
2694,0.2,23.0,-0.2,-0.5,0.7718446601941747
2695,2.4,24.0,0.2,-0.2,0.7718446601941747
2696,4.1000000000000005,25.0,2.4,0.2,0.7718446601941747
2697,2.1,26.0,4.1000000000000005,2.4,0.7718446601941747
2698,3.2,27.0,2.1,4.1000000000000005,0.7718446601941747
2699,2.5,28.0,3.2,2.1,0.7718446601941747
2700,-1.4,29.0,2.5,3.2,0.7718446601941747
2701,-2.1,30.0,-1.4,2.5,0.7718446601941747
2702,0.4,31.0,-2.1,-1.4,0.7718446601941747
2703,-0.4,32.0,0.4,-2.1,0.7718446601941747
2704,-0.4,33.0,-0.4,0.4,0.7718446601941747
2705,1.5,34.0,-0.4,-0.4,0.7718446601941747
2706,-2.4000000000000004,35.0,1.5,-0.4,0.7718446601941747
2707,0.30000000000000004,23.0,-0.7,0.2,0.6666666666666666
2708,-0.2,24.0,0.30000000000000004,-0.7,0.6666666666666666
2709,-0.4,25.0,-0.2,0.30000000000000004,0.6666666666666666
2710,-0.6,27.0,0.2,-0.6,0.31746031746031744
2711,1.8,29.0,-0.6,0.2,0.31746031746031744
2712,4.5,30.0,1.8,-0.6,0.31746031746031744
2713,4.2,31.0,4.5,1.8,0.31746031746031744
2714,1.4,32.0,4.2,4.5,0.31746031746031744
2715,0.5,33.0,1.4,4.2,0.31746031746031744
2716,0.4,34.0,0.5,1.4,0.31746031746031744
2717,0.0,35.0,0.4,0.5,0.31746031746031744
2718,-0.8,36.0,0.0,0.4,0.31746031746031744
2719,-0.6,37.0,-0.8,0.0,0.31746031746031744
2720,0.5,38.0,-0.6,-0.8,0.31746031746031744
2721,1.0,39.0,0.5,-0.6,0.31746031746031744
2722,2.3,28.0,0.3,0.7,0.0
2723,-0.6,25.0,-0.2,0.3,0.007299270072992701
2724,0.6,26.0,-0.6,-0.2,0.007299270072992701
2725,-0.8,27.0,0.6,-0.6,0.007299270072992701
2726,-0.2,25.0,-0.1,0.3,0.3272727272727273
2727,0.1,26.0,-0.2,-0.1,0.3272727272727273
2728,0.3,27.0,0.1,-0.2,0.3272727272727273
2729,-0.4,28.0,0.3,0.1,0.3272727272727273
2730,0.5,29.0,0.5,0.8,0.0
2731,0.1,31.0,0.5,0.5,0.0
2732,-0.4,28.0,1.9,0.1,0.5192307692307693
2733,-0.5,29.0,-0.4,1.9,0.5192307692307693
2734,-0.2,30.0,-0.5,-0.4,0.5192307692307693
2735,0.4,25.0,0.3,1.2000000000000002,0.11940298507462685
2736,2.9,26.0,0.4,0.3,0.11940298507462685
2737,3.7,27.0,2.9,0.4,0.11940298507462685
2738,2.3,28.0,3.7,2.9,0.11940298507462685
2739,0.3,29.0,2.3,3.7,0.11940298507462685
2740,0.1,30.0,0.3,2.3,0.11940298507462685
2741,1.3,31.0,0.1,0.3,0.11940298507462685
2742,-0.5,32.0,1.3,0.1,0.11940298507462685
2743,3.5,24.0,4.2,2.2,0.9963099630996309
2744,3.6,25.0,3.5,4.2,0.9963099630996309
2745,1.1,26.0,3.6,3.5,0.9963099630996309
2746,0.4,27.0,1.1,3.6,0.9963099630996309
2747,1.4,28.0,0.4,1.1,0.9963099630996309
2748,-1.7,29.0,1.4,0.4,0.9963099630996309
2749,1.6,30.0,-1.7,1.4,0.9963099630996309
2750,0.1,31.0,1.6,-1.7,0.9963099630996309
2751,0.1,33.0,0.1,1.6,0.9963099630996309
2752,-1.2,23.0,0.7,-0.3,0.0
2753,0.8,24.0,-1.2,0.7,0.0
2754,0.9,25.0,0.8,-1.2,0.0
2755,3.3,26.0,0.9,0.8,0.0
2756,1.4,27.0,3.3,0.9,0.0
2757,0.4,28.0,1.4,3.3,0.0
2758,0.4,29.0,0.4,1.4,0.0
2759,-1.2999999999999998,30.0,0.4,0.4,0.0
2760,-0.9,31.0,-1.2999999999999998,0.4,0.0
2761,-0.5,32.0,-0.9,-1.2999999999999998,0.0
2762,-0.5,26.0,0.2,-0.6,0.8148148148148148
2763,0.6,28.0,0.1,0.2,0.8296296296296296
2764,0.2,29.0,0.6,0.1,0.8296296296296296
2765,0.0,31.0,0.2,0.6,0.8296296296296296
2766,1.9,32.0,0.0,0.2,0.8296296296296296
2767,0.8999999999999999,33.0,1.9,0.0,0.8296296296296296
2768,-0.7,34.0,0.8999999999999999,1.9,0.8296296296296296
2769,-0.4,35.0,-0.7,0.8999999999999999,0.8296296296296296
2770,-0.2,26.0,-0.4,-0.5,0.3076923076923077
2771,-0.2,27.0,-0.2,-0.4,0.3076923076923077
2772,-0.6,28.0,-0.2,-0.2,0.3076923076923077
2773,-0.4,26.0,-0.3,0.4,0.0
2774,1.0,26.0,0.2,-0.5,0.7428571428571429
2775,0.6,28.0,0.1,-0.2,0.0
2776,2.3,26.0,1.0,-0.1,0.9543568464730292
2777,3.8,27.0,2.3,1.0,0.9543568464730292
2778,5.8,28.0,3.8,2.3,0.9543568464730292
2779,1.2000000000000002,29.0,5.8,3.8,0.9543568464730292
2780,2.0,30.0,1.2000000000000002,5.8,0.9543568464730292
2781,1.2,32.0,2.0,1.2000000000000002,0.9543568464730292
2782,-0.4,33.0,1.2,2.0,0.9543568464730292
2783,0.9,34.0,-0.4,1.2,0.9543568464730292
2784,-0.4,35.0,0.9,-0.4,0.9543568464730292
2785,-0.1,27.0,0.7,0.1,0.0
2786,0.0,28.0,-0.1,0.7,0.0
2787,0.6,29.0,0.0,-0.1,0.0
2788,0.8,25.0,0.7,0.1,0.0
2789,1.4,26.0,0.8,0.7,0.0
2790,0.7,27.0,1.4,0.8,0.0
2791,-1.6,28.0,0.7,1.4,0.0
2792,0.0,29.0,-1.6,0.7,0.0
2793,0.0,31.0,0.0,-1.6,0.0
2794,-0.4,24.0,2.8,0.8,1.0
2795,5.0,25.0,-0.4,2.8,1.0
2796,-0.2,26.0,5.0,-0.4,1.0
2797,2.7,27.0,-0.2,5.0,1.0
2798,2.8,28.0,2.7,-0.2,1.0
2799,-1.2000000000000002,29.0,2.8,2.7,1.0
2800,3.2,30.0,-1.2000000000000002,2.8,1.0
2801,1.2999999999999998,31.0,3.2,-1.2000000000000002,1.0
2802,1.6,32.0,1.2999999999999998,3.2,1.0
2803,3.9,33.0,1.6,1.2999999999999998,1.0
2804,5.1000000000000005,34.0,3.9,1.6,1.0
2805,-0.6,35.0,5.1000000000000005,3.9,1.0
2806,-0.4,36.0,-0.6,5.1000000000000005,1.0
2807,-0.3,27.0,-0.3,0.2,0.040816326530612235
2808,-0.1,28.0,-0.3,-0.3,0.040816326530612235
2809,-1.4,25.0,-1.7,0.0,0.2047619047619048
2810,0.7000000000000001,26.0,-1.4,-1.7,0.2047619047619048
2811,0.4,27.0,0.7000000000000001,-1.4,0.2047619047619048
2812,-0.5,28.0,0.4,0.7000000000000001,0.2047619047619048
2813,-0.9,29.0,-0.5,0.4,0.2047619047619048
2814,4.0,25.0,0.2,0.2,0.883289124668435
2815,0.5,26.0,4.0,0.2,0.883289124668435
2816,1.9,27.0,0.5,4.0,0.883289124668435
2817,3.8,28.0,1.9,0.5,0.883289124668435
2818,1.4,29.0,3.8,1.9,0.883289124668435
2819,0.1,30.0,1.4,3.8,0.883289124668435
2820,7.2,31.0,0.1,1.4,0.883289124668435
2821,-0.2,32.0,7.2,0.1,0.883289124668435
2822,3.5,33.0,-0.2,7.2,0.883289124668435
2823,0.6,34.0,3.5,-0.2,0.883289124668435
2824,-0.1,35.0,0.6,3.5,0.883289124668435
2825,0.0,36.0,-0.1,0.6,0.883289124668435
2826,0.9,23.0,-0.8,0.0,0.048728813559322036
