,Name,Age,Yrs,Acquired,SrvTm,Agent,Contract Status,2021,2022,2023,2024,2025,2026,career,games,contracts,years,pitcher,start_ratio
10,Adalberto Mondesi\mondera02,25,6,Amateur Free Agent,3.088,ISE Baseball,1 yr/$2.52M (21),$2.52M,Arb,Arb,FA,,,"[-0.5, -0.8, 2.2, 2.1, 3.51]","[47.0, 25.0, 75.0, 102.0, 59.0, 7.0]","[{'type': 'salary', 'value': 2520000.0}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2016, 2017, 2018, 2019, 2020, 2021]",False,
11,Michael A. Taylor\taylomi02,30,8,Free Agency,5.129,MVP Sports Group,1 yr/$1.75M (21),$1.75M,FA,,,,,"[-0.1, 0.4, -0.3, 2.7, 1.3, -0.1, -1.0799999999999998]","[17.0, 138.0, 76.0, 118.0, 134.0, 53.0, 38.0, 57.0]","[{'type': 'salary', 'value': 1750000.0}]","[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",False,
12,Jesse Hahn\hahnje01,31,7,Free Agency,5.031,Excel Sports Mana...,1 yr/$1.75M (21),$1.75M,FA,,,,,"[1.0, 0.8, -0.2, 0.0, -0.4, 2.43]","[14.0, 16.0, 9.0, 14.0, 6.0, 18.0, 5.0]","[{'type': 'salary', 'value': 1750000.0}]","[2014, 2015, 2016, 2017, 2019, 2020, 2021]",True,0.0
13,Jakob Junis\junisja01,28,5,Amateur Draft,3.082,Wasserman,1 yr/$1.7M (21),$1.7M,Arb,Arb,FA,,,"[1.5, 1.7, 1.1, -0.5399999999999999]","[20.0, 30.0, 31.0, 8.0, 15.0]","[{'type': 'salary', 'value': 1700000.0}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2017, 2018, 2019, 2020, 2021]",True,0.3333333333333333
14,Hanser Alberto\alberha01,28,6,Free Agency,4.085,ISE Baseball,1 yr/$1.65M (21),$1.65M,Arb,FA,,,,"[0.4, -0.6, -0.3, 3.6, 1.89]","[41.0, 35.0, 13.0, 139.0, 54.0, 44.0]","[{'type': 'salary', 'value': 1650000.0}, {'type': 'arb', 'value': None}]","[2015, 2016, 2018, 2019, 2020, 2021]",False,
15,Jarrod Dyson\dysonja01,36,12,Free Agency,9.088,CSE,1 yr/$1.5M (21),$1.5M,FA,,,,,"[0.8, 0.5, 1.5, 1.6, 2.3, 2.1, 2.9, 2.7, 0.1, 1.4, -1.89]","[18.0, 26.0, 102.0, 87.0, 120.0, 90.0, 107.0, 111.0, 67.0, 130.0, 32.0, 34.0]","[{'type': 'salary', 'value': 1500000.0}]","[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",False,
16,Wade Davis\daviswa01,35,13,Free Agency,11.029,Jet Sports Manage...,1 yr/$100k (21),$100k,FA,,,,,"[0.3, 1.4, 0.1, 1.6, -2.0, 3.8, 3.5, 1.8, 1.8, 1.0, -1.5, -1.89]","[6.0, 29.0, 29.0, 54.0, 31.0, 71.0, 69.0, 45.0, 59.0, 69.0, 50.0, 5.0, 20.0]","[{'type': 'salary', 'value': 100000.0}]","[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",True,0.0
17,Anthony Swarzak\swarzan01,35,11,,8.024,Jet Sports Manage...,1 yr/$100k (21),$100k,FA,,,,,"[-0.1, 1.1, -0.3, 2.0, 0.3, -0.1, -0.1, 2.8, -0.4, 0.2]","[12.0, 27.0, 44.0, 48.0, 50.0, 10.0, 26.0, 70.0, 29.0, 59.0, 6.0]","[{'type': 'salary', 'value': 100000.0}]","[2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021]",True,0.0
18,Bubba Starling\starlbu01,28,2,Free Agency,1.147,,1 yr/$100k (21),$100k,Pre-Arb,Arb,Arb,Arb,FA,"[-1.1, -1.89]","[56.0, 35.0]","[{'type': 'salary', 'value': 100000.0}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020]",False,
19,Ervin Santana\santaer01,38,16,Free Agency,13.123,Jay Alou/Bean Str...,,FA,,,,,,"[0.8, 2.8, -0.4, 5.0, -0.2, 2.7, 2.8, -1.2000000000000002, 3.2, 1.2999999999999998, 1.6, 3.9, 5.1000000000000005, -0.6, -0.4]","[23.0, 33.0, 28.0, 32.0, 24.0, 33.0, 33.0, 30.0, 32.0, 31.0, 17.0, 30.0, 33.0, 5.0, 3.0, 11.0]",[],"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021]",True,0.18181818181818182
20,Alcides Escobar\escobal02,34,11,Free Agency,9.082,The Legacy Agency,,FA,,,,,,"[0.0, 0.3, 0.5, 2.7, 3.4, 0.4, 2.7, 1.0, 0.7, -0.7, -2.2]","[9.0, 38.0, 145.0, 158.0, 155.0, 158.0, 162.0, 148.0, 162.0, 162.0, 140.0]",[],"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",False,
21,Ryan O'Hearn\ohearry01,27,4,Amateur Draft,2.034,,,,,Arb,Arb,FA,,"[0.8, -1.5, -1.62]","[44.0, 105.0, 42.0, 20.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2018, 2019, 2020, 2021]",False,
22,Jake Newberry\newbeja01,26,4,Amateur Draft,1.146,,,,,Arb,Arb,Arb,FA,"[-0.1, 0.6, 0.26999999999999996]","[14.0, 27.0, 20.0, 4.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2018, 2019, 2020, 2021]",True,0.0
23,Eddie Butler\butleed01,30,5,,2.141,Steve Canter,,,,Arb,Arb,FA,,"[-0.2, -1.0, -1.5999999999999999, 0.7, -0.5]","[3.0, 16.0, 17.0, 13.0, 30.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2014, 2015, 2016, 2017, 2018]",True,0.4936708860759494
24,Cam Gallagher\gallaca01,28,5,Amateur Draft,2.106,,,,,Arb,Arb,FA,,"[0.1, 0.0, 0.1, 1.62]","[13.0, 22.0, 45.0, 25.0, 21.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2017, 2018, 2019, 2020, 2021]",False,
25,Scott Barlow\barlosc01,28,4,Free Agency,2.03,L. Warner Compani...,,,,Arb,Arb,FA,,"[0.2, 0.9, 0.81]","[6.0, 61.0, 32.0, 29.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2018, 2019, 2020, 2021]",True,0.0
26,Ryan McBroom\mcbrory01,29,3,Purchased,1.008,,,,,Arb,Arb,Arb,FA,"[-0.2, 0.26999999999999996]","[23.0, 36.0, 5.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020, 2021]",False,
27,Nicky Lopez\lopezni01,26,3,Amateur Draft,1.139,,,,,Arb,Arb,Arb,FA,"[-0.3, 0.81]","[103.0, 56.0, 58.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020, 2021]",False,
28,Eric Skoglund\skogler01,28,3,Amateur Draft,1.109,,,,,Arb,Arb,Arb,FA,"[-0.6, 0.2, -0.5]","[7.0, 14.0, 6.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2017, 2018, 2019]",True,0.8148148148148148
29,Josh Staumont\staumjo01,27,3,Amateur Draft,1.072,,,,,Arb,Arb,Arb,FA,"[0.0, 1.89]","[16.0, 26.0, 24.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020, 2021]",True,0.0
30,Kyle Zimmer\zimmeky01,29,3,Free Agency,1.064,,,,,Arb,Arb,Arb,FA,"[-0.7, 1.89]","[15.0, 16.0, 20.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020, 2021]",True,0.0
31,Kelvin Gutierrez\gutieke01,26,3,Traded,1.046,,,,,Arb,Arb,Arb,FA,"[0.3, -0.26999999999999996]","[20.0, 4.0, 25.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020, 2021]",False,
32,Chance Adams\adamsch01,26,3,Traded,1.042,Beverly Hills Spo...,,,,Arb,Arb,Arb,FA,"[-0.2, -0.7, -0.5399999999999999]","[3.0, 13.0, 6.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2018, 2019, 2020]",True,0.045454545454545456
33,Meibrys Viloria\vilorme01,24,3,Amateur Free Agent,1.02,,,,,Arb,Arb,Arb,FA,"[0.0, -0.2, -0.5399999999999999]","[10.0, 42.0, 15.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2018, 2019, 2020]",False,
34,Foster Griffin\grifffo01,25,1st,Free Agency,1.0,,,,,Arb,Arb,Arb,FA,[0.26999999999999996],[1.0],"[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]",[2020],True,0.0
35,Brady Singer\singebr01,24,2,Amateur Draft,1.0,,,,,Arb,Arb,Arb,FA,[2.97],"[12.0, 13.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2020, 2021]",True,1.0
36,Tyler Zuber\zuberty01,26,2,Amateur Draft,1.0,,,,,Arb,Arb,Arb,FA,[0.5399999999999999],"[23.0, 20.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2020, 2021]",True,0.0
37,Edward Olivares\olivaed02,25,2,Traded,0.147,,,,,,Arb,Arb,Arb,[-2.1599999999999997],"[31.0, 5.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2020, 2021]",False,
38,Richard Lovelady\lovelri01,25,2,Amateur Draft,0.1,,,,,,Arb,Arb,Arb,"[-0.3, 0.0]","[25.0, 1.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020]",True,0.0
39,Kris Bubic\bubickr01,23,2,Amateur Draft,0.164,,,,,Arb,Arb,Arb,Arb,[1.0799999999999998],"[10.0, 9.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2020, 2021]",True,0.5555555555555556
40,Carlos Hernandez\hernaca04,24,2,Amateur Free Agent,0.081,Munger English Sp...,,,,,Arb,Arb,Arb,[0.0],"[5.0, 5.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2020, 2021]",True,0.0
41,Gabe Speier\speiega01,26,2,Traded,0.105,Sosnick Cobbe & K...,,,,,Arb,Arb,Arb,"[-0.2, -0.26999999999999996]","[9.0, 8.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020]",True,0.0
42,Domingo Tapia\tapiado01,29,2,,0.047,Optimum Baseball,,,,,Arb,Arb,Arb,[0.26999999999999996],"[5.0, 2.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2020, 2021]",True,0.0
43,Erick Mejia\mejiaer01,26,2,Free Agency,0.091,Bryan Hamper,,,,,Arb,Arb,Arb,"[0.0, -1.0799999999999998]","[9.0, 8.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020]",False,
44,Mike Shawaryn\shawami01,26,1st,,0.058,,,,,,Arb,Arb,Arb,[-0.6],[14.0],"[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]",[2019],True,0.0
45,Ronald Bolanos\bolanro01,24,3,Traded,0.056,,,,,,Arb,Arb,Arb,"[-0.2, -1.0799999999999998]","[5.0, 2.0, 3.0]","[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]","[2019, 2020, 2021]",True,0.0
46,Nick Dini\dinini01,27,1st,Amateur Draft,0.053,,,,,,Arb,Arb,Arb,[0.1],[20.0],"[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]",[2019],False,
47,Scott Blewett\blewesc01,25,1st,Amateur Draft,0.031,,,,,,Arb,Arb,Arb,[0.0],[2.0],"[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]",[2020],True,0.0
48,Carlos Sanabria\sanabca01,24,1st,,0.031,,,,,,Arb,Arb,Arb,[0.0],[2.0],"[{'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'pre-arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}, {'type': 'arb', 'value': None}]",[2020],True,0.0
