Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Dakota Chalmers","OAK","RHP",,0,12,,"40",2020,,"20","6' 3""","175","R","R","3rd rd 2015","North Forsyth HS (GA)","DVk4CRYSXYw","sa875017"
"Jake Rogers","HOU","C",,0,20,,"40",2019,,"21","5' 11""","190","R","R","3rd rd 2016","Tulane","_EbnIg5tN7w","19452"
"Norge Ruiz","OAK","RHP","AA",0,13,,"40",2018,,"23","5' 11""","185","R","R","J2 2016","Cuba","","sa817357"
"Lupe Chavez","HOU","RHP","AAA",0,21,,"40",2020,,"19","6' 2""","150","R","R","J2 2014","Mexico","","sa872819"
"Yerdel Vargas","OAK","SS","A-",0,14,,"40",2021,,"17","5' 11""","170","R","R","J2 2016","Dominican Republic","spoWUPC6aYQ","sa3003184"
"Jaycob Brugman","OAK","OF",,0,15,,"40",201,,"25","6' 0""","195","L","L","17th rd 2013","BYU","","14936"
"Yairo Munoz","OAK","3B","MLB",0,16,,"40",2018,,"22","6' 1""","200","R","R","J2 2011","Dominican Republic","McRd9qPdEDA","16313"
"Richie Martin","OAK","SS","MLB",0,17,,"40",2020,,"22","5' 11""","190","R","R","1st rd 2015","Florida","QhhUdmo2aH8","17736"
"Bruce Maxwell","OAK","C","AAA",0,18,,"40",2017,,"26","6' 1""","250","L","R","2nd rd 2012","Birmingham Southern","","13866"
"Matt Olson","OAK","1B/OF","MLB",0,19,,"40",2017,,"23","6' 4""","240","L","R","1st rd 2012","Parkview HS (GA)","4loTLcvn6Gs","14344"
"Sean Murphy","OAK","C","MLB",0,20,,"40",2019,,"22","6' 3""","215","R","R","3rd rd 2016","Wright State","","19352"
"Lazaro Armenteros","OAK","LF","A+",0,21,,"40",2021,,"17","6' 0""","182","R","R","J2 2016","Cuba","Mj5wZm729_o","sa969091"
"Max Schrock","OAK","2B","AAA",0,22,,"40",2019,,"22","5' 8""","165","L","R","13th rd 2015","South Carolina","nFXynNq4h0g","sa658670"
"Skylar Szynski","OAK","RHP","R",0,23,,"40",2021,,"19","6' 2""","195","R","R","4th rd 2016","Penn HS (IN)","y6eZFWkhBMM","sa917964"
"Bobby Wahl","OAK","RHP",,0,24,,"40",2017,,"25","6' 2""","210","R","R","5th rd 2013","Ole Miss","LQLpT6i-mMc","14832"
"Starling Heredia","LAD","OF","-1",0,16,,"40",2021,,"17","6' 2""","200","R","R","J2 2015","Dominican Republic","","sa917328"
"Imani Abdullah","LAD","RHP","-2",0,17,,"40",2021,,"19","6' 4""","205","R","R","11th rd 2015","Madison HS (CA)","sCGoZS4hDlY","sa875588"
"DJ Peters","LAD","OF",,0,18,,"40",2020,,"20","6' 5""","210","R","R","4th rd 2016","Western Nevada","","sa829712"
"Ben Gamel","SEA","OF","MLB",0,8,,"40",2017,,"24","5' 10""","170","L","R","10th rd 2010","Bishop Kenney HS (FL)","","12160"
"Yaisel Sierra","LAD","RHP","AA",0,19,,"40",2017,,"25","6' 1""","168","R","R","J2 2015","Cuba","","sa909930"
"Guillermo Heredia","SEA","OF","MLB",0,9,,"40",2017,,"26","5' 10""","180","R","L","Free Agent 2016","Cuba","","18721"
"Omar Estevez","LAD","2B","AA",0,20,,"40",2020,,"18","5' 10""","180","R","R","J2 2015","Cuba","","sa914242"
"Max Povse","SEA","RHP","-1",0,10,,"40",2018,,"23","6' 8""","190","R","R","3rd rd 2014","UNC Greensboro","","16165"
"Dustin May","LAD","RHP","MLB",0,21,,"40",2021,,"19","6' 6""","190","R","R","3rd rd 2016","Northwest HS TX)","MKbnUR0JzXw","19716"
"Christopher Torres","SEA","SS","A",0,11,,"40",2020,,"19","5' 11""","170","S","R","J2 2014","Dominican Republic","FmEjQsxE-rc","sa872538"
"Brayan Hernandez","SEA","CF","-1",0,12,,"40",2020,,"19","6' 2""","175","R","R","J2 2014","Dominican Republic","ndl-wG3DJac","sa876536"
"Thyago Vieira","SEA","RHP","-1",0,13,,"40",2018,,"24","6' 0""","210","R","R","J2 2010","Brazil","U_nhRoBQCiI","14510"
"Bryson Brigman","SEA","2B","AA",0,14,,"40",2019,,"21","5' 11""","170","R","R","3rd rd 2016","San Diego","NTOq_DZ6Qx4","sa829857"
"Joe Rizzo","SEA","3B","A+",0,15,,"40",2020,,"19","5' 9""","200","L","R","2nd rd 2016","Oakton HS (VA)","VU5-CG99f8E","sa917934"
"Braden Bishop","SEA","CF",,0,16,,"40",2019,,"23","6' 1""","190","R","R","3rd rd 2015","Washington","","17806"
"Monte Harrison","MIL","RF","AAA",0,16,,"40",2020,,"21","6' 3""","200","R","R","2nd rd 2014","Lee's Summit West (MO)","RRzOrr9b4V8","sa828691"
"Gilbert Lara","MIL","SS","A+",0,17,,"40",2021,,"19","6' 2""","200","R","R","J2 2014","Dominican Republic","YJlXQcNEkQU","sa877337"
"Daniel Robertson","TBR","UTIL","MLB",0,12,,"40",2017,,"23","6' 0""","190","R","R","1st rd 2012","Upland HS (CA)","XhijHdtpJ_8","14145"
"Corbin Burnes","MIL","RHP","MLB",0,18,,"40",2019,,"22","6' 3""","205","R","R","4th rd 2016","St. Mary's","2hV-kZ5zxdk","19361"
"Austin Franklin","TBR","RHP","A",0,13,,"40",2021,,"19","6' 3""","215","R","R","3rd rd 2016","Paxton HS (FL)","","sa917977"
"Kodi Medeiros","MIL","LHP","AA",0,19,,"40",2019,,"20","6' 2""","180","L","L","1st rd 2014","Waiakea HS (HI)","hGafdvhuFRw","sa828664"
"Justin Williams","TBR","OF",,0,14,,"40",2019,,"21","6' 2""","220","L","R","2nd rd 2013","Terrebonne HS (LA)","qBdkDD7U1B4","15490"
"Devin Williams","MIL","RHP","MLB",0,20,,"40",2018,,"22","6' 3""","185","R","R","2nd rd 2013","Hazelwood West (MO)","m5pX1dc3OiI","15816"
"Jake Faria","TBR","RHP","MLB",0,15,,"40",2017,,"23","6' 4""","180","R","R","10th rd 2011","Gahr HS (CA)","","13699"
"Demi Orimoloye","MIL","OF","A+",0,21,,"40",2022,,"20","6' 4""","225","R","R","4th rd 2015","St. Matthew (Ontario, CN)","EVR02-leURY","sa875027"
"Ryne Stanek","TBR","RHP","MLB",0,16,,"40",2017,,"25","6' 4""","200","R","R","1st rd 2013","Arkansas","5ze1sBDKVVo","15947"
"Jacob Nottingham","MIL","C",,0,22,,"40",2018,,"21","6' 3""","220","R","R","6th rd 2013","Redlands HS (CA)","a8PZOBviMVk","16448"
"Jake Fraley","TBR","OF","MLB",0,17,,"40",2019,,"21","6' 0""","195","L","L","2nd rd 2016","LSU","","19260"
"Freddy Peralta","MIL","RHP","MLB",0,23,,"40",2019,,"20","6' 0""","170","R","R","J2 2012","Dominican Republic","","18679"
"Diego Castillo","TBR","RHP","A+",0,18,,"40",2017,,"23","6' 3""","240","R","R","J2 2013","Dominican Republic","","sa872839"
"Mario Feliciano","MIL","C","AA",0,24,,"40",2021,,"18","6' 1""","200","R","R","2nd rd 2016","Beltran Academy (PR)","08yVCH4kuSg","sa917954"
"Chris Betts","TBR","C",,0,19,,"40",2020,,"20","6' 2""","215","L","R","2nd rd 2015","Wilson HS (CA)","EuXEe5ER1v0","sa874791"
"Damien Magnifico","MIL","RHP","-1",0,25,,"40",2017,,"25","6' 1""","195","R","R","5th rd 2012","Oklahoma","","13395"
"Resly Linares","TBR","LHP","A+",0,20,,"40",2020,,"19","6' 2""","170","L","L","J2 2014","Dominican Republic","","sa873296"
"Michael Santos","TBR","RHP","AA",0,21,,"40",2019,,"21","6' 4""","170","R","R","J2 2011","Dominican Republic","SRm2c-FNJkU","sa736667"
"Kevin Padlo","TBR","3B",,0,22,,"40",2020,,"20","6' 2""","200","R","R","5th rd 2014","Murrieta Valley HS (CA)","","sa828961"
"Taylor Guerrieri","TBR","RHP","MLB",0,23,,"40",2017,,"24","6' 3""","195","R","R","1st rd 2011","Spring Valley HS (SC)","","13616"
"Hunter Wood","TBR","RHP","MLB",0,24,,"40",2017,,"23","6' 1""","171","R","R","29th rd 2013","Howard JC (TX)","","15091"
"Jaime Schultz","TBR","RHP","AAA",0,25,,"40",2017,,"25","5' 10""","200","R","R","14th rd 2013","High Point","","15066"
"Greg Harris","TBR","RHP","-1",0,26,,"40",2018,,"22","6' 2""","175","R","R","17th rd 2013","Los Alamitos HS (CA)","_ZhdC5YCodY","sa738173"
"David Rodriguez","TBR","C",,0,27,,"40",2019,,"21","5' 11""","200","R","R","J2 2012","Venezuela","","sa735825"
"Sheldon Neuse","WSN","3B",,0,8,,"40",2019,,"22","6' 0""","195","R","R","2nd rd 2016","Oklahoma","4WLKeAvMHIU","19635"
"Jose Alvarado","TBR","LHP","MLB",0,28,,"40",2017,,"21","6' 0""","240","L","L","J2 2011","Venezuela","","17780"
"Jesus Luzardo","WSN","LHP","MLB",0,9,,"40",2020,,"19","5' 11""","209","L","L","3rd rd 2016","Stoneman Douuglas HS (FL)","","19959"
"Brandon Koch","TBR","RHP","-1",0,29,,"40",2018,,"23","6' 1""","205","R","R","4th rd 2015","Dallas Baptist","YKRge4zUCM0","sa875026"
"Osvaldo Abreu","WSN","UTIL","-1",0,10,,"40",2019,,"22","6' 0""","170","R","R","J2 2011","Dominican Republic","","sa657398"
"Ryan Boldt","TBR","CF","AA",0,30,,"40",2019,,"22","6' 2""","210","L","R","2nd rd 2016","Nebraska","_c35Dkz_cAw","sa738262"
"Kelvin Gutierrez","WSN","3B",,0,11,,"40",2019,,"22","6' 3""","185","R","R","J2 2012","Dominican Republic","","17468"
"Jhonleider Salinas","TBR","RHP","AAA",0,31,,"40",2020,,"21","6' 7""","215","R","R","J2 2014","Venezuela","","sa873497"
"A.J. Cole","WSN","RHP","AAA",0,12,,"40",2017,,"25","6' 4""","180","R","R","4th rd 2010","Oviedo HS (FL)","nPGS6zzehw8","11467"
"Chris Rodriguez","LAA","RHP","A+",0,4,,"40",2020,,"18","6' 1""","185","R","R","4th rd 2016","Pace HS (FL)","y2Mjz0xvO8o","sa917980"
"Pedro Severino","WSN","C","MLB",0,13,,"40",2017,,"23","6' 0""","215","R","R","J2 2010","Dominican Republic","","14523"
"Alex Meyer","LAA","RHP","-2",0,5,,"40",2017,,"27","6' 9""","220","R","R","1st rd 2011","Kentucky","ygjZStEF-Q","12833"
"Rafael Bautista","WSN","OF","MLB",0,14,,"40",2017,,"23","6' 2""","175","R","R","J2 2011","Dominican Republic","","15769"
"Nate Smith","LAA","LHP","-1",0,6,,"40",2017,,"25","6' 3""","200","L","L","8th rd 2013","Furman","FyC9cwXEtT8","sa737900"
"Austin Voth","WSN","RHP","MLB",0,15,,"40",2017,,"24","6' 2""","210","R","R","5th rd 2013","Kenwtood HS (WA)","","15047"
"Jaime Barria","LAA","RHP",,0,7,,"40",2019,,"20","6' 1""","180","R","R","J2 2012","Panama","","18356"
"Blake Perkins","WSN","CF","AA",0,16,,"40",2020,,"20","6' 1""","165","S","R","2nd rd 2015","Verrado HS (AZ)","97hbiPICZPQ","sa874806"
"Keynan Middleton","LAA","RHP","MLB",0,8,,"40",2017,,"23","6' 0""","200","R","R","3rd rd 2013","Lane CC (OR)","","15264"
"Joan Baez","WSN","RHP",,0,17,,"40",2019,,"22","6' 3""","190","R","R","J2 2013","Dominican Republic","","sa828412"
"Nonie Williams","LAA","SS","-1",0,9,,"40",2021,,"18","6' 2""","190","S","R","3rd rd 2016","Home Schooled","","sa917984"
"Brian Goodwin","WSN","OF","MLB",0,18,,"40",2017,,"26","6' 0""","200","L","R","1st rd 2011","Miami Dade CC","","12858"
"Julio Garcia","LAA","SS","-1",0,10,,"40",2021,,"19","6' 0""","175","S","R","J2 2014","Dominican Republic","","sa837670"
"Jose Marmolejos","WSN","1B",,0,19,,"40",2018,,"24","6' 1""","190","L","L","J2 2010","Dominican Republic","","sa598311"
"David Fletcher","LAA","SS","MLB",0,11,,"40",2018,,"22","5' 10""","175","R","R","6th rd 2015","Loyola Marymount","","17992"
"Anderson Franco","WSN","3B","-2",0,20,,"40",2020,,"19","6' 3""","190","R","R","J2 2013","Dominican Republic","0-RF8USinsU","sa828322"
"Jake Jewell","LAA","RHP",,0,12,,"40",2018,,"23","6' 3""","200","R","R","5th rd 2014","NE Oklahoma","","16958"
"Taylor Ward","LAA","C","MLB",0,13,,"40",2019,,"23","6' 1""","185","R","R","1st rd 2015","Fresno State","","17548"
"Michael Hermosillo","LAA","OF","MLB",0,14,,"40",2019,,"22","5' 10""","190","R","R","28th rd 2013","Ottawa HS (IL)","","16285"
"Josh Morgan","TEX","INF","AA",0,12,,"40",2020,,"21","5' 11""","200","R","R","3rd rd 2014","Orange Lutheran (CA)","EJkG8sOnJtQ","sa828797"
"Connor Sadzeck","TEX","RHP",,0,13,,"40",2017,,"25","6' 5""","240","R","R","11th rd 2011","Howard College","","13483"
"Michael De Leon","TEX","SS","AAA",0,14,,"40",2019,,"20","6' 1""","180","S","R","J2 2013","Dominican Republic","SyOc_lnByVg","sa823925"
"Miguel Aparicio","TEX","CF","A",0,15,,"40",2020,,"18","6' 0""","165","L","L","J2 2015","Venezuela","","sa917275"
"Eric Jenkins","TEX","CF","-1",0,16,,"40",2021,,"20","6' 1""","170","L","R","2nd rd 2015","West Columbus HS (NC)","oSlAcoobUZw","sa874775"
"Hunter Harvey","BAL","RHP","MLB",0,6,,"40",2020,,"22","6' 3""","175","R","R","1st rd 2013","Bandys HS (NC)","h6K2W6p8iCg","15507"
"Michael Matuella","TEX","RHP","A+",0,17,,"40",2019,,"22","6' 6""","220","R","R","3rd rd 2015","Duke","KSBpY0Vwoy8","sa827490"
"Gabriel Ynoa","BAL","RHP","-1",0,7,,"40",2017,,"23","6' 2""","160","R","R","J2 2009","Dominican Republic","","12938"
"Jose Leclerc","TEX","RHP","MLB",0,18,,"40",2017,,"23","6' 0""","190","R","R","J2 2010","Dominican Republic","","14524"
"Austin Hays","BAL","OF","MLB",0,8,,"40",2020,,"21","6' 0""","205","R","R","3rd rd 2016","Jacksonville","","19363"
"Drew Robinson","TEX","INF",,0,19,,"40",2017,,"24","6' 1""","200","L","R","4th rd 2010","Silverado HS (NV)","","11761"
"Jomar Reyes","BAL","3B","-1",0,9,,"40",2020,,"20","6' 3""","220","R","R","J2 2013","Dominican Republic","","sa830204"
"Yanio Perez","TEX","OF","A+",0,20,,"40",2019,,"21","6' 2""","225","R","R","J2 2016","Cuba","","sa975161"
"Pete Alonso","NYM","1B","MLB",0,12,,"40",2020,,"22","6' 2""","225","R","R","2nd rd 2016","Florida","","19251"
"Anthony Santander","CLE","1B/OF","MLB",0,10,,"40",2018,,"22","6' 2""","205","S","R","J2 2011","Venezuela","","14551"
"Kole Enright","TEX","INF","A",0,21,,"40",2021,,"19","6' 2""","185","S","R","3rd rd 2016","West Orange (FL)","8UxUDy7Xpas","sa917991"
"Ofelky Peralta","BAL","RHP","A+",0,11,,"40",2020,,"19","6' 5""","195","R","R","J2 2013","Dominican Republic","","sa828239"
"Jairo Beras","TEX","OF","-1",0,22,,"40",2020,,"22","6' 6""","195","R","R","J2 2011","Dominican Republic","","sa740444"
"Josh Smoker","NYM","LHP","-1",0,14,,"40",2017,,"28","6' 2""","250","L","L","1st rd 2007","Calhoun HS (GA)","","10285"
"Matthias Dietz","BAL","RHP","A+",0,12,,"40",2020,,"21","6' 5""","220","R","R","2nd rd 2016","Logan CC (IL)","","sa875993"
"Luis Guillorme","NYM","UTIL","MLB",0,15,,"40",2018,,"22","5' 10""","175","L","R","10th rd 2013","Coral Springs Charter (FL)","BgaLpYSnLbQ","16451"
"Chris Lee","BAL","LHP","AAA",0,13,,"40",2017,,"24","6' 3""","180","L","L","4th rd 2011","Santa Fe College","","sa550044"
"Merandy Gonzalez","NYM","RHP","-1",0,16,,"40",2019,,"21","6' 1""","175","R","R","J2 2012","Dominican Republic","","17313"
"Jesus Liranzo","BAL","RHP",,0,14,,"40",2017,,"22","6' 2""","180","R","R","J2 2011","Dominican Republic","","sa658076"
"Marcos Molina","NYM","RHP","-1",0,17,,"40",2018,,"21","6' 3""","188","R","R","J2 2012","Dominican Republic","6n8juJXi5Mw","sa657917"
"Aneury Tavarez","BAL","OF","AAA",0,15,,"40",2017,,"24","5' 9""","195","L","R","J2 2010","Dominican Republic","","sa598684"
"Ricardo Cespedes","NYM","OF",,0,18,,"40",2020,,"19","6' 1""","160","L","L","J2 2013","Dominican Republic","","sa828197"
"Garrett Cleavinger","BAL","LHP",,0,16,,"40",2018,,"22","6' 1""","205","L","L","3rd rd 2015","Oregon","Kp2EmB6_NrQ","sa827423"
"Luis Carpio","NYM","UTIL","AA",0,19,,"40",2020,,"19","6' 0""","165","R","R","J2 2013","Venezuela","","sa827960"
"Cedric Mullins","BAL","OF",,0,17,,"40",2020,,"22","5' 8""","175","S","L","13th rd 2015","Campbell","","17929"
"Paul Sewald","NYM","RHP",,0,20,,"40",2017,,"26","6' 2""","190","R","R","10th rd 2012","San Diego","","13892"
"Tanner Scott","BAL","LHP","MLB",0,18,,"40",2019,,"22","6' 2""","220","R","L","6th rd 2014","Howard College","dSTn-yI8hfw","17586"
"Bo Bichette","TOR","INF","MLB",0,10,,"40",2020,,"19","5' 11""","200","R","R","2nd rd 2016","Lakewood HS (FL)","UYda4Od_f9o","19612"
"Justin Maese","TOR","RHP","A+",0,11,,"40",2020,,"20","6' 3""","190","R","R","3rd rd 2015","Yselta HS (TX)","","sa875002"
