Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Robert Stock","SDP","RHP","MLB",0,29,,"40",2018,"","28","6' 1""","214","R","R","2nd rd 2009","Southern California","","6576"
"Will Gaddis","COL","RHP","A+",0,15,,"40",2020,"","22","6' 1""","185","R","R","3rd rd 2017","Furman","xlc2by3lRD0","sa829731"
"Luis Patino","SDP","RHP","AA",0,30,,"40",2023,"","18","6' 0""","150","R","R","J2 2016","Colombia","","sa3002792"
"Robert Tyler","COL","RHP","-2",0,14,,"40",2020,"","21","6' 4""","225","R","R","1st rd 2016","Georgia","","sa738415"
"Ronald Bolanos","SDP","RHP",,0,31,,"40",2021,"","21","6' 3""","200","R","R","J2 2016","Cuba","ejuBKCIlM9I","20041"
"Sam Hilliard","COL","OF","MLB",0,16,,"40",2020,"","24","6' 5""","225","L","L","15th rd 2015","Wichita State","","17954"
"Buddy Reed","SDP","CF",,0,32,,"40",2019,"","22","6' 4""","210","S","R","2nd rd 2016","Florida","SKkOwJl5w0s","sa738683"
"Jordan Patterson","COL","LF","-1",0,17,,"40",2019,"","26","6' 4""","215","L","L","4th rd 2013","South Alabama","","15119"
"Andres Munoz","SDP","RHP","MLB",0,33,,"40",2020,"","19","6' 2""","190","R","R","J2 2015","Mexico","-KTSw4drGvw","20373"
"Vince Fernandez","COL","OF","AA",0,18,,"40",2020,"","22","6' 3""","210","L","R","10th rd 2016","UC Riverside","","sa873990"
"Jorge Ona","SDP","OF",,0,34,,"40",2019,"","21","6' 1""","220","R","R","J2 2016","Cuba","rpk7Y12Fru0","sa974072"
"Sam Howard","COL","LHP",,0,19,,"40",2018,"","25","6' 3""","170","R","L","3rd rd 2014","Georgia Southern",""," sa602898"
"Mason House","SDP","OF","-1",0,35,,"40",2023,"","19","6' 3""","190","S","L","3rd rd 2017","Whitehouse HS (TX)","","sa3004278"
"Chad Spanberger","COL","1B","AA",0,20,,"40",2021,"","22","6' 3""","235","L","R","6th rd 2017","Arkansas","","sa3004242"
"Luis Almanzar","SDP","SS","R",0,36,,"40",2021,"","18","6' 0""","180","R","R","J2 2016","Dominican Republic","JW-H57bqE2c","sa970515"
"Domingo German","NYY","RHP","MLB",0,13,,"40",2018,"","25","6' 2""","175","R","R","J2 2009","Dominican Republic","6E7zieBLfOs","17149"
"Tom Murphy","COL","1B","MLB",0,21,,"40",2018,"","27","6' 1""","220","R","R","3rd rd 2012","Buffalo","","13499"
"Reggie Lawson","SDP","RHP","AA",0,37,,"40",2021,"","19","6' 4""","205","R","R","2nd rd 2016","Victor Valley HS (CA)","GHRuOX42jYQ","sa917951"
"Ezequiel Duran","NYY","2B","A-",0,14,,"40",2022,"","18","5' 11""","185","R","R","J2 2016","Dominican Republic","","sa3005271"
"Daniel Montano","COL","CF","A",0,22,,"40",2022,"","19","6' 1""","175","L","R","J2 2015","Venezuela","aUjJOahi6WI","sa917068"
"Diomar Lopez","SDP","RHP","AAA",0,38,,"40",2022,"","21","6' 0""","165","R","R","J2 2013","Nicaragua","","sa828277"
"Matt Sauer","NYY","RHP","A",0,15,,"40",2021,"","19","6' 4""","195","R","R","2nd rd 2017","Righetti HS (CA)","","sa3005118"
"Trey Wingenter","SDP","RHP","MLB",0,39,,"40",2018,"","24","6' 7""","230","R","R","17th rd 2015","Auburn","","17793"
"Billy McKinney","NYY","OF","MLB",0,16,,"40",2018,"","23","6' 1""","215","L","L","1st rd 2013","Plano West HS (TX)","0qE5bDYlRrc","15654"
"David Bednar","SDP","RHP","MLB",0,40,,"40",2019,"","23","6' 1""","220","R","R","35th rd 2016","Lafayette","","19569"
"Clarke Schmidt","NYY","RHP",,0,17,,"40",2021,"","22","6' 1""","205","R","R","1st rd 2017","South Carolina","",""
"Brad Wieck","SDP","LHP","MLB",0,41,,"40",2018,"","26","6' 9""","260","L","L","7th rd 2014","Oklahoma City","","16390"
"Cody Carroll","NYY","RHP","MLB",0,18,,"40",2019,"","25","6' 5""","210","R","R","22nd rd 2015","Southern Mississippi","","17664"
"Eguy Rosario","SDP","2B","A+",0,42,,"40",2022,"","18","5' 9""","170","R","R","J2 2015","Dominican Republic","","sa917140"
"Dermis Garcia","NYY","3B",,0,19,,"40",2021,"","20","6' 3""","200","R","R","J2 2014","Dominican Republic","d-BKTy1j3vI","sa881025"
"Michell Miliano","SDP","RHP","R",0,43,,"40",2023,"","18","6' 3""","180","R","R","J2 2016","Dominican Republic","S-hbniFCk5Y","sa3005188"
"Deivi Garcia","NYY","RHP",,0,20,,"40",2021,"","18","5' 10""","163","R","R","J2 2015","Dominican Republic","","sa916944"
"Nolan Martinez","NYY","RHP","A",0,21,,"40",2022,"","19","6' 2""","165","R","R","3rd rd 2016","Culver City HS (CA)","","sa917988"
"Kyle Higashioka","NYY","C","MLB",0,22,,"40",2018,"","27","6' 1""","200","R","R","7th rd 2008","Edison HS (CA)","r2_yT76PrOg","5517"
"Mike Ford","NYY","1B","MLB",0,23,,"40",2019,"","25","6' 0""","225","L","R","Undrafted 2013","Princeton","","15585"
"Tyler Austin","NYY","OF","-1",0,24,,"40",2018,"","26","6' 1""","220","R","R","13th rd 2010","Heritage HS (GA)","E1RunoMqdZs","11850"
"Ben Heller","NYY","RHP",,0,25,,"40",2018,"","26","6' 3""","205","R","R","22nd rd 2013","Olivet Nazarene","5wjaOjUsOY4","15100"
"Oswaldo Cabrera","NYY","2B","A+",0,26,,"40",2021,"","19","5' 10""","145","S","R","J2 2015","Venezuela","","sa916954"
"Jacob Gonzalez","SFG","3B","A",0,7,,"40",2023,"","19","6' 3""","190","R","R","2nd rd 2017","Chaparral HS (AZ)","","sa3004691"
"Trevor Stephan","NYY","RHP","AA",0,27,,"40",2020,"","22","6' 4""","210","R","R","3rd rd 2017","Arkansas","hdrgIwlwXuE","sa918441"
"Andrew Suarez","SFG","LHP","MLB",0,8,,"40",2018,"","25","6' 0""","187","L","L","2nd rd 2016","Miami","5fUTAWZZKq0","18300"
"Brian Miller","MIA","CF","AA",0,14,,"40",2020,"","22","6' 0""","177","L","R","1st rd 2017","North Carolina","-r9X5zhHbNQ","sa915826"
"D.J. Snelten","SFG","LHP",,0,9,,"40",2018,"","25","6' 6""","240","L","L","9th rd 2013","Minnesota","","15949"
"Christopher Torres","MIA","SS","A",0,15,,"40",2021,"","20","5' 11""","170","S","R","J2 2014","Dominican Republic","FmEjQsxE-rc","sa872538"
"Aramis Garcia","SFG","C","MLB",0,10,,"40",2019,"","25","6' 2""","220","R","R","2nd rd 2014","Florida International","QmGo_0jeFXg","16925"
"Jose Devers","MIA","SS","A",0,16,,"40",2022,"","18","6' 0""","155","L","R","J2 2016","Dominican Republic","","sa3003295"
"Sandro Fabian","SFG","RF","A+",0,11,,"40",2021,"","20","6' 1""","180","R","R","J2 2014","Dominican Republic","P5N_yzeiS8c","sa872803"
"Dillon Peters","MIA","LHP","MLB",0,17,,"40",2018,"","25","5' 9""","205","L","L","10th rd 2014","Texas","XO9M83bzf5Y","18790"
"Gregory Santos","SFG","RHP","A",0,12,,"40",2023,"","18","6' 2""","190","R","R","J2 2015","Dominican Republic","","sa917162"
"Pablo Lopez","MIA","RHP","MLB",0,18,,"40",2019,"","22","6' 3""","200","R","R","J2 2012","Venezuela","","17085"
"Austin Slater","SFG","LF","MLB",0,13,,"40",2018,"","25","6' 2""","197","R","R","8th rd 2014","Stanford","","16153"
"Zac Gallen","MIA","RHP","MLB",0,19,,"40",2019,"","22","6' 1""","185","R","R","3rd rd 2016","North Carolina","","19291"
"Tyler Herb","SFG","RHP","AAA",0,14,,"40",2018,"","25","6' 3""","200","R","R","29th rd 2014","Coastal Carolina","","sa829625"
"Elieser Hernandez","MIA","RHP","MLB",0,20,,"40",2018,"","22","6' 0""","210","R","R","J2 2011","Venezuela","","16933"
"Shaun Anderson","SFG","RHP",,0,15,,"40",2020,"","23","6' 4""","225","R","R","3rd rd 2016","Florida","","19453"
"Garrett Cooper","MIA","1B","MLB",0,21,,"40",2018,"","27","6' 6""","230","R","R","6th rd 2013","Auburn","","15279"
"C.J. Hinojosa","SFG","3B",,0,16,,"40",2019,"","23","5' 10""","175","R","R","11th rd 2015","Texas","","sa658616"
"Jordan Yamamoto","MIA","RHP","MLB",0,22,,"40",2020,"","21","6' 0""","185","R","R","12th rd 2014","St. Louis HS (HI)","","17585"
"Reyes Moronta","SFG","RHP","MLB",0,17,,"40",2018,"","25","5' 11""","241","R","R","J2 2010","Dominican Republic","","14966"
"Colton Hock","MIA","RHP","A+",0,23,,"40",2020,"","21","6' 4""","220","R","R","4th rd 2017","Stanford","KGJYwGxFMH4","sa915685"
"Miguel Gomez","SFG","3B","-1",0,18,,"40",2018,"","25","5' 9""","206","R","R","J2 2011","Dominican Republic","","17075"
"Joe Dunand","MIA","3B","AA",0,24,,"40",2021,"","22","6' 2""","205","R","R","2nd rd 2017","North Carolina State","qgmZPFsFqyw","sa3005360"
"Kelvin Beltre","SFG","3B","A+",0,19,,"40",2021,"","21","5' 11""","170","R","R","J2 2013","Dominican Republic","","sa827969"
"Thomas Jones","MIA","OF","A",0,25,,"40",2022,"","20","6' 4""","195","R","R","3rd rd 2016","Laurens HS (SC)","","sa917968"
"Camilo Doval","SFG","RHP","A+",0,20,,"40",2022,"","20","6' 2""","185","R","R","J2 2015","Dominican Republic","N5S-D2ZA5lQ","sa916835"
"Robert Dugger","MIA","RHP","MLB",0,26,,"40",2020,"","22","6' 2""","180","R","R","18th rd 2016","Texas Tech","","19191"
"Melvin Adon","SFG","RHP",,0,21,,"40",2020,"","23","6' 3""","235","R","R","J2 2014","Dominican Republic","6ghLcOh-UlI","sa873314"
"Greg Deichmann","OAK","RF","AA",0,14,,"40",2020,"","22","6' 2""","190","L","R","2nd rd 2017","LSU","27ocOVLfiqE","sa3004977"
"Brayan Hernandez","MIA","CF","-1",0,27,,"40",2021,"","20","6' 2""","175","R","R","J2 2014","Dominican Republic","ndl-wG3DJac","sa876536"
"Logan Webb","SFG","RHP","MLB",0,22,,"40",2020,"","21","6' 2""","220","R","R","4th rd 2014","Rocklin HS (CA)","","17995"
"Alexander Campos","OAK","SS","R",0,15,,"40",2023,"","18","6' 0""","178","R","R","J2 2016","Venezuela","","sa3002852"
"Jordan Holloway","MIA","RHP",,0,28,,"40",2020,"","21","6' 4""","190","R","R","20th rd 2014","Ralston Valley HS (CO)","","sa829245"
"Marcos Brito","OAK","2B","A",0,16,,"40",2022,"","18","6' 0""","160","S","R","J2 2016","Dominican Republic","I8kqkK1HD_k","sa3003183"
"Tyler Kolek","MIA","RHP","A+",0,29,,"40",2022,"","22","6' 5""","260","R","R","1st rd 2014","Shepherd HS (TX)","JOySfg7GTf4","sa828660"
"Logan Shore","OAK","RHP",,0,17,,"40",2019,"","23","6' 2""","215","R","R","2nd rd 2016","Florida","wKX7dii-6gw","sa738442"
"Kevin Merrell","OAK","MIF/CF","AA",0,18,,"40",2021,"","22","6' 1""","180","L","R","1st rd 2017","South Florida","p8Lm9rfHBqg","sa915707"
"Renato Nunez","OAK","4C","MLB",0,19,,"40",2018,"","23","6' 1""","220","R","R","J2 2010","Venezuela","8T0YQVKLXDg","14503"
"Dalton Sawyer","OAK","LHP",,0,20,,"40",2019,"","24","6' 5""","210","L","L","9th rd 2016","Minnesota","BjwR7ALUOBo","sa875849"
"Nolan Blackwood","OAK","RHP","AA",0,21,,"40",2019,"","22","6' 5""","185","R","R","14th rd 2016","Memphis","","sa874212"
"Miguel Romero","OAK","RHP","AAA",0,22,,"40",2019,"","23","6' 2""","180","R","R","J2 2016","Cuba","hUWwQN8G2Js","sa3003109"
"Kyle Finnegan","OAK","RHP",,0,23,,"40",2018,"","26","6' 2""","175","R","R","6th rd 2013","Texas State","","sa708446"
"Freudis Nova","HOU","INF","A",0,7,,"40",2021,"","18","6' 1""","180","R","R","J2 2016","Dominican Republic","","sa3003195"
"Corbin Martin","HOU","RHP","MLB",0,8,,"40",2020,"","22","6' 2""","200","R","R","2nd rd 2017","Texas A&M","","19884"
"J.D. Davis","HOU","3B","MLB",0,9,,"40",2018,"","24","6' 3""","225","R","R","3rd rd 2014","Cal State Fullerton","p3AeZ1Cy21k","16219"
"Gilberto Celestino","HOU","OF",,0,10,,"40",2020,"","19","6' 0""","170","R","L","J2 2015","Dominican Republic","QyYaz8gJrxc","sa914313"
"Braden Bishop","SEA","CF",,0,4,,"40",2019,"","24","6' 1""","190","R","R","3rd rd 2015","Washington","","17806"
"Rogelio Armenteros","HOU","RHP","MLB",0,11,,"40",2018,"","23","6' 1""","215","R","R","J2 2014","Cuba","","17679"
"Julio Rodriguez","SEA","RF",,0,5,,"40",2023,"","17","6' 3""","205","R","R","J2 2017","Dominican Republic","",""
"Jairo Solis","HOU","RHP","A",0,12,,"40",2021,"","18","6' 2""","160","R","R","J2 2016","Venezuela","","sa3003037"
"Max Povse","SEA","RHP","-1",0,6,,"40",2018,"","24","6' 8""","190","R","R","3rd rd 2014","UNC Greensboro","","16165"
"Max Stassi","HOU","C","MLB",0,13,,"40",2018,"","26","5' 10""","200","R","R","4th rd 2009","Yuba City HS (CA)","","10059"
"Nick Rumbelow","SEA","RHP","-1",0,7,,"40",2018,"","26","6' 0""","190","R","R","7th rd 2013","LSU","AfkzDYdWI78","14867"
"Jorge Alcala","HOU","RHP",,0,14,,"40",2020,"","22","6' 3""","180","R","R","J2 2014","Dominican Republic","","19459"
"Matt Festa","SEA","RHP","MLB",0,8,,"40",2018,"","24","6' 2""","195","R","R","7th rd 2016","East Stroudsburg","","19330"
"Garrett Stubbs","HOU","C",,0,15,,"40",2018,"","24","5' 10""","185","L","R","8th rd 2015","USC","","18067"
"Art Warren","SEA","RHP",,0,9,,"40",2018,"","24","6' 3""","230","R","R","23rd rd 2015","Ashland","","18251"
"Jonathan Arauz","HOU","INF","AA",0,16,,"40",2021,"","19","6' 0""","150","S","R","J2 2014","Panama","","sa877498"
"Wyatt Mills","SEA","RHP","AA",0,10,,"40",2020,"","23","6' 3""","175","R","R","3rd rd 2017","Gonzaga","","sa918372"
"Riley Ferrell","HOU","RHP","AAA",0,17,,"40",2018,"","24","6' 2""","200","R","R","3rd rd 2015","TCU","","sa874967"
"Luis Liberato","SEA","OF","AA",0,11,,"40",2020,"","22","6' 1""","175","L","L","J2 2013","Dominican Republic","","sa737020"
"Brandon Bailey","HOU","RHP","AA",0,18,,"40",2019,"","23","5' 10""","175","R","R","6th rd 2016","Gonzaga","","sa873692"
"Daniel Vogelbach","SEA","1B","MLB",0,12,,"40",2018,"","25","6' 0""","250","L","R","2nd rd 2011","Bishop Verot HS (FL)","WVUvxa6mRUs","14130"
"Joe Perez","HOU","3B",,0,19,,"40",2021,"","18","6' 2""","215","R","R","2nd rd 2017","Archbishop McCarthy HS (FL)","",""
"Joe Rizzo","SEA","3B","A+",0,13,,"40",2020,"","19","5' 9""","200","L","R","2nd rd 2016","Oakton HS (VA)","VU5-CG99f8E","sa917934"
"Reymin Guduan","HOU","LHP",,0,20,,"40",2018,"","25","6' 4""","205","L","L","J2 2009","Dominican Republic","","13058"
"Dean Deetz","HOU","RHP","MLB",0,21,,"40",2018,"","24","6' 1""","195","R","R","11th rd 2014","NE Oklahoma A&M JC","","16687"
"Abraham Toro","HOU","3B","MLB",0,22,,"40",2021,"","21","6' 1""","190","S","R","5th rd 2016","Seminole State JC (OK)","","19844"
"Ronnie Dawson","HOU","OF","AAA",0,23,,"40",2020,"","22","6' 2""","225","L","R","2nd rd 2016","Ohio State","","sa873674"
"J.J. Matijevic","HOU","1B/LF","AA",0,24,,"40",2021,"","22","6' 0""","206","L","R","2nd rd 2017","Arizona","","sa829488"
"Framber Valdez","HOU","LHP","MLB",0,25,,"40",2017,"","24","5' 11""","180","L","L","J2 2014","Dominican Republic","","17295"
"Jandel Gustave","HOU","RHP",,0,26,,"40",2018,"","25","6' 2""","210","R","R","J2 2010","Dominican Republic","","14665"
"Tyler Ivey","HOU","RHP","AA",0,27,,"40",2020,"","21","6' 4""","195","R","R","3rd rd 2017","Grayson County JC (TX)","","sa3004574"
"Matt Thaiss","LAA","1B","MLB",0,10,,"40",2018,"","21","5' 11""","197","L","R","1st rd 2016","Virginia","","19318"
"Michael Hermosillo","LAA","OF","MLB",0,11,,"40",2019,"","22","5' 10""","190","R","R","28th rd 2013","Ottawa HS (IL)","D0OSPvncrZs","16285"
"Diego Castillo","TBR","RHP","A+",0,21,,"40",2018,"","24","6' 3""","240","R","R","J2 2013","Dominican Republic","","sa872839"
"Edwin Rios","LAD","1B","MLB",0,14,,"40",2019,"","23","6' 3""","220","L","R","6th rd 2015","Florida International","","18316"
"Leonardo Rivas","LAA","INF","A+",0,12,,"40",2020,"","20","5' 10""","150","S","R","J2 2014","Venezuela","Tbf-2kCq_yI","sa872542"
"Yonny Chirinos","TBR","RHP","MLB",0,22,,"40",2018,"","24","6' 2""","210","R","R","J2 2011","Venezuela","","16401"
"Cristian Santana","LAD","3B","A",0,15,,"40",2021,"","21","6' 2""","175","R","R","J2 2013","Dominican Republic","KKe4Gt1QGRE","sa392969"
"Trent Deveaux","LAA","OF",,0,13,,"40",2023,"","17","6' 2""","160","R","R","J2 2017","Bahamas","BIjXX56-6bw",""
"Michael Mercado","TBR","RHP","A-",0,23,,"40",2022,"","18","6' 4""","160","R","R","2nd rd 2017","Westview HS (CA)","","sa3005024"
"Matt Beaty","LAD","3B","MLB",0,16,,"40",2019,"","24","6' 0""","210","L","R","12th rd 2015","Belmont","","17710"
"Jose Suarez","LAA","LHP","MLB",0,14,,"40",2021,"","20","5' 10""","180","L","L","J2 2014","Venezuela","ePgdXSuhTp4","19911"
"Austin Franklin","TBR","RHP","A",0,24,,"40",2021,"","20","6' 3""","215","R","R","3rd rd 2016","Paxton HS (FL)","","sa917977"
"Connor Wong","LAD","C","AA",0,17,,"40",2020,"","21","6' 1""","180","R","R","3rd rd 2017","Houston","","sa873978"
"Luis Pena","LAA","RHP","-1",0,15,,"40",2019,"","22","5' 11""","190","R","R","J2 2013","Dominican Republic","","sa837845"
"Nick Ciuffo","TBR","C","AAA",0,25,,"40",2019,"","23","6' 1""","205","R","R","1st rd 2013","Lexington HS (SC)","-KELTvpMYp4","16291"
"Gavin Lux","LAD","SS","MLB",0,18,,"40",2021,"","20","6' 2""","190","L","R","1st rd 2016","Indian Trail Academy HS (WI)","UN_FiRAXe4Q","19955"
"Jesus Castillo","LAA","RHP","AAA",0,16,,"40",2020,"","22","6' 2""","165","R","R","J2 2011","Venezuela","","sa657701"
"Ryne Stanek","TBR","RHP","MLB",0,26,,"40",2018,"","25","6' 4""","215","R","R","1st rd 2013","Arkansas","","15947"
"Drew Jackson","LAD","SS","MLB",0,19,,"40",2019,"","24","6' 2""","200","R","R","5th rd 2015","Stanford","","17807"
"Eduardo Paredes","LAA","RHP","-1",0,17,,"40",2018,"","22","6' 1""","180","R","R","J2 2011","Venezuela","","16344"
"Genesis Cabrera","TBR","LHP",,0,27,,"40",2019,"","21","6' 1""","170","L","L","J2 2013","Dominican Republic","sKhWIR1ZYYA","17490"
"Robinson Ortiz","LAD","LHP","A",0,20,,"40",2023,"","18","6' 0""","180","L","L","J2 2016","Dominican Republic","LVLtXxDsi9A","sa3004006"
"Jake Jewell","LAA","RHP",,0,18,,"40",2018,"","24","6' 3""","200","R","R","5th rd 2014","Northeast Oklahoma JC","iYmGPWVSi1c","16958"
"Jermaine Palacios","TBR","SS",,0,28,,"40",2020,"","21","6' 0""","145","R","R","J2 2013","Venezuela","","sa828886"
"Breyvic Valera","LAD","SS","MLB",0,21,,"40",2018,"","26","5' 11""","180","S","R","J2 2009","Venezuela","","12758"
"Taylor Ward","LAA","C","MLB",0,19,,"40",2019,"","24","6' 1""","185","R","R","1st rd 2015","Fresno State","","17548"
"Chih-Wei Hu","TBR","RHP",,0,29,,"40",2018,"","23","6' 0""","230","R","R","J2 2011","Taiwan","CnQuWadDzvs","16419"
"Devin Smeltzer","LAD","LHP","MLB",0,22,,"40",2019,"","22","6' 3""","195","R","L","5th rd 2016","San Jacinto JC (TX)","sO68TM2v_iE","19487"
"Curtis Taylor","TBR","RHP","AA",0,30,,"40",2021,"","22","6' 6""","215","R","R","4th rd 2016","University of British Columbia","","sa917970"
"Ariel Hernandez","LAD","RHP","-1",0,23,,"40",2017,"","25","6' 4""","230","R","R","J2 2008","Dominican Republic","utwnDASP7so","15603"
"Orlando Romero","TBR","RHP","-1",0,31,,"40",2022,"","21","6' 0""","211","R","R","J2 2013","Venezuela","","sa827251"
"Jaime Schultz","TBR","RHP","AAA",0,32,,"40",2018,"","26","5' 10""","200","R","R","14th rd 2013","High Point","","15066"
"Deivy Mendez","TBR","RHP",,0,33,,"40",2021,"","22","6' 2""","190","R","R","J2 2012","Dominican Republic","trJW6ujWolU","sa737357"
"Ian Gibaut","TBR","RHP",,0,34,,"40",2019,"","24","6' 3""","250","R","R","11th rd 2015","Tulane","","17871"
"Cody Sedlock","BAL","RHP","AA",0,8,,"40",2019,"","22","6' 4""","204","R","R","1st rd 2016","Illinois","","sa874042"
"Matthias Dietz","BAL","RHP","A+",0,9,,"40",2020,"","22","6' 5""","220","R","R","2nd rd 2016","Logan JC (IL)","","sa875993"
"Zac Lowther","BAL","LHP","AA",0,10,,"40",2019,"","21","6' 2""","235","L","L","2nd rd 2017","Xavier","wVeEOHsnDns","sa915645"
"Brenan Hanifee","BAL","RHP","A+",0,11,,"40",2021,"","19","6' 5""","180","R","R","4th rd 2016","Ashby HS (VA)","","sa917973"
"Anthony Santander","BAL","1B/OF","MLB",0,12,,"40",2018,"","23","6' 2""","205","S","R","J2 2011","Venezuela","","14551"
"Chris Lee","BAL","LHP","AAA",0,13,,"40",2018,"","25","6' 3""","180","L","L","4th rd 2011","Santa Fe JC (FL)","","sa550044"
"Luis Gonzalez","BAL","LHP","-1",0,14,,"40",2018,"","26","6' 2""","170","L","L","J2 2009","Dominican Republic","","sa550522"
"Chris Seise","TEX","SS","A",0,9,,"40",2022,"","19","6' 2""","175","R","R","1st rd 2017","West Orange HS (FL)","bB9NGkEjufw","sa3004142"
"Lamar Sparks","BAL","CF","R",0,15,,"40",2022,"","19","6' 2""","170","R","R","5th rd 2017","Seven Lakes HS (TX)","","sa3004932"
"Kyle Cody","TEX","RHP",,0,10,,"40",2019,"","23","6' 7""","245","R","R","6th rd 2016","Kentucky","","sa658940"
"Mario Feliciano","MIL","C","AA",0,14,,"40",2021,"","19","6' 1""","200","R","R","2nd rd 2016","Beltran Academy HS (PR)","08yVCH4kuSg","sa917954"
"DJ Stewart","BAL","LF","MLB",0,16,,"40",2019,"","24","6' 0""","230","L","L","1st rd 2015","Florida State","-Ssq2Nfrjfk","17766"
"Brendon Davis","TEX","3B","AA",0,11,,"40",2022,"","20","6' 5""","185","R","R","5th rd 2015","Lakewood HS (CA)","DQ8oLyvXUbE","sa875089"
"Jean Carmona","MIL","SS","A-",0,15,,"40",2022,"","18","6' 1""","183","S","R","J2 2016","Dominican Republic","4i402sfEdFA","sa3003340"
"Gray Fenter","BAL","RHP",,0,17,,"40",2021,"","22","6' 0""","200","R","R","7th rd 2015","West Memphis HS (TN)","","sa875233"
"Michael Matuella","TEX","RHP","A+",0,12,,"40",2019,"","23","6' 6""","220","R","R","3rd rd 2015","Duke","KSBpY0Vwoy8","sa827490"
"Caden Lemons","MIL","RHP","A",0,16,,"40",2022,"","19","6' 6""","175","R","R","2nd rd 2017","Vestivia Hills HS (AL)","Jq0GMisVu6E","sa3005350"
"Michael Baumann","BAL","RHP","AA",0,18,,"40",2021,"","22","6' 4""","225","R","R","3rd rd 2017","Jacksonville","","sa829681"
"Isiah Kiner-Falefa","TEX","UTIL","MLB",0,13,,"40",2019,"","22","5' 10""","176","R","R","4th rd 2013","Mid-Pacific Institute HS (HI)","","16512"
"Adrian Houser","MIL","RHP","MLB",0,17,,"40",2018,"","24","6' 4""","225","R","R","2nd rd 2011","Locust Grove HS (OK)","MMDEa5K4eX4","12718"
"Keegan Akin","BAL","LHP",,0,19,,"40",2020,"","22","6' 0""","225","L","L","2nd rd 2016","Western Michigan","RKnbSobB0dk","sa873980"
"Josh Morgan","TEX","INF","AA",0,14,,"40",2020,"","22","5' 11""","200","R","R","3rd rd 2014","Orange Lutheran HS (CA)","EJkG8sOnJtQ","sa828797"
"Taylor Williams","MIL","RHP",,0,19,,"40",2018,"","26","5' 11""","195","B","R","4th rd 2013","Kent State","FkFGHvdYEkQ","14899"
"Jomar Reyes","BAL","3B","-1",0,20,,"40",2020,"","21","6' 3""","220","R","R","J2 2013","Dominican Republic","","sa830204"
"Jonathan Hernandez","TEX","RHP","MLB",0,15,,"40",2020,"","21","6' 1""","175","R","R","J2 2012","Dominican Republic","vHUVcLLmftc","17464"
"Phil Bickford","MIL","RHP","A+",0,19,,"40",2019,"","22","6' 5""","205","R","R","1st rd 2015","Southern Nevada JC","7N1cwVuih9A","sa737441"
"Anderson Tejeda","TEX","SS",,0,16,,"40",2021,"","19","5' 11""","160","L","R","J2 2014","Dominican Republic","TdHxjNuX4iQ","sa872474"
"Jake Gatewood","MIL","1B","AA",0,20,,"40",2020,"","22","6' 5""","215","R","R","1st rd 2014","Clovis HS (CA)","BaX6P5itaxI","sa828685"
"Brett Martin","TEX","LHP","MLB",0,17,,"40",2020,"","22","6' 4""","190","L","L","4th rd 2014","Walters State JC (TN)","4ILlmvUzq_s","17369"
"Kodi Medeiros","MIL","LHP","AA",0,21,,"40",2019,"","21","6' 2""","180","L","L","1st rd 2014","Waiakea HS (HI)","hGafdvhuFRw","sa828664"
"Joe Palumbo","TEX","LHP",,0,18,,"40",2020,"","23","6' 1""","168","L","L","30th rd 2014","St. John The Baptist HS (NY)","","17035"
"KJ Harrison","MIL","C","A+",0,22,,"40",2020,"","21","6' 0""","208","R","R","3rd rd 2017","Oregon State","z-yadgX651I","sa829382"
"Carlos Tocci","TEX","CF",,0,19,,"40",2018,"","22","6' 2""","160","R","R","J2 2011","Venezuela","SYKLgRE_w2M","14558"
"Jorge Lopez","MIL","RHP","MLB",0,23,,"40",2017,"","24","6' 4""","195","R","R","2nd rd 2011","Caguas Military HS (PR)","yNFMO_99TMc","14527"
"Jose Trevino","TEX","C","MLB",0,20,,"40",2018,"","25","5' 10""","195","R","R","6th rd 2014","Oral Roberts","","16725"
"Troy Stokes Jr.","MIL","OF",,0,24,,"40",2019,"","21","5' 8""","182","R","R","4th rd 2014","Calvert Hall HS (MD)","DX1Bu8kW3W8","sa828871"
"Matt Whatley","TEX","C","A",0,21,,"40",2021,"","22","5' 10""","200","R","R","3rd rd 2017","Oral Roberts","a_dkqhQUrqo","sa915868"
"Carlos Rodriguez","MIL","OF",,0,25,,"40",2022,"","16","5' 10""","150","L","L","J2 2017","Venezuela","",""
"Connor Sadzeck","TEX","RHP",,0,22,,"40",2018,"","26","6' 5""","240","R","R","11th rd 2011","Howard JC (TX)","","13483"
"Jacob Nottingham","MIL","C",,0,26,,"40",2018,"","21","6' 3""","220","R","R","6th rd 2013","Redlands HS (CA)","a8PZOBviMVk","16448"
"Danny Diaz","BOS","3B",,0,8,,"40",2022,"","17","6' 1""","170","R","R","J2 2017","Venezuela","",""
"Tyler Phillips","TEX","RHP",,0,23,,"40",2022,"","20","6' 5""","200","R","R","16th rd 2015","Bishop Eustace HS (NJ)","","sa875646"
"Mike Shawaryn","BOS","RHP",,0,9,,"40",2019,"","23","6' 3""","225","R","R","5th rd 2016","Maryland","5fWiIrMG60g","19495"
"Jean Casanova","TEX","RHP","A+",0,24,,"40",2021,"","20","6' 3""","155","R","R","35th rd 2016","Waukegan HS (IL)","CQ94KnqUGTY","sa918959"
