Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Jesus Luzardo","OAK","LHP","MLB",70,5,,"50",2020,"Medium","20","5' 11""","209","L","L","3rd rd 2016","Stoneman Douglas HS (FL)","XPMeIpPKW2k","19959"
"Danny Jansen","TOR","C","MLB",71,4,,"50",2018,"Low","22","6' 2""","225","R","R","16th rd 2013","West HS (WI)","4lbMDzv8Er4","16535"
"Alec Hansen","CHW","RHP","AA",72,4,,"50",2020,"High","23","6' 7""","240","R","R","2nd rd 2016","Oklahoma","VQzZu_90hZk","sa738344"
"Adonis Medina","PHI","RHP",,73,4,,"50",2020,"Medium","21","6' 1""","185","R","R","J2 2013","Dominican Republic","Ts8FVwBeFVY","sa832877"
"Cole Tucker","PIT","SS",,74,5,,"50",2020,"Medium","21","6' 3""","185","S","R","1st rd 2014","Mountain Pointe HS (AZ)","Tx4MkFf8AcU","17326"
"Riley Pint","COL","RHP","A",75,2,,"50",2021,"High","20","6' 4""","210","R","R","1st rd 2016","St. Thomas Aquinas HS (KS)","SHwmwNMieek","sa917922"
"Nate Pearson","TOR","RHP","AAA",76,5,,"50",2020,"High","21","6' 6""","245","R","R","1st rd 2017","Central Florida JC","t_D8-uewjYw","sa3005097"
"Nick Gordon","MIN","SS",,77,2,,"50",2019,"Low","22","6' 2""","175","L","R","1st rd 2014","Olympia HS (FL)","bXiuMCdQJP4","sa828662"
"Max Fried","ATL","LHP","MLB",78,9,,"50",2018,"Medium","24","6' 4""","185","L","L","1st rd 2012","Harvard Westlake HS (CA)","XU-CcBOpwzY","13743"
"Estevan Florial","NYY","CF",,79,5,,"50",2020,"High","20","6' 1""","185","L","R","J2 2014","Haiti","mYK2ssfvC80","sa874464"
"Yu Chang","CLE","SS",,80,3,,"50",2019,"Medium","22","6' 1""","175","R","R","J2 2012","Taiwan","VDPqWbix08","14773"
"Sean Murphy","OAK","C","MLB",81,6,,"50",2019,"High","23","6' 3""","215","R","R","3rd rd 2016","Wright State","tVv3ORj53mQ","19352"
"Brian Anderson","MIA","3B","MLB",82,4,,"50",2018,"Low","24","6' 3""","175","R","R","3rd rd 2014","Arkansas","HJ4Qe7NJx4M","18289"
"Ryan McMahon","COL","1B","MLB",83,3,,"50",2018,"Low","23","6' 2""","185","L","R","2nd rd 2013","Mater Dei HS (CA)","aWNFMcDTPS8","15112"
"Joey Wentz","ATL","LHP","AA",84,10,,"50",2020,"Medium","19","6' 5""","209","L","L","1st rd 2016","Shawnee Mission East HS (MO)","xmXHVoWqXHQ","sa917946"
"Carson Kelly","STL","C","MLB",85,4,,"50",2018,"Low","23","6' 2""","200","R","R","2nd rd 2012","Westview HS (OR)","_drUP_dWklE","13620"
"Leody Taveras","TEX","CF",,86,2,,"50",2020,"Medium","19","6' 1""","170","S","R","J2 2015","Dominican Republic","RpzjuTfUZqg","sa912520"
"Isan Diaz","MIA","2B","MLB",87,5,,"50",2019,"Medium","21","5' 10""","185","L","R","2nd rd 2014","Springfield HS (MA)","EmFvDmq5VBs","17922"
"Jon Duplantier","ARI","RHP",,88,1,,"50",2019,"Medium","23","6' 4""","225","R","R","3rd rd 2016","Rice","","19546"
"Zack Burdi","CHW","RHP",,89,5,,"50",2019,"Medium","22","6' 3""","210","R","R","1st rd 2016","Louisville","qjlYWTBkyNQ","sa856551"
"Austin Hays","BAL","RF","MLB",90,1,,"50",2018,"Medium","22","6' 0""","205","R","R","3rd rd 2016","Jacksonville","Atv7VME2ktM","19363"
"Zack Collins","CHW","1B",,91,6,,"50",2018,"Low","22","6' 3""","220","L","R","1st rd 2016","Miami","fK2DsmC5BT0","19181"
"Bobby Bradley","CLE","1B",,92,4,,"50",2019,"Medium","21","6' 1""","225","L","R","3rd rd 2014","Harrion Central HS (MS)","JeDVcWGcXVk","17278"
"Jose Siri","CIN","CF",,93,4,,"50",2020,"High","22","6' 2""","175","R","R","J2 2012","Dominican Republic","O-dXckzAobc","sa736940"
"Braxton Garrett","MIA","LHP","AA",94,6,,"50",2021,"High","20","6' 3""","190","L","L","1st rd 2016","Florence HS (AL)","m1S8r6P_0gU","sa917923"
"Michael Chavis","BOS","1B","MLB",95,1,,"50",2018,"Medium","22","5' 10""","190","R","R","1st rd 2014","Sprayberry HS (GA)","eaAbGhTyWvg","17321"
"Cole Ragans","TEX","LHP","A",96,3,,"50",2020,"Medium","20","6' 3""","190","L","L","1st rd 2016","North Florida Christian HS (FL)","9643WDWjlw0","sa917938"
"Brandon Marsh","LAA","OF","AA",97,4,,"50",2020,"High","20","6' 2""","200","L","R","2nd rd 2016","Buford HS (GA)","f6w57ie4WkA","sa917944"
"Jay Groome","BOS","LHP","A",98,2,,"50",2021,"High","19","6' 5""","220","L","L","1st rd 2016","Barnegat HS (NJ)","2KZQaauTk3Y","sa917925"
"Alex Kirilloff","MIN","RF","AA",99,3,,"50",2021,"Medium","20","6' 2""","195","L","L","1st rd 2016","Plum HS (PA)","l3xPPnRQA7o","sa917929"
"Franklin Perez","DET","RHP",,100,1,,"50",2021,"Medium","20","6' 3""","197","R","R","J2 2014","Venezuela","","sa873722"
"Shane Baz","PIT","RHP","A",0,6,,"50",2021,"","18","6' 3""","190","R","R","1st rd 2017","Concordia Lutheran HS (TX)","Vjv8crlG4_o","sa3004765"
"Aramis Ademan","CHC","SS","A+",0,1,,"50",2020,"","19","5' 11""","160","L","R","J2 2015","Dominican Republic","O6qGFx-xdpQ","sa917352"
"Seuly Matias","KCR","RF","A+",0,1,,"50",2022,"","19","6' 3""","200","R","R","J2 2015","Dominican Republic","","sa917039"
"Adbert Alzolay","CHC","RHP",,0,2,,"50",2019,"","22","6' 0""","180","R","R","J2 2012","Venezuela","hnS3Oz08Xc4","17859"
"Adolis Garcia","STL","OF",,0,5,,"50",2018,"","24","6' 1""","180","R","R","IFA 2017","Cuba","","19287"
"Tyler Mahle","CIN","RHP","MLB",0,5,,"50",2018,"","23","6' 3""","210","R","R","7th rd 2013","Westminster HS (CA)","","16358"
"Jesse Winker","CIN","OF","MLB",0,6,,"50",2018,"","24","6' 3""","215","L","L","1st rd 2012","Olympia HS (FL)","ayid-_YnePM","13590"
"Fernando Romero","MIN","RHP","MLB",0,4,,"50",2018,"","23","6' 0""","215","R","R","J2 2011","Dominican Republic","","15885"
"Jose Garcia","CIN","SS","A+",0,7,,"50",2021,"","19","6' 2""","175","R","R","J2 2016","Cuba","sa3005385","sa3005385"
"Stephen Gonsalves","MIN","LHP",,0,5,,"50",2019,"","23","6' 5""","213","L","L","4th rd 2013","Cathedral Catholic HS (CA)","ToTToij37mo","15492"
"Shed Long Jr.","CIN","2B","MLB",0,8,,"50",2019,"","22","5' 8""","180","L","R","12th rd 2013","Jacksonville HS (AL)","btgH8dskG8o","16542"
"Adrian Morejon","SDP","LHP",,0,6,,"50",2020,"","19","5' 11""","165","R","R","J2 2016","Cuba","8Ckw8UO5yCg","20039"
"Joey Lucchesi","SDP","LHP","MLB",0,7,,"50",2018,"","24","6' 5""","210","L","L","4th rd 2016","Southeast Missouri","","19320"
"Logan Allen","SDP","LHP",,0,8,,"50",2020,"","20","6' 3""","200","R","L","8th rd 2015","IMG Academy HS (FL)","vO-q9WIphiY","18555"
"Cal Quantrill","SDP","RHP","MLB",0,9,,"50",2018,"","23","6' 3""","195","L","R","1st rd 2016","Stanford","xNKf2IgKKqY","19312"
"Freicer Perez","NYY","RHP","A+",0,6,,"50",2020,"","22","6' 8""","190","R","R","J2 2015","Dominican Republic","","sa873207"
"Luis Medina","NYY","RHP",,0,7,,"50",2021,"","18","6' 1""","175","R","R","J2 2015","Dominican Republic","CULpv2BOf-0","sa928510"
"Heliot Ramos","SFG","CF","AA",0,1,,"50",2023,"","18","6' 2""","185","R","R","1st rd 2017","Leadership Christian (PR)","","sa3004693"
"Sandy Alcantara","MIA","RHP","MLB",0,7,,"50",2018,"","22","6' 4""","170","R","R","J2 2013","Dominican Republic","O4yyOfElw3Y","18684"
"J.B. Bukauskas","HOU","RHP","AA",0,4,,"50",2019,"","21","6' 0""","196","R","R","1st rd 2017","North Carolina","","sa829263"
"Wander Franco","TBR","SS",,0,6,,"50",2022,"","17","5' 10""","190","S","R","J2 2017","Dominican Republic","",""
"Anthony Banda","TBR","LHP",,0,7,,"50",2018,"","24","6' 2""","190","L","L","10th rd 2012","San Jacinto JC (TX)","","14706"
"Christian Arroyo","TBR","3B","MLB",0,8,,"50",2018,"","22","6' 1""","180","R","R","1st rd 2013","Hernando HS (FL)","ZUyMfsabjAY","16434"
"Keibert Ruiz","LAD","C",,0,5,,"50",2020,"","19","6' 0""","200","S","R","J2 2014","Venezuela","","sa872528"
"Kevin Maitan","LAA","INF","A",0,5,,"50",2022,"","17","6' 2""","190","S","R","J2 2016","Venezuela","0cx8ztyNO2A","sa969045"
"Chris Rodriguez","LAA","RHP","A+",0,6,,"50",2020,"","19","6' 1""","185","R","R","4th rd 2016","Monsignor Pace HS (FL)","XVIkcyUC3as","sa917980"
"Chance Sisco","BAL","C","MLB",0,2,,"50",2018,"","22","6' 2""","195","L","R","2nd rd 2013","Santiago HS (CA)","wqnkU1fRew8","15694"
"Brandon Woodruff","MIL","RHP","MLB",0,4,,"50",2018,"","24","6' 4""","225","L","R","11th rd 2014","Mississippi State","","16162"
"Lucas Erceg","MIL","3B","AAA",0,5,,"50",2019,"","22","6' 3""","200","L","R","2nd rd 2016","Menlo","ZMIOPMWkA5c","sa872722"
"Trent Grisham","MIL","OF","MLB",0,6,,"50",2020,"","21","6' 0""","205","L","L","1st rd 2015","Richland HS (TX)","ToL0111crDA","18564"
"Corey Ray","MIL","OF",,0,7,,"50",2020,"","23","5' 11""","185","L","L","1st rd 2015","Louisville","9NBoNbU7Zy8","sa738510"
"Yohander Mendez","TEX","LHP","MLB",0,4,,"50",2018,"","23","6' 5""","200","L","L","J2 2011","Venezuela","ftXWbnqqZ5o","14391"
"Dane Dunning","CHW","RHP",,0,7,,"50",2018,"","22","6' 4""","200","R","R","1st rd 2016","Florida","","sa738926"
"David Peterson","NYM","LHP","AA",0,1,,"50",2019,"","22","6' 6""","240","L","L","1st rd 2017","Oregon","","sa829588"
"Franklyn Kilome","PHI","RHP",,0,5,,"50",2019,"","22","6' 6""","215","R","R","J2 2012","Dominican Republic","BMD8EhJwlVg","sa830592"
"Beau Burrows","DET","RHP",,0,2,,"50",2019,"","21","6' 2""","200","R","R","1st rd 2015","Weatherford HS (TX)","wrcFf1O63-8","sa874682"
"Kolby Allard","ATL","LHP",,0,11,,"50",2019,"","19","6' 1""","175","L","L","1st rd 2015","San Clemente HS (CA)","6j3g65GKpzk","18694"
"Christin Stewart","DET","DH","MLB",0,3,,"50",2019,"","24","6' 0""","205","L","R","1st rd 2015","Tennessee","vl86vfpaV3Y","17714"
"Matt Manning","DET","RHP","AA",0,4,,"50",2022,"","20","6' 6""","190","R","R","1st rd 2016","Sheldon HS (CA)","0FhH_Sv17Dg","sa917924"
"Daz Cameron","DET","CF",,0,7,,"45",2021,"","21","6' 2""","195","R","R","1st rd 2015","Eagle's Landing Christian HS (GA)","","sa874736"
"A.J. Minter","ATL","LHP",,0,16,,"45",2018,"","23","6' 0""","210","L","L","2nd rd 2015","Texas A&M","nQNiOfc-2Ow","18655"
"Mike Gerber","DET","RF",,0,8,,"45",2018,"","25","6' 0""","190","L","R","5th rd 2014","Creighton","HLLQ7vUfBCo","16115"
"Drew Waters","ATL","CF","AAA",0,17,,"45",2021,"","19","6' 2""","183","S","R","2nd rd 2017","Etowah HS (GA)","7y7v6EA8ZI4","sa3004378"
"Isaac Paredes","DET","SS",,0,9,,"45",2021,"","19","5' 11""","225","R","R","J2 2015","Mexico","","sa920275"
"Tucker Davidson","ATL","LHP",,0,18,,"45",2021,"","21","6' 2""","215","L","L","19th rd 2016","Midland JC (TX)","","sa918393"
"Dawel Lugo","DET","2B","MLB",0,10,,"45",2019,"","23","6' 0""","190","R","R","J2 2011","Dominican Republic","","14713"
"Ricardo Sanchez","ATL","LHP",,0,19,,"45",2020,"","19","5' 11""","170","L","L","J2 2013","Venezuela","wzMiwKP5o3U","sa830302"
"Lolo Sanchez","PIT","OF","A+",0,7,,"45",2021,"","18","6' 0""","150","R","R","J2 2015","Dominican Republic","","sa917767"
"Gregory Soto","DET","LHP","MLB",0,11,,"45",2021,"","23","6' 1""","240","L","L","J2 2012","Dominican Republic","","19677"
"Taylor Hearn","PIT","LHP",,0,8,,"45",2020,"","22","6' 5""","210","L","L","5th rd 2015","Oklahoma Baptist","oQKNYrSxPec","18325"
"Kyle Funkhouser","DET","RHP",,0,12,,"45",2019,"","24","6' 2""","220","R","R","4th rd 2016","Louisville","j-b1ZwTMYNY","sa827397"
"Luis Escobar","PIT","RHP","-1",0,9,,"45",2021,"","21","6' 1""","160","R","R","J2 2013","Colombia","","17345"
"Alex Faedo","DET","RHP","AA",0,13,,"45",2020,"","22","6' 5""","230","R","R","1st rd 2017","Florida","","sa829855"
"Bryan Reynolds","PIT","OF","MLB",0,10,,"45",2020,"","22","6' 3""","205","S","R","2nd rd 2016","Vanderbilt","8Nr61qxya9M","19326"
"Bryan Garcia","DET","RHP","MLB",0,14,,"45",2020,"","22","6' 1""","203","R","R","6th rd 2016","Miami","","19457"
"Kevin Newman","PIT","SS","MLB",0,11,,"45",2018,"","24","6' 1""","180","R","R","1st rd 2015","Arizona","3UO8or3lTT8","17696"
"Steven Jennings","PIT","RHP","A",0,12,,"45",2021,"","19","6' 2""","175","R","R","2nd rd 2017","DeKalb HS (TN)","","sa3004812"
"Nick Pratto","KCR","1B","A+",0,2,,"45",2021,"","19","6' 1""","195","L","L","1st rd 2017","Huntington Beach HS (CA)","m12VQ7FD72k","sa3004138"
"Jose Albertos","CHC","RHP","A+",0,3,,"45",2020,"","19","6' 1""","185","R","R","J2 2015","Mexico","Kc2h9nC_75o","sa919907"
"Manuel Melendez","KCR","C","AAA",0,3,,"45",2022,"","19","6' 1""","185","L","L","2nd rd 2017","Westminster Christian HS (FL)","9Ls6iGYlBsU","sa828329"
"Oscar De La Cruz","CHC","RHP","-1",0,4,,"45",2019,"","22","6' 6""","240","R","R","J2 2012","Dominican Republic","StTOw1iS6Fk","sa737037"
"Khalil Lee","KCR","RF","AA",0,4,,"45",2020,"","19","5' 10""","190","L","L","3rd rd 2016","Flint Hill HS (VA)","","sa917996"
"Brendon Little","CHC","LHP","A+",0,5,,"45",2020,"","21","6' 1""","195","L","L","1st rd 2017","State College JC (FL)","","sa876266"
"Nicky Lopez","KCR","SS","MLB",0,5,,"45",2019,"","23","5' 11""","175","L","L","5th rd 2016","Creighton","xL8x05RFyNM","19339"
"Alex Lange","CHC","RHP","AA",0,6,,"45",2020,"","22","6' 3""","197","R","R","1st rd 2017","LSU","","sa3005280"
"Yairo Munoz","STL","UTIL","MLB",0,6,,"45",2018,"","23","6' 1""","200","R","R","J2 2011","Dominican Republic","McRd9qPdEDA","16313"
"Andrew Knizner","STL","C",,0,7,,"45",2019,"","22","6' 1""","200","R","R","7th rd 2016","North Carolina State","","19514"
"Harrison Bader","STL","OF","MLB",0,8,,"45",2018,"","23","6' 0""","195","R","R","3rd rd 2015","Florida","GHVr7zAVQ_8","18030"
"Conner Greene","STL","RHP","AAA",0,9,,"45",2018,"","22","6' 3""","185","R","R","7th rd 2013","Santa Monica HS (CA)","","sa737829"
"Ryan Helsley","STL","RHP","MLB",0,10,,"45",2018,"","23","6' 1""","195","R","R","5th rd 2015","Northeastern State","","18138"
"Jordan Hicks","STL","RHP","MLB",0,11,,"45",2020,"","21","6' 2""","185","R","R","3rd rd 2015","Cypress Creek HS (TX)","","19618"
"Edmundo Sosa","STL","SS",,0,12,,"45",2019,"","21","6' 0""","198","R","R","J2 2012","Panama","","17022"
"Dakota Hudson","STL","RHP","MLB",0,13,,"45",2018,"","22","6' 5""","215","R","R","1st rd 2016","Mississippi State","LUO8ShS6j1Y","19206"
"Junior Fernandez","STL","RHP",,0,14,,"45",2019,"","20","6' 1""","180","R","R","J2 2014","Dominican Republic","","18496"
"Travis Blankenhorn","MIN","2B",,0,6,,"45",2021,"","21","6' 2""","208","L","R","3rd rd 2015","Pottsville HS (PA)","-WTP9wYmf1o","sa874969"
"Jeter Downs","CIN","SS",,0,9,,"45",2021,"","19","5' 11""","180","R","R","1st rd 2017","Monsignor Pace HS (FL)","","sa3004615"
"Wander Javier","MIN","SS","A",0,7,,"45",2022,"","19","6' 1""","165","R","R","J2 2015","Dominican Republic","KQM2BzjyTNU","sa917168"
"Tony Santillan","CIN","RHP",,0,10,,"45",2020,"","20","6' 3""","240","R","R","2nd rd 2015","Seguin HS (TX)","JnLLIhP5nfU","sa874781"
"Brusdar Graterol","MIN","RHP","MLB",0,8,,"45",2023,"","19","6' 1""","180","R","R","J2 2014","Venezuela","","20367"
"Tyler Stephenson","CIN","C",,0,11,,"45",2020,"","21","6' 4""","210","R","R","1st rd 2015","Kennesaw Mountain HS (GA)","jbQ74U8MGvM","sa874242"
"Mitch Garver","MIN","C","MLB",0,9,,"45",2018,"","27","6' 1""","220","R","R","9th rd 2013","New Mexico","n1oigquIbXQ","15161"
"Vladimir Gutierrez","CIN","RHP",,0,12,,"45",2019,"","22","6' 0""","190","R","R","J2 2016","Cuba","","sa952977"
"Brent Rooker","MIN","1B","R",0,10,,"45",2020,"","23","6' 3""","215","R","R","1st rd 2017","Mississippi State","","sa3003172"
"Keury Mella","CIN","RHP",,0,13,,"45",2018,"","24","6' 4""","200","R","R","J2 2011","Dominican Republic","6cI67D4OryA","15964"
"LaMonte Wade Jr","MIN","LF",,0,11,,"45",2019,"","24","6' 1""","190","L","L","9th rd 2015","Maryland","","18126"
"Alex Blandino","CIN","2B","MLB",0,14,,"45",2018,"","25","6' 0""","190","R","R","1st rd 2014","Stanford","EZcGHogGxNk","16271"
"Akil Baddoo","MIN","CF","A+",0,12,,"45",2021,"","19","5' 11""","195","L","L","2nd rd 2016","Salem HS (GA)","","sa917953"
"TJ Friedl","CIN","CF","AA",0,15,,"45",2019,"","22","5' 10""","170","L","L","Undrafted 2016","Nevada","P3qreU_0HUc","sa943754"
"Jose Miranda","MIN","2B","AA",0,13,,"45",2022,"","19","6' 2""","180","R","R","2nd rd 2016","Leadership Christian HS (PR)","","sa917952"
"Tanner Rainey","CIN","RHP","MLB",0,16,,"45",2018,"","25","6' 2""","235","R","R","2nd rd 2015","West Alabama","","17610"
"Yunior Severino","MIN","2B","A",0,14,,"45",2023,"","18","6' 1""","180","S","R","J2 2016","Dominican Republic","loRx-qNixVg","sa3003185"
"Gabriel Arias","SDP","SS","A+",0,10,,"45",2021,"","18","6' 1""","185","R","R","J2 2016","Venezuela","QiH28DhFuPI","sa3004047"
"Tirso Ornelas","SDP","LF","A+",0,11,,"45",2021,"","18","6' 4""","180","L","R","J2 2016","Mexico","","sa3004048"
"Hudson Potts","SDP","3B","AA",0,12,,"45",2020,"","19","6' 3""","205","R","R","1st rd 2016","Southlake Carroll (TX)","snj4NTnQVAc","sa917936"
"Chris Paddack","SDP","RHP","MLB",0,13,,"45",2020,"","20","6' 4""","195","R","R","8th rd 2015","Cedar Park HS (TX)","","20099"
"Josh Naylor","SDP","1B","MLB",0,14,,"45",2020,"","20","5' 11""","250","L","L","1st rd 2015","St. Joan of Arc HS (CAN)","N59Wtnb9Eyw","18839"
"Pedro Avila","SDP","RHP",,0,15,,"45",2021,"","21","5' 11""","190","R","R","J2 2014","Venezuela","","18864"
"Jacob Nix","SDP","RHP","AAA",0,16,,"45",2019,"","22","6' 4""","220","R","R","3rd rd 2015","IMG Academy HS (FL)","LM9yJp5lRaI","17775"
"Franchy Cordero","SDP","CF","MLB",0,17,,"45",2018,"","23","6' 3""","175","L","R","J2 2011","Dominican Republic","","14567"
"Esteury Ruiz","SDP","2B","A+",0,18,,"45",2022,"","19","6' 0""","150","R","R","J2 2015","Dominican Republic","","sa917030"
"Edward Olivares","SDP","OF",,0,19,,"45",2021,"","22","6' 2""","186","R","R","J2 2014","Venezuela","","sa832015"
"Ryan Vilade","COL","3B","A+",0,4,,"45",2022,"","19","6' 2""","194","R","R","2nd rd 2017","Stillwater HS (OK)","","sa3004256"
"Colton Welker","COL","3B","AA",0,5,,"45",2021,"","20","6' 2""","195","R","R","4th rd 2016","Stoneman Douglas HS (FL)","","sa917962"
"Yency Almonte","COL","RHP","MLB",0,6,,"45",2018,"","23","6' 3""","205","R","R","17th rd 2012","Columbia HS (FL)","","15068"
"Forrest Wall","COL","CF","AAA",0,7,,"45",2019,"","22","6' 0""","176","L","R","1st rd 2014","Orangewood Christian HS (FL)","","sa828682"
"Garrett Hampson","COL","2B","MLB",0,8,,"45",2019,"","23","5' 11""","185","R","R","3rd rd 2016","Long Beach State","dAUevwXdsms","19262"
"Tyler Nevin","COL","3B",,0,9,,"45",2021,"","20","6' 4""","200","R","R","1st rd 2015","Poway HS (CA)","","sa874752"
"Peter Lambert","COL","RHP","MLB",0,10,,"45",2020,"","20","6' 2""","185","R","R","2nd rd 2015","San Dimas HS (CA)","bglOnR4sPGk","17969"
"Ryan Castellani","COL","RHP",,0,11,,"45",2019,"","22","6' 4""","193","R","R","2nd rd 2014","Brophy Prep (AZ)","","sa828689"
"Chance Adams","NYY","RHP","AAA",0,8,,"45",2018,"","23","6' 0""","215","R","R","5th rd 2015","Dallas Baptist","If_SFx0CQxM","18135"
"Dillon Tate","NYY","RHP","MLB",0,9,,"45",2019,"","23","6' 2""","210","R","R","1st rd 2015","UC Santa Barbara","fRtkNQHSqXE","17796"
"Domingo Acevedo","NYY","RHP","AAA",0,10,,"45",2018,"","24","6' 7""","242","R","R","J2 2012","Dominican Republic","3yyTjdYwHiE","sa739716"
"Thairo Estrada","NYY","SS",,0,11,,"45",2019,"","22","5' 10""","185","R","R","J2 2013","Venezuela","","16426"
"Jonathan Loaisiga","NYY","RHP","MLB",0,12,,"45",2020,"","23","5' 11""","165","R","R","J2 2012","Nicaragua","","19753"
"Steven Duggar","SFG","CF",,0,2,,"45",2018,"","24","6' 2""","190","L","R","6th rd 2015","Clemson","","17719"
"Magneuris Sierra","MIA","OF","MLB",0,8,,"45",2018,"","21","5' 11""","160","L","L","J2 2012","Dominican Republic","","17023"
"Alexander Canario","SFG","RF","A-",0,3,,"45",2023,"","17","6' 1""","165","R","R","J2 2016","Dominican Republic","","sa3003316"
"James Nelson","MIA","3B",,0,9,,"45",2021,"","20","6' 2""","180","R","R","15th rd 2016","Cisco JC (TX)","","sa875753"
"Tyler Beede","SFG","RHP","MLB",0,4,,"45",2018,"","24","6' 2""","190","R","R","1st rd 2015","Vanderbilt","","16981"
"Nick Neidert","MIA","RHP","AAA",0,10,,"45",2018,"","21","6' 1""","180","R","R","2nd rd 2015","Peachtree Ridge HS (GA)","Hi4TiR7zIIw","sa874797"
"Garrett Williams","SFG","LHP","AAA",0,5,,"45",2019,"","23","6' 1""","200","L","L","7th rd 2016","Oklahoma State","","sa738512"
"Trevor Rogers","MIA","LHP",,0,11,,"45",2021,"","20","6' 6""","185","L","L","1st rd 2017","Carlsbad HS (NM)","EgPQVpXhSuU",""
"Chris Shaw","SFG","1B",,0,6,,"45",2018,"","24","6' 3""","260","L","R","1st rd 2015","Boston College","","17738"
"Edward Cabrera","MIA","RHP",,0,12,,"45",2021,"","19","6' 4""","175","R","R","J2 2015","Dominican Republic","","sa920423"
"Braxton Lee","MIA","OF","MLB",0,13,,"45",2018,"","24","5' 10""","185","L","R","12th rd 2014","Ole Miss","cojxmsi0ffU","16839"
"Austin Beck","OAK","OF","A+",0,7,,"45",2021,"","19","6' 1""","200","R","R","1st rd 2017","North Davidson HS (NC)","oAS3Hzfb8Jc","sa3004055"
"Lazaro Armenteros","OAK","LF","A+",0,8,,"45",2021,"","18","6' 0""","182","R","R","J2 2016","Cuba","vc84x37Htwg","sa969091"
"Sheldon Neuse","OAK","3B",,0,9,,"45",2019,"","23","6' 0""","195","R","R","2nd rd 2016","Oklahoma","qqp5Daofb6w","19635"
"James Kaprielian","OAK","RHP",,0,10,,"45",2019,"","23","6' 4""","200","R","R","1st rd 2015","UCLA","hFv_4TVJwyE","sa658943"
"Nick Allen","OAK","SS","A+",0,11,,"45",2021,"","19","5' 9""","155","R","R","3rd rd 2017","Francis Parker HS (CA)","LdNKp8Xs1s0","sa3004723"
"Daulton Jefferies","OAK","RHP",,0,12,,"45",2020,"","22","6' 0""","180","L","R","1st rd 2016","Cal","ij14-6H6bPU","sa738964"
"Grant Holmes","OAK","RHP",,0,13,,"45",2019,"","21","6' 1""","215","R","R","1st rd 2014","Conway HS (SC)","MvTNMZd4LDA","sa828669"
"Hector Perez","HOU","RHP","AA",0,5,,"45",2020,"","21","6' 3""","190","R","R","J2 2014","Dominican Republic","","sa873324"
"Cionel Perez","HOU","LHP",,0,6,,"45",2019,"","21","5' 11""","170","L","L","J2 2016","Cuba","","19614"
"Kyle Lewis","SEA","OF","MLB",0,1,,"45",2020,"","22","6' 4""","205","R","R","1st rd 2016","Mercer","nwMhSV87AD0","19508"
"Sam Carlson","SEA","RHP","A",0,2,,"45",2022,"","19","6' 4""","195","R","R","2nd rd 2017","Burnsville HS (MN)","PK5O-3F8YyM","sa3005015"
"Evan White","SEA","1B","AA",0,3,,"45",2020,"","21","6' 3""","205","R","L","1st rd 2017","Kentucky","","sa915774"
"Nick Solak","TBR","2B","MLB",0,9,,"45",2020,"","23","5' 11""","175","R","R","2nd rd 2016","Louisville","","19294"
"Josh Lowe","TBR","CF","AA",0,10,,"45",2021,"","20","6' 4""","190","L","R","1st rd 2016","Pope HS (GA)","0xP4kchoVfA","sa917926"
"Joe McCarthy","TBR","OF",,0,11,,"45",2018,"","24","6' 3""","225","L","L","5th rd 2015","Virginia","","sa858039"
"Vidal Brujan","TBR","2B",,0,12,,"45",2021,"","20","5' 9""","155","S","R","J2 2014","Dominican Republic","_I0xANEGwN8","sa872786"
"Resly Linares","TBR","LHP","A+",0,13,,"45",2020,"","20","6' 2""","170","L","L","J2 2014","Dominican Republic","","sa873296"
"DJ Peters","LAD","RF",,0,6,,"45",2020,"","22","6' 6""","225","R","R","4th rd 2014","Western Nevada","","sa829712"
"Tobias Myers","TBR","RHP","A+",0,14,,"45",2021,"","19","6' 0""","193","R","R","6th rd 2016","Winter Haven HS (FL)","","sa918088"
"Mitchell White","LAD","RHP",,0,7,,"45",2019,"","23","6' 4""","207","R","R","2nd rd 2016","Santa Clara","-XlwJUJpdH0","sa917948"
"Lucius Fox","TBR","SS",,0,15,,"45",2021,"","20","6' 1""","175","S","R","J2 2015","Bahamas","sSetHzJyedI","sa914200"
"Dennis Santana","LAD","RHP","MLB",0,8,,"45",2018,"","22","6' 2""","160","R","R","J2 2012","Dominican Republic","","17878"
"Brandon Lowe","TBR","2B","MLB",0,16,,"45",2019,"","23","6' 0""","185","L","R","3rd rd 2015","Maryland","","18882"
"Dustin May","LAD","RHP","MLB",0,9,,"45",2020,"","20","6' 6""","180","R","R","3rd rd 2016","Northwest HS (TX)","xvHfqB6Fl5w","19716"
"Jaime Barria","LAA","RHP",,0,7,,"45",2019,"","21","6' 1""","210","R","R","J2 2012","Panama","","18356"
"Justin Williams","TBR","OF",,0,17,,"45",2018,"","22","6' 2""","220","L","R","2nd rd 2013","Terrebonne HS (LA)","qBdkDD7U1B4","15490"
"Jordan Sheffield","LAD","RHP","AA",0,10,,"45",2019,"","22","5' 10""","190","R","R","1st rd 2016","Vanderbilt","","sa738245"
"Griffin Canning","LAA","RHP","MLB",0,8,,"45",2020,"","21","6' 1""","170","R","R","2nd rd 2017","UCLA","7sIxI6ZjQjQ","19867"
